what do you mean? did you not have the time or were you not able to start the conversation?	6
I really found it hard to start the conversation	6
what made it difficult to start the conversation?	6
I am afraid my parents will get mad at me for doing the thing	6
don't you think they will be more angry when they find out for themselves?	6
you are right, it's best to start the conversation myself	6
did you hear about the argument in the board last night?	6
no, why was there an argument?	6
the chair took it upon him to organize stuff without informing the rest of the board	6
okay, that's bad. He shoul always keep them in the loop	6
he claimed that he did kept them in the loop, but failed to read their messages	6
ah, well that is a great way to start an argument. did the argument end well?	9
in the end the chair admitted that he might have taken more trouble to inform everyone more personal	6
ah, good. Did this take of the heat of the argument	6
almost all. They made him promis to improve is communicaton in the futre	6
Do you have time for dinner on Friday?	8
Well, I usually am a bit busy on Friday and finish working at 19:00	7
Oh, maybe we can meet after work, but tell me what do you usually do on Friday?	6
I wake up early to have breakfast and then go to the office, once I am at the office I have meeting until 13:00	7
That sounds like a busy schedule, Don't you have lunch at one point?	4
Yes, I have lunch after my meetings and then take a break with my colleagues	4
After I go back to the office and work on my project until five when i have to leave and pick up my dog at the pet salon	7
Oh wow, he is a lucky dog. But he can come with us to have dinner if you want	8
That would be great, in that sense I do not have to bring him home and we can meet at 19:00	8
He, do you fancy going to watch a football match in the stadium tonight?	8
Yes I would love too, it has been ages since I watched a match	8
Do you know who is playing?	9
No I don't, but I dont' mind I just really like to go	9
I will pick you up, I will take two more friend to see the match as well	6
We are not going with just the two of us?	6
No we are not	9
Than I prefer to stay home and watch a good movie on tv	1
Do you prefer to see a movie on TV over a match?	1
Yes, if we are not going with just us I do	9
are still doing your own household	5
oh yes, I still do part of my own household	5
could you elaborate on your household, what do you do	5
well, I take dust every wednesday, and the beds on friday	5
okay, great that you are still able to do your own bed	5
yes, we do the beds together with my husband. he helps when I ask	5
ah, and who does the vacuum cleaning?	5
vacuum cleaning is usely his job, when I water the plants	5
good to hear that you collaborate with your husband in doing the household	5
are their any tasks in the household for which you need external support	5
oh yes, once a week we get the help who takes care of the major things in the household	5
ah, you mean window cleaning and or mopping	5
yes, for mopping and window cleaning we need help, but all other stuff concerning the household we do ourselves	5
I have some good friends I hang out with on the weekends, and you?	6
Yes, me too; I like to sit by the campfire on weekends with friends.	6
With music and good conversations for sure?	8
Yes, those are the best nights for me	9
Right, friendship is super important in life	6
Do you have a lot of friends?	6
No, I have a few, but we are very close	6
Yes, that goes for me too	9
I would rather have a small group of good friends than a large group of people with whom I am not so close	6
Yes, I agree	9
I feel it's difficult for me to hear things clearly nowadays.	9
Hello, Hello. Can you hear me?	2
Sure, but if you are 5 meters away from me, then it's difficult.	9
When did you notice that?	9
It starts around 1 year ago but it didn't affect my daily life yet. So I didn't care about it that much. However, recently, when I talked to my friends, I had to ask them to speak louder quite often so that I can hear what they said.	2
Have your ears ever been hurt or impaired by very loud sounds?	9
None that I've known of.	9
That might be caused by aging. It's better to have a check with your GP.	9
I see some colleagues as friends	6
Do you also see them outside of work?	9
Yes, we often see each other on Friday afternoons for drinks	6
Having good relationships at work is important to me	6
Yes, we spend a lot of time at work, don't we?	7
We often spend more time with colleagues than with our families	6
Do you have less contact with your colleagues now that you are working less due to illness?	6
Yes, it definitely affects the relationship with my colleagues	6
Are they considerate toward you now that you are there less?	6
Yes, they always ask how I am doing	9
Hi, how are you doing; are you still painting?	8
No, not as much as I would like	9
How come?	9
My right arm hurts a lot when I paint.	9
Oh that's annoying, can you do anything about it?	9
I'm being treated by a physiotherapist and it's getting better.	9
Can you express yourself creatively in any other way at the moment?	8
Yes, I go to museums a lot to enjoy art	8
Oh, that's nice	9
Yes, looking at art also gives me a lot of pleasure	8
Were you raised religiously?	9
Yes, I went to church every week with my parents	9
And do you still do that?	9
No, not for a long time, actually only at Christmas	9
Have you found another way to believe?	8
I don't believe in a god, but I am spiritual	8
Oh, me too; I follow some spiritual leaders	8
Yes, me too, and I get a lot out of it	9
Yes, there are some important messages in it that help me in life	8
Yes, for me it's important too	9
Do you manage your finances well?	7
I have trouble managing my finances after my resignition	7
And are you also saving money?	7
we saved money to buy a car last year	7
I am happy I can provide for myself financially because I work	7
My wife has a really good job and is able to provide for the house	7
Since the energy costs increased immensely....	9
Yes, life is expensive at the moment	9
Do you spend your money on holidays?	7
Yes, I do but I go camping this year because hotels are way to expensive	9
Okay, yes can imagine	9
I got a head rush quite often recently.	9
How does the head rush normally happen?	9
It occurs when I climb the stairs or when Istand up from a squat.	9
How stong does it feel?	9
Sometime, I feel like I cannot stand steadily and have to hold something to support myself.	3
How long does it take to recover from the rush?	9
Around half a minute, somthing like that.	9
Did you measure you blood pressure recently?	9
Nope	9
Maybe we should first mesure your blood pressure.	9
I couldn't mop the floor like how I did before anymore.	5
I am sorry to hear that, but why?	9
I could mop the floor of the whole appartement before. But now, I get pain in my waist already after mopping just the living room floor. I can not bend my waist for a long while anymore.	5
True, bending for a long time will cause excessive load on your waist. Do you need to do any other chores or movement that will require you to bend your waist for a long time?	5
I also did quite some gardening recently. Maybe that also hurt my waist.	5
It might be. You'd better take a rest for a few days and avoid bending your waist. Even if you need to bend your waist, you 'd better just keep it for just a really short while. And if you still have the pain, it's necessary to visit the doctor.	9
How is your education going?	7
I am too tired to study well at the moment	0
Oh,that's annoying. How long has it been bothering you?	9
Since I had a COVID infection 10 months ago.	9
Did you pass any exams during that period?	7
I've only passed one out of five.	9
Have you applied for an extension ?	9
Yes, that application is now pending	9
I hope you can resume your education soon and start feeling better	7
Yes, thank you!	9
how do you feel recently?	9
Nothing wrong, except that my legs feels weak every time after a long walk.	3
Which part of the leg feels weak? Your thighs or your claves? On the left side or on the right side? 	9
The right side. It feels like it happens on my thigh.	9
When did you start feeling it's weak?	9
It's been almost 3 months.	9
Did you get injured 3 months before?	9
Nope.	9
After walking for how long or how far would your right thigh start feeling weak?	3
Half an hour or one kilometers somthing like that.	9
How do you interact with your neighbors?	6
We greet each other when we meet, but that's all.	6
And do you help each other when necessary?	6
Yes, we can always ask our neighbors for help.	6
That's important, it's not always like that.	9
No, in big cities you can live very anonymously	9
People can get lonely	6
Yes, promoting contacts in the neighborhood can be important when people are in need of help	8
Do you know of any projects that try to improve contacts in the neighborhood?	8
Yes, I know of some; for example, a project where elderly people and students interact and do things for each other	8
That's a very good initiative!	9
 Do you go to church on Sunday?	8
I only go to church when I feel up to it	8
I find the social part in our church community an important aspect	8
How do mean?	9
I mean, people really care for eachother 	6
That must bring a lot of support and comfort to people	6
yes, especcially to the vulnerable people in our community	9
Does the city you live in also provide support for these people, outside the church	8
yes, i sometimes help as a volunteer 	7
What do you do then?	9
I bring people to the hospital for example or help them to organize their finances	8
Oh, very good!	9
I'm having difficulty speaking lately. Can you help me?	9
What seems to be the trouble when you speak?	9
I have difficulty in saying what I am thinking. 	9
do you know in your head what you want to say?	9
yes, I can see the words in front of me, but when I speak my mouth hesitates	9
there seems to be a motor problem and willl refer you to a speach therapist	9
when you spoke to Ed eysterday, did he mention he was happy?	9
I did speak to Ed, but he did not seem happy	9
that is odd, he called me to say hey got good grades on his finals	7
ah, great! we only spoke about his grandparents and the are ill. So, no reason to be cheerfull	9
okay, that explains it. if you see him next time congratulate him with his grades!	7
I will sure do, that might cheer him up	9
Did you do something interesting today?	9
Not really, I just went to work in the morning and had a couple of meetings in the morning	7
Well, meetings can also be fun sometimes. But how was your day overall?	9
It was good after the meeting I helped a colleague with an interesting task and then went to get a coffe	1
Then went back to my office to work on the code and finish a document for my supervisor	7
Sounds like a very productive day, did you do something else to relax after work?	1
Well, after work I was hungry so I decided to make dinner and work a bit on my personal project	5
Seems like you had a lot to do today, I hope you can relax next days	9
I also went to work and after I went swimming before coming home to relax	1
Sounds like we had a busy and productive day, good for us	9
I feel it's difficult for me to get out of bed recently.	3
Oh, why?	9
I feel it was hard to breathe smoothly when I tried to get up from the bed.	3
Do you have any chronic lung disease or do you smoke?	9
My body check shows that there are some problems, and the doctor told me to have regular checks. Emm, I have smoked for almost 40 years already.	9
How long have you felt difficult to get out of bed already? Do you have the same feeling every time when you get out of bed?	3
It's been almost 2 months, and yes, I have the same feeling almost every time.	3
I invest my money, do you?	7
Yes, I do but I don't take much risk	9
I only take risk with a small portion of my savings	7
What do you invest in then?	7
I invest in crypto's	7
Oh yes, that market is quite uncertain	9
Yes, but in the longer term I think it will go in the right direction	9
Is it the future according to you?	9
yes, I expect a lot from it	9
Then let's hope those expectations come true	9
