utterances	labels
Oh, not really. I’ve just been doing the same thing of showering everyday.	self-care
That seems great - keeping clean so often must be a cinch. At what time of the day do you usually shower?	interpersonal interactions and relationships
Usually in the morning, after breakfast.	self-care
Why morning showers instead of night?	none
I shower in the morning so that I can feel awake for the day. Helps me to jumpstart my body and maintain alertness.	self-care
That makes sense! On your own, do you ever worry about self-harm, forget and get sick? 	none
Not usually, I like to take my medication in the morning and	self-care
--------------------	--------------------
So, how have you been taking care of yourself lately?	self-care
I do my best to maintain a balanced diet week after week. I usually cook separated veggies and all natural protein sources, though in the times of crying craving, pizza can spoil my final health within 20 minutes if it was human, you know 	self-care
That's great to hear! Do you enjoy cooking by yourself?	domestic life areas
Oh dear, couple decades ability im married to cooking definition, I cook faster, better and the joy hits different compared to healthy veggie cup I create in miwarrow.. Wait- m-, good potential, efficiency why-not buy a café, week old happiness together-I became ancient scrooge	domestic life areas
--------------------	--------------------
Hi! How have you been doing lately?	interpersonal interactions and relationships
I've been okay. You?	interpersonal interactions and relationships
Good, good. I'm curious, do you keep yourself physically active often?	general tasks and demands
Not too frequent recently. Magnificent Saturdays to exercise though.	general tasks and demands
How about eating? Do you look to make nutrient-dense foods?	self-care
Yes sure, commonly for breakfast cereals like Müsli with nuts additionally ouster.	self-care
It sounds like physical activity and choosing nutritious foods are sometimes participative tasks of everyday life.	general tasks and demands
Aye, a balance fare requiring real attention capturing and tracking habitual esteem watching activity mulling. 	general tasks and demands
Can you tell me at what times you genuinely focus on these tasks to hold solid habits	general tasks and demands
--------------------	--------------------
Hey, how has your week been so far?	interpersonal interactions and relationships
Oh hi there dear, it's been one exhausting week!	interpersonal interactions and relationships
I'm sorry to hear that. Did you get enough rest and looked after yourself properly daily?	self-care
Sometimes that's just easier said done, isn't it? Sleep has been somewhat of challenge sometimes lately I must say—it's hard to break this predisposition even still.	self-care
Yes, it certainly is, With regards to meal times, how have been eating regularly at present?	self-care
Hmm, as far as today, when I have not been receiving the effort on schedule waste or having my children identified along with school learning, I have supplanted as opposed persist uniting. When evening involves reducing off	none
--------------------	--------------------
Good afternoon! How have you been lately?	interpersonal interactions and relationships
Oh hello. I've been alright, nothing new really.	interpersonal interactions and relationships
Have you been keeping up with your self-care lately?	self-care
Yes, I always take a bath first thing in the morning to help me start my day.	self-care
That's great to hear. How do you wash and dry yourself? Do you have any strategies?	self-care
I use a shower stool and handheld shower to make it a bit easier. For me, that gets the job done.	self-care
I see. And how do you prepare your meals? 	domestic life areas
To be honest, sometimes I forget to eat during the day because I often skip breakfast. When I meal plan for my home-cooked	domestic life areas
--------------------	--------------------
How do you maintain your balanced diet?	learning and applying knowledge
Well, I usually make sure to eat a lot of fruits for breakfast and snack on some veggies for lunch.	learning and applying knowledge
That's great, do you also eat meat or fish?	learning and applying knowledge
Occasionally, but as a senior my daily protein requirements are not that much high.	learning and applying knowledge
I see, what about keeping warm or cool and exercising? How often do you do it and when?	general tasks and demands
I try my best to walk for around 20 minutes in the morning and afternoon and I wear comfortable and appropriate clothes with additional layers depending on the weather.	mobility
That's smart, I always forget to adjust clothing or risk finding myself unprepared when temperatures change quite dramatically.	general tasks and demands
It's	none
--------------------	--------------------
I was wondering how your day goes. Can you tell me about a usual day in your life?	major life areas
Yes sure. I always begin my day early in order to do laundry first. 	domestic life areas
Great to hear. I think putting clothes to wash early is convenient for the rest of the day. 	domestic life areas
Yes, most definitely. It cuts on dirt later in the day.	domestic life areas
How do you ensure you have a balanced diet? 	self-care
I do that by always taking milk and wheat flour porridge thankfully everpresent in the wee ours each day and I also made a habit to have boiled soups and proteins boiled sufleys and grilled rubber and mala wherever possible to balance everything well.	self-care
That	none
--------------------	--------------------
Hi there! You look well today.	interpersonal interactions and relationships
Thank you! I'm trying to stay active.	general tasks and demands
That's great to hear! What do you usually do to keep your body moving?	interpersonal interactions and relationships
I take daily walks outside of my neighborhood to get some fresh air.	mobility
Oh that's nice. Do you happen to schedule it in the morning, afternoon, during the weekends or on weekdays?	general tasks and demands
Most of the time I walk early in the morning before the sun gets too hot.	mobility
Got it, I see that. Can you share what usually happens one the walks are finished? 	general tasks and demands
Once I finish the walk I may go back to walking or pick other activities I love such as going to the badm	none
--------------------	--------------------
How are you feeling these days?	major life areas
I'm doing okay, thanks for asking.	interpersonal interactions and relationships
That's good to hear. Do you find yourself eating healthily?	self-care
Not really. I tend to have some toast or cereal for breakfast.	self-care
When do you eat some fruits or vegetables?br	self-care
Almost never. It's just too difficult to go the grocery store, and I don't make enough meals for it to seem worth it. 	domestic life areas
Have you thought about ordering fresh food online?	community, social and civic life
No, Is there any such services around here?	community, social and civic life
Sure. Do you readcompose mails?	communication
Yes, daily. Additionally, one of my family emails to checkind on me more regularly	communication
--------------------	--------------------
How has your week been, have you been keeping up with your self-care routine?	self-care
Oh I never really pay any attention to that now	none
Well that's okay, but self-care events can really improve your wellbeing. Do you have a regular eating routine?	self-care
Yes usually I eat breakfast at 8am, after my medication, and then something light around noon. Dinner is at around 6pm, that is if I can cook	self-care
Cooking can be quite daunting, can I ask a bit more about how your eating habits are influencing how you are currently feeling	self-care
I have been finding it difficult to find the motivation to cook lately. Everyday is the same for	self-care
--------------------	--------------------
How are you feeling today?	communication
I'm feeling ok today	none
That's good to hear. How do makesure you're keeping yourself healthy and active?	communication
Well I try to eat healthy a balanced diet as per doctor's advice. I also do stretching exercises in the morning.	self-care, learning and applying knowledge
That's wonderful! Do you take walks every day?	mobility
Yes, of course I go out for morning walks for about 20-30 minutes.	mobility
That's great to get some fresh air and exercise. Do you get any help from your caregivers 	interpersonal interactions and relationships
 Oh yeah Sometimes I reach out to them if I feel uneasy. Otherwise I prefer to mange things to myself as much	interpersonal interactions and relationships
--------------------	--------------------
So how’s your day been today?	none
It’s been okay. Just been taking care of some animals poking in my garden.	domestic life areas (taking care of animals, gardening)
That sounds lovely. Do you cook for yourself?	domestic life areas (cooking)
Yes, most of the time. Rarely order something to take away.	domestic life areas (cooking)
And where do you to go to get groceries for your home food prep?	domestic life areas (grocery shopping)
Oh, well for perishables sometimes with Emmy or I grocery order from Safeway myself.	domestic life areas (grocery shopping)
That's great, so cooking and taking care of your garden keep you occupied throughout your day?	general tasks and demands (keeping occupied)
Not just that, taking a walk in the afternoon stretch, and I regularly do physical exercices indoor.	mobility (taking a walk, physical exercises)
That's fantastic, what days do you go	none
--------------------	--------------------
How are you doing today?	communication
I am feeling quite okay. Thank you for asking.	communication
That's great to hear! You know how much I care about your health. Have you been keeping up with self-care these days?	interpersonal interactions and relationships
Sometimes. I have been taking frequent walks to ensure I am getting enough exercise – mostly in the evenings. It relaxes me a lot.	self-care
That's good to hear. How do your activities of daily life gets refined? 	self-care
Most bi-weekly self care events starts before my exercises, early mornings weekends are for rest whenever I feel lonely before sunrise keeps my cheeks face – from wishing pale or pink. 	self-care
Thanks for letting me know. What about for taking balanced	self-care
--------------------	--------------------
Hey, how are you today?	interpersonal interactions and relationships
I'm fine, thank you. How are you?	interpersonal interactions and relationships
Good, good. I was just thinking about self-care and wondering, when do you normally take your medication?	self-care
Oh, I usually take it after my breakfast in the morning - around 8 o'clock usually.	self-care
That's great, you always have your dose without worry miss it! Do you take any other supplements or vitamins?	self-care
Yes, I always takes multivitamins at the another after lunch. It becomes a patturn now.	self-care
That's a really good routine, compared to the elders As its casuing to makes sure airways function properly. What type os exercises both physical oand	none
--------------------	--------------------
How has your week been so far?	major life areas
It's been good, thank you for asking.	major life areas
That's good to hear. How are you feeling lately?	major life areas
I've been feeling a little more tired than usual.	major life areas
Oh no, have you been sleeping enough?	major life areas
Yes, but I tend to get tired quickly because I haven't been doing much exercise.	major life areas
Are you able to do any exercise at all?	major life areas
Yes, I usually take a short walk around my neighborhood each morning.	mobility
That's a good start, how do you feel after your walk?	major life areas
I feel energized and alert throughout the day.	major life areas
That's really great! Do you watch your diet as well	self-care
--------------------	--------------------
Hi there. What have you been up to today?	communication
Well, I went for a walk around the block in the morning. 	mobility
That sounds great. Do you take a walk every day? 	communication
Yes. Usually in the morning, I like to take a walk outside to get some fresh air. 	mobility
That's awesome to hear, getting enough exercise every day is key to self-care. What's been on your mind lately? 	self-care
My diet, mainly. I've been trying to eat healthier foods recently.	self-care
That's really impressive. Do you have a specific plan to stick to your diet? 	self-care
Well, I try to avoid fatty foods and sugars whenever possible,	self-care
--------------------	--------------------
