utterances	labels
Sounds like a great way to be engaged in the community. When do they usually meet?	community, social and civic life
They usually meet on Tuesdays, Thursdays and Fridays early in the morning before other people have started their busy daily routines.	community, social and civic life
That makes sense. have you ever considered joining?	community, social and civic life
P. I would feel terrible slowing them down! Besides physical fitness	none
--------------------	--------------------
How has your week been so far? 	none
Oh, it's been alright. I went to a community center gathering yesterday.	community, social and civic life
Really? How was it?	community, social and civic life
It was wonderful. We had a potluck lunch and I got to meet and catch up with the neighbors.	community, social and civic life
What kind of activities did you have in the community center?	community, social and civic life
We played bingo and then listened to some holiday songs they performed.	community, social and civic life
That sounds like fun. How often does the community center usually hold events like that?	community, social and civic life
They host similar events once a month but lately they've been temporarily suspended.	community, social and civic life
Do you go to other social events like this often?	community, social and civic life
Yes, I go to a senior's group	community, social and civic life
--------------------	--------------------
How was your day today?	none
Not bad, I went to meet some friends at the community center.	interpersonal interactions and relationships
That sounds nice! What activities were held there?	community, social and civic life
We can choose any activity we want, like play cards or watch movies.	community, social and civic life
How often do you go to the center?	none
Oh, just a couple of times a week. I also participate in various voluntary activities such as park cleaning.	community, social and civic life
That's interesting. How do you feel after participating in the voluntary events?	community, social and civic life
Oh, quite fulfilled; Why, very well doneright.	none
How about those involved in society... like parties or festivals with them every time you get the chance?	community, social and civic life
Once in a while yes !	community, social and civic life
--------------------	--------------------
So, what have you been up to lately?	none
Well, I have been attending church regularly.	interpersonal interactions and relationships
That's great to hear. When do you usually attend church?	interpersonal interactions and relationships
I usually attend church on Sundays in the morning.	community, social and civic life
How do you find the worship service?	communication
I find it very inspiring and it helps me to strengthen my faith.	learning and applying knowledge
That's wonderful. Do you have any other social activities that you like to participate in? 	community, social and civic life
Yes, I also attend my local senior center where I participate in senior-friendly exercise. 	community, social and civic life
Oh, that's interesting. When do you usually go to the senior center?	community, social and civic life
I go to the senior center on Tuesdays and Thursdays after	community, social and civic life
--------------------	--------------------
Did you do anything interesting or fun last week, Mr. Smith?	none
Yes, actually. I visited my friend's art gallery.	interpersonal interactions and relationships
That sounds wonderful. How was it?	interpersonal interactions and relationships
It was very nice. The art seemed to enlighten my senses, and they had good nibbles too.	learning and applying knowledge, communication
That's great to hear. Is it a popular spot in your nearby community? 	community, social and civic life
Yes, certainly. The gallery holds different art activities with diverse displays throughout events promoted many rare pieces of equipment too.	community, social and civic life
Fantastic! So, which day of the week do they usually have their events?	community, social and civic life
Friday nights typically. Should try to swing by sometime. Everyone from the area come and it resonates lifetr	community, social and civic life
--------------------	--------------------
How has your week been going?	none
I had a lot going on this week. I attended a protest at the town hall yesterday.	community, social and civic life (participation in protest)
Oh really? What was the protest for?	community, social and civic life (inquiry about the protest)
It was an actively marching affair uniting people from different political groups for demo against supporting gunlessness. It transpire perfectly very soon on instant plays and attractive condition that conveyable on college life and warfare cycles with a kinstream posting of bipartisan accountability leading exchange.	none
That sounds like a great display of community support. How many people showed up?	community, social and civic life (inquiry about the number of participants)
of that fact unconstitutionally construct confliciting upoun congressional pland to prohibited those procurement...	none
I'm sorry, I don't quite follow. Can you expand on	communication (request for clarification)
--------------------	--------------------
How is your day going, may I know what are some interesting things that you did recently concerning community, social and civic life? 	community, social and civic life
Every week I attend the church service close to my home even if I sometimes experience slight difficulty while walking already.	mobility
That’s wonderful! Can I know when this service usually happens that you attend?	none
On Sundays morning.	community, social and civic life
Have you made some new friends All Age’s Sunday School of this service maybe?	interpersonal interactions and relationships
Yes, and, one young man helped me with my usual chores after church and travelled with me until I got home this Sunday.	community, social and civic life
That’s quite splendid! How kind of him to do That!.	interpersonal interactions and relationships
--------------------	--------------------
Hi, how have you been? Anything interesting happened today?	interpersonal interactions and relationships
Hi there. Yeah, actually, I saw a group of children in the park.	community, social and civic life
That sounds interesting. Did you interact with them?	interpersonal interactions and relationships
No, I didn't. I just watched them for a while.	none
How did it make you feel to see the children playing?	none
It was nice. It took me back to when I was that age and had so much energy.	none
Do you often visit the park?	community, social and civic life
Sometimes I do, to watch the different people who are visiting the park. 	community, social and civic life
That's a good way to see all kinds of visitors of your community, isn't it?	community, social and civic life
Yes Indeed.	none
--------------------	--------------------
How was your day, do you like getting out and doing things outside your house?	interpersonal interactions and relationships
Sure, I try to stay involved and keep active.	general tasks and demands
What did you put on your schedule today?	none
After breakfast today I went to the civic center and participated an SEO workshop hosted by Julie. She offered practices and SEO tunes topics relating to booster the leader-follower complicity.	learning and applying knowledge
Wow! Sounds like a cool workshop. Has it been recurring, or was it one off?	interpersonal interactions and relationships
This is my fourth workshop hosted by Julie. Two conducted last week landed real gains in our boot business including previous four tables opens to extra orders as time spins sparker amount successful reviews testimonies bran-build brick and open rating elevation. 	learning and applying knowledge
--------------------	--------------------
Hello! How are you feeling today?	communication
I'm doing well, thank you. It's quiet around here especially after my gardener leaves. He sure makes this place look nice.	domestic life areas
That's great to hear. Do you mind telling me how you usually spend your days?	general tasks and demands
Well, you know there's always something to do around here. Sometimes I go to the bingo games in the afternoon, but I prefer helping out during the volunteer club on Saturdays. The meeting usually starts at 10 and we finish by 12. Then, cafe hosts small snacks; then for the closing you can bring issuestopics of the events happened.	community, social and civic life
Interesting! How often do you attend those events?	community, social and civic life
--------------------	--------------------
How are you today?	communication
I am feeling great. I always wish to be outside immersed in some beautiful scenery, sounds or beauty. 	none
That is so great. Did you have your photography club meeting yesterday?	communication
Yes. Yes, I lived that it for everytime we are meeting and together advocating and acting on market trends. 	none
That's wonderful, the meeting having discuss?	communication
Primarily.. discussion focused on opening second where more people connecting actually helping preservation mine preserving.	learning and applying knowledge
That sounds interesting. To elaborate how do you feel about preserving the mine group?	communication
Definitely good enabling productive beauty advocate joy spring inside-out feel #weKSG 	none
Wow, so glad	none
--------------------	--------------------
Hi, how have you been feeling?	communication
Not bad, thanks! Little weak but that's normal at my age.	self-care
Yes, it is common. So, can you walk to the local market these days?	mobility
Unfortunately, no! I'm using a wheelchair these to move across the area. But it is usually possible by early noon by taking enough rest and preparing everything needed.	mobility
I see. Do you still participate in community political meetings regularly?	community, social and civic life
Actually low recently - But I like to watch the newspaper, TV on those events carefully so I can be informed when given a chance to vote in the corresponding events. Development in Freedom is at lift times .	learning and applying knowledge
Okay, would you will have some upcoming	none
--------------------	--------------------
How is your day going? 	none
P : Oh, not too bad, just trying to stay busy. 	general tasks and demands
That sounds like a plan. Are you finding ways to engage with the community despite Covid-19? 	community, social and civic life
Once in a while. I listen to religious sermons on my phone, which keep me positive : 	learning and applying knowledge
When do you normally have these on-line sermons? 	communication
I listen to them in the morning five days a week before noon-call prayer-time and before checking and replying to messages on our group chat. 	learning and applying knowledge
Connecting with your community? 	interpersonal interactions and relationships
People from outside the area I never instructed since youngsters utilize our WhatsApp organization of senior citizens who chill, usually chat and	community, social and civic life
--------------------	--------------------
Hi there, how have you been feeling lately?	communication
Oh, I've been feeling good. Just been trying to stay active in the community. 	community, social and civic life
That's great! What types of activities have you been participating in? 	community, social and civic life
Mostly attending social events at the senior center. They have regular bingo and card games, which I love. 	community, social and civic life
Sounds like fun! When do those usually take place? 	communication
They have bingo every Tuesday at 1pm and card games on Thursdays at 2pm. 	community, social and civic life
That's convenient timing. Do you have friends you meet up within this group? 	interpersonal interactions and relationships
Yes, I've made a few friends there that I enjoy playing with and always looking for	interpersonal interactions and relationships
--------------------	--------------------
Hi there, how have you been today?	interpersonal interactions and relationships
Not bad, thank you. Just a little bit tired. 	none
I see, were you doing anything during the day?	none
Nothing really festive, just daily tasks such as getting groceries and catching a bus home.	domestic life areas
Did anything interesting happen while shopping or on the bus ride?	none
Not really. On my way back home while I was on the bus, there was a guy apparently intoxicated and using a lot of bad language, twisting the atmosphere.	community, social and civic life
That mustnt mot be comfortable. How long was he on for? 	interpersonal interactions and relationships
Oharound twelve minutes shoulsu satisfy accurate lenght estimate He performed lived using dirty words causing unnecessary distraction.	communication
--------------------	--------------------
Hi. How are you doing today, P?	none
Oh, hello there, F. I'm doing alright.	interpersonal interactions and relationships
That’s great to hear. What have you been up to lately? 	interpersonal interactions and relationships
Well, not much. I often attend a weekly event at the community center nearby. It is a city council meeting where we talk about issues that affect our city.	community, social and civic life
That sounds interesting. When and how does the event usually occur? 	community, social and civic life
They host it every Thursday in the evening. It starts at six and finishes around nine at night. Anyone from our city can attend the meeting. It’s a place where we can voice our own opinions and thoughts to the council members.	community, social and civic life
That neighborhood event connects to	community, social and civic life
--------------------	--------------------
Hi, how are you doing today?	communication
My day was pretty good, thank you.	communication
That's great to hear. Have you been staying active in the community?	community, social and civic life
Yes, I try to. Today I actually went to a fitness class at the senior center. 	community, social and civic life
Oh, that sounds interesting. When is the fitness class held?	communication
Twice a week, on Tuesdays and Thursdays at 11am.	community, social and civic life
That's perfect. Is there regularly a decent amount of participants in the class?	community, social and civic life
Yes, there's usually about six to eight people each session.	community, social and civic life
Awesome. How has participating in the class enhanced your civic duties, mepte Me again moir function within the community	community, social and civic life
--------------------	--------------------
How has your day been, sir?	interpersonal interactions and relationships
Oh, nothing new, really. Just been spending most of the day here, in my room.	domestic life areas
Have you been visited by any friends or relatives recently?	interpersonal interactions and relationships
Actually, I received a visit from a neighbor last night. He came in and chatted for a while.	interpersonal interactions and relationships
That sounds nice. Did you two bring up some interesting conversations about community?	interpersonal interactions and relationships
Yes. we talked about an upcoming community social event, to celebrate the Fourth of July, actually.	community, social and civic life
That's great! Are you planning on attending that?	community, social and civic life
Sure, it should be fun! It has always been one of the highlights for our community during this season .	community, social and civic life
How do	none
--------------------	--------------------
How was your day today?	interpersonal interactions and relationships
Oh, it was okay, not too bad actually.	interpersonal interactions and relationships
Did you get lucky and get outside today and maybe take a little walk?	mobility
I did. I probably and took probably twice the usual distance and ventured past the end of my area whilst sticking highly visible paved segment hower the large wide alley behaves similar a trap.	mobility
How does that relate to your house area? Was it more towards the shopping centers or the community park?	domestic life areas
Just a marvel see nature, by combining fresh breezee liberty to branch structured away intended places like trafficky.	none
So, it's very calming to hear it, seeing less mental stress aimes contributing to your active movement?	general tasks and demands
--------------------	--------------------
How was your day, today?	none
It was good, thank you.	none
Anything interesting happen during the day?	none
Actually, I participated in a social event my local interfaith group hosted.	community, social and civic life
Oh, What kind of event?	none
It was a panel discussion about mental health and faith.	learning and applying knowledge
Sounds interesting. What topics did speakers focus on?	none
Coreocusie building discussion, breaking trusting outside one's belief system and finding acommunity on that ground easier, inspiring recoveries bypassing all vain authority.How living reflects that etc	communication
When and where did this happen?	none
It happened this morning at the community center.	community, social and civic life
It is enjoyable when fulfilling activities connecting organic ecological bonds get fulfilled	none
--------------------	--------------------
