utterances	labels
I heard people usually kick off their self-care by bathing every morning. Do you have any structured routine in that aspect?	self-care
Here, it comes the daily routine talk surprisingly. After I get up in the morning, taking off the nightwear and slippers would claim the start of dressing, then towards servicing the physical it usually includes splashing cold water on simulating activator points and washing teeth to wash down the afresh taste. bath is only taken on days when needs alignment'd through much heat exposition or work.	self-care
That's interesting to know. Apart from cleansing the body, do you also incorporate shaving within your	self-care
--------------------	--------------------
How are you feeling today, May?	communication
I'm feeling fine.	communication
Good to hear that. I know self-care is crucial for senior people, how do you take showers currently? Do you take shower every day?	self-care
I usually take a shower in the evening, it's safer because I won't catch a cold in the indoor environment when the weather gets colder and various virus coming to a lot areas been crowded.	self-care
That makes perfect sense. Do you take sponge baths in the morning instead of actively taking a shower?	self-care
Yes.	self-care
How about your shampoo my friend buteyko exercise techniques Youtube yoga Wim method? You haircut looking softer ever morning , Shall I assure if those related it give bonus	none
--------------------	--------------------
How have you been doing lately, dear? 	communication
Well, just passing my daily, normal routines which is equally worrysome, daily movement such as cleaning around takes up quite a body. 	domestic life areas, mobility
Do you have other activities you enjoy during your free time? 	communication
Oh yes! On standby my routines, five times for sure a in week round noon hours. I try getting fresh unserved water, simply soak hands watching calming treescape and smells... breath like sunshine repeats practically resemble soul fitness minutes collected.	learning and applying knowledge, self-care, mobility
That sounds really rejuvenating! It must help reset your energy for your daily routines.	communication
It has improved and does well absolutely... on rare cases bath timing scrap the warmth aura floating nearby in our house	domestic life areas, self-care
--------------------	--------------------
Hey, have you started on your healthcare regimen daily?	communication
Yeah! In the morning I start with brushing teeth and washing my face	self-care (domestic life area)
That perfects your routine to a tee! Don't forget to wash your hands for at least twenty seconds multiple times throughout the day too — that'll just keep you overall healthier internally, emotionally and not to mention everyone around you.	self-care (domestic life area)
Right! That's advice my therapist gave me to incorporate washing my hands multiple times.	learning and applying knowledge
Yeah, and starting the day with breakfast stays important as the body needs sparking intake for gruelling schedule ahead.	self-care (domestic life area)
The mandatory waking slot presents cozily so timely walk while inhaling peaceful canvas smoke sounds good ^_^ Kindness the tired bewilders	none
--------------------	--------------------
Hi there. How are you feeling today?	communication
I feel fine today.	communication
That's great. Can you tell me about your daily routine?	communication
Sure. When I wake up, I wash my face first.	self-care
That's good. When do you usually take a bath or shower?	self-care
I usually take a shower in the morning.	self-care
And how about washing your hair and drying your body?	self-care
I wash my hair every other day, and I dry my body with a towel after shower every time.	self-care
Sounds good. How about washing your hands and feet?	self-care
I usually wash my hands before I eat and after I use the restroom. And, I typically wash my feet during shower	self-care
--------------------	--------------------
Friend: Do you take shower every day? 	communication
Patient: Yes, I usually take shower in the morning. 	self-care
Friend: And how about washing your face and brushing your teeth? 	communication
Patient: I do both in the morning as well after I finish breakfast. 	self-care
Friend: That's good. Do you struggle to comb your hair after the shower? 	self-care
Patient: Not really, I use a gentle hair brush and I've learned the technique to brush without pulling hair. 	self-care, learning and applying knowledge
Friend: That's impressive. And how do you wash your feet? 	self-care
Patient: I try to wash them well while standing under the shower. Usually, I make sure to remove dirt from toes and clean between the toes as well. 	self-care
Friend: Do you face any difficulty	communication
--------------------	--------------------
How are you doing today?	communication
I'm doing pretty well, thank you for asking.	communication
Have you been taking care of yourself, lately?	self-care
Yes, I've been trying to maintain good health habits.	self-care
That's great. When do you usually take showers or baths?	self-care
Honestly, I usually shower in the mornings to start my day.	self-care
Sounds refreshing. How about washing your feet, when do you do that?	self-care
I typically wash them at the same time I shower, every day.	self-care
That's a great awareness of your personal cleanliness. how about washing your face?	self-care
I mainly do it that during wash my face while keeping them lights locked. Due to current global scenario	self-care
--------------------	--------------------
Hi there, how have you been feeling lately?	communication
Oh, just the usual aches and pains.	self-care
I understand. How do you normally go about taking care of yourself?	communication
Well, I try to maintain regular hygiene practices. Such as morning batork, aerobics early walk thrice a week,. 	self-care
That's good to hear! Can you tell me more about your bathing schedule? How often do you take a shower or bath each week?	self-care
Usually I bathe thrice a week. And, two days at aerobics I will wash my usually with soap Of course, If my sweat accumulate copiously throughout my expedition, no chance I skip morning bath	self-care
Okay	none
--------------------	--------------------
How's your day going so far?	communication
Not bad. Thank you.	communication
Have you taken a shower today?	self-care
Yes, this morning. Everyday at the same time actually. 	self-care
When do you usually take care of your feet?	self-care
I wash my feet just after taking shower every day, because it really helps cleaning.	self-care
Do you tend to wash your face at the same time or separately?	self-care
Oh, that's really important for me as well. I not only wash my face always in the morning separately but also in case we do it in open air location.	self-care
That sounds smart, and good for skin hygiene. How often do you wash your hair?	self-care
Twice a week	self-care
--------------------	--------------------
Hi there! I was wondering, how have you been taking care of yourself lately? 	communication
Well, I try to keep myself clean everyday. 	self-care
That's great to hear! When and how do you usually wash or bathe? 	communication
I tend to shower every other day in the morning. 	self-care
How about washing your hands, have you been keeping up frequently?	communication
Yes, daily, before I eat orand after visiting the washroom. 	self-care
That's a good habit! Do you take warm or hot or cold to balance with the season? 	self-care
 hot don't special filter is turned on because outside... is not too jaughty	none
--------------------	--------------------
Do you bath yourself everyday?	self-care
Yes, I always take a shower in the morning before getting dressed.	self-care
That's great to hear! What kind of soap do you use? 	self-care
A mild, moisturizing soap. My dry skin gets very itchy with regular soap, so I have to be careful.	self-care
That's understandable. Do you wash your face a lot? 	self-care
Two times a day usually, once in the morning and before bed at night. I don't like to feel dirty especially before sleeping.	self-care
That is good practice! Where do you brush your teeth?	self-care
I use my toothbrush while standing between the sink and mirror in the bathroom every morning and Night as well before	self-care
--------------------	--------------------
How was your day today?	communication
Not much exciting, just completed my self-care routine.	self-care
That sounds nice, when do you usually perform your self-care routine?	communication
Mostly in the morning after waking up, I do some exercises, followed by washing my face and hands, after that I brush my teeth.	self-care
That's a great morning routine! How about taking a shower?	communication
Oh, I take showers usually 3 or 4 times in a week.	self-care
Do you feel comfortable taking showers by yourself?	communication
Yes, of course, I have been performing my self-care quite well so I can confidently take a chance with it. 	self-care
Great, do you use prickly form or gel	none
--------------------	--------------------
How's your day going?	communication
Oh, I'm feeling quite tired today. I didn't sleep very well last night.	self-care
I see. Do you have any routine self-care events?	communication
Yes. I like to take a shower every morning.	self-care
Oh okay. How long does it usually take you to shower?	self-care
Usually around 10 minutes or so.	self-care
That's good. And how about washing your hands?	self-care
Well, I typically wash my hands after using the restroom and before eating any meals.	self-care
Makes sense. Do you also wash your feet regularly?	self-care
Most of the time, but I prefer to keep them covered and usually only wear socks and shoes outside my home.	self-care
--------------------	--------------------
So how have you been taking care of yourself lately?	self-care
Oh, I've been okay. I try to bathe at least every other day so I stay clean and don't stink.	self-care
That's great. Do you use a shower or bath?	self-care
I prefer to take a bath but honestly, I get a little nervous bending and sitting so much. It worries me that my leg strength might give out or I might slip on getting out of the tub.	self-care, mobility
Yes, I can see how that could be a worry. What about washing your face, hands and hair? Is there a time of day or how accommodating have you made these events while keeping have adequate and comfortable routines for taking care of these	self-care
--------------------	--------------------
Hey, how are you doing today?	communication
Not too bad, thanks for asking.	communication
That's great. Have you been taking care of yourself recently?	self-care
Yeah, I've been washing myself daily. 	self-care
How do you take a shower? Are you using a bath bubble?	self-care
No, I try not to use bath bubbles because they usually irritating my skin.	self-care
How are you drying ppat yourself off? Towel? Air-dry or hair-dryer?	self-care
I get A towl and dry off after washing my hair.	self-care
Sounds like it must be more comfortable to have a nice warm shower in this gray weather?	none
My arm always hurt while it might become rains day.	none
--------------------	--------------------
How has your daily routine been lately? 	none
Not bad. I just hate the daily shower and skincare. It's getting tedious. 	self-care
When do typically you shower and do your skincare? 	none
I try to bed around 10 at night and 1 recipe is to day every morning, if I have the energy throughout the week. 	self-care
Do you do any adaptations in the shower? Do you have any special tools or assistance doing it? 	self-care
Sometimes I need to prioritize what I've learned through evaluations I had. Prior curating what parts will be washed first. Cutting tips help; for calling, typing. especially having my scarf end cleaned also. 	self-care, learning and applying knowledge, general tasks and demands
How about brushing teeth? 	self-care
--------------------	--------------------
Do you have any self-care events that you start with every morning?	self-care
Yes, I always brush my teeth first before breakfast.	self-care
How did you develop such a good habit for dental care?	learning and applying knowledge
Oh, I learned long ago from the importance of naturally beautiful and proper dental care. Preventing premature yellow and cavited teeth or offending why folk people reject approaching you are the dons I earnestly strives very possibly to circumvent.	learning and applying knowledge
Aw, you wise thing. So After breakfast, do you bathe in, put topical moisture on your unpleasant or agonizing parch area concerning the corpus emanating disgusting odor because of fungus thrasper in doubt might occur within your members or private areas?	self-care
Certainly I practice	self-care
--------------------	--------------------
How was your day today?	communication
It was fine.	none
Did you do anything for yourself today?	none
Yes, I did my skincare routine this morning.	self-care
That's very important for keeping your skin healthy. When do you usually do this routine?	learning and applying knowledge
I normally do it in the morning after I shower.	self-care
That's a great habit. Did you do any other self-care activities today?	none
Yes, I trimmed my fingernails a little bit to make them neat.	self-care
Good for you! When do you normally do that?	learning and applying knowledge
I do that when I notice they start getting a little too long.	self-care
It’s nice to be meticulous in regards to maintenance of your own overall	none
--------------------	--------------------
How was your day, how are you feeling today?	communication
Not too bad for an old person. I did some skincare this morning.	self-care
Oh nice, how often do you usually do it at home?	communication
Suppose to be everyday morning and night.	self-care
What usually is your bedtime routine then?	self-care
Before bedtime, nicely long shower to pamper then convert PDF B to D using https:es.altoconvertpdftojpg.com then to determine a sleep we’ll adjust by eating which i Learn after attending future As farmer conference trainingy seminar.	learning and applying knowledge, general tasks and demands, self-care
Impressive! So have you also been taking care of your oral health?	self-care
Yes, I did brush this morning. I make	self-care
--------------------	--------------------
So, tell me, what do you usually do during the day? 	none
Well, I wake up in the morning and have breakfast.	self-care
Do you do any self-care events in the morning?	self-care
 P: Yes, I brush my teeth and have a shower.	self-care
That's great. Welcome, self-care events are very important. When was your last foot and nail care?	self-care
I cut my nails last week?	self-care
How do you take care of your skin?	self-care
I usually just use a moisturizer right before I go to bed.	self-care
That's fine, as long as you have a good skincare routine. How about genital care?	self-care
Oh, it's very important. I take care	self-care
--------------------	--------------------
How have you been doing lately?	communication
I struggle with everyday activities alone sometimes.	general tasks and demands
Do you mind sharing some examples?	communication
Getting dressed has been tough. Especially in putting on socks.	self-care
When do you put on your socks usually?	communication
In the morning, before heading out.	self-care
Is there anything that makes putting on your socks harder?	communication
Yeah, pulling them up over my toes is the hard part.	self-care
Maybe you could try getting socks with different materials that might make it easier for you?	learning and applying knowledge
Or it's possible that shorter socks could help too.	learning and applying knowledge
How about skincare? How do you perform skincare every day? 	self-care
The cream for bed nose sprays every other skin	none
--------------------	--------------------
Hey! How have you been feeling nowadays? 	communication
Good morning dear. I've been doing quite well but struggling with certain matters. Honestly, embracing self-care is becoming challenging as getting previous due hygiene and grooming knows no bounds!	self-care
Right! However, which aspect of self-care has been giving you hard times lately? 	communication
Ah beloved, let me think! Most recently brushing has caused frictions to me. I waste a lot of time figuring the act out & wondering accidents while mint within brushes' co-mobile with time...	self-care
Oh okay, have you thought any resolution regarding this matter that you justify alignment of binding habits issues together thus leave brushing doubts? 	communication
Hmm,	none
--------------------	--------------------
Hey! How are you feeling today?	communication
I'm feeling fine.	communication
Today is Self-care Awareness Day. Do you have any routines that you follow for your self-care?	self-care
Yes, every day I try to tidy up everything before my afternoon nap.	self-care
Interesting. Do you also take small steps such as taking care of your skin or nails?	self-care
Yeah, for my formal occasions, I take care of my hand and toe nails every week and apply hand or foot cream. As of washing and being cleaned. because of joint pains giving time in wash places and interior many kinds shampoo concerns is dracy 	self-care, mobility
I can understand that. If I like .These routines keep your health factors stronger helping yourself.What	communication
--------------------	--------------------
So how have you been doing lately?	communication
Not too well, really. I find self-care procedures to be a bit challenging.	self-care
Could you give me some examples?	communication
Sure thing. One issue relates to brushing my teeth. It happens around nighttime mostly.	self-care
And how does this process present a challenge?	communication
For balancing problems, I often slip  conk myself.	self-care
Have you recently considered toothbrushes regarding design with better grips? 	communication
No, I wasn't considering that. Is there something you've had experience with?	communication
Yes, my friend with arthritis often uses easy-grip toothbrushes.	communication
Do 'easy-grip' toothbrushes come with an	none
--------------------	--------------------
What´s your daily routine like, these days?	major life areas
Well, I usually get up early. First, I go the bathroom 	self-care
and brush my teeth at around 6 am. 	self-care
Do you also use mouthwash? 	self-care
Yes, I do. And sometimes, I switch my toothbrush. But mostly, I rinse twice with a small flush.	self-care
Neat. How often do you take showers every week?	self-care
Maybe every other day?.Comb the hair last thing before taking bath and in the morning put on fresh tap mop air	self-care
Do you cut your nails yourself or have them done externally? 	self-care
I have some handrails for help, so yes I usually file them down	mobility
--------------------	--------------------
How was your day today?	communication
It was tiring, as usual.	none
Did you allocate some time for yourself today?	none
Yes, I usually do my skincare routine in the morning after waking up.	self-care
How do you go about conducting your routine?	communication
First, I wash my face with water, then apply face wash and vitamin C serum, then sunscreen in the end while heading out for errands. 	self-care
That sounds good! What about dental care?	communication
I usually brush twice, once on waking up and the other while I gonna sleep at night. However, due to mouth dryness problems cuz of prescribed medications I use supportive medicine related oral care like enzyme-containing salvary	self-care
--------------------	--------------------
Hi there! How have you been, do you want to chat today? Any news to share?	communication
I'm alive, and feeling calm today.	none
That's great to hear! Well, I was just thinking about how important it is to take care of our own health.	learning and applying knowledge
Yes indeed, It's important and should be done regularly. Practicing good hygiene daily helps to prevent illness and maintain physical well-being along with self-confidence.	learning and applying knowledge
F Exactly! lately I've been working on creating a more comprehensive self-care routine. Which formulas or methods do you support or go for?	learning and applying knowledge
 Well as elderly health issues have increased whenever we get any, like happen to shot term memories, hard in	none
--------------------	--------------------
How are you feeling today, Jane?	communication
Moderate, thanks for asking. 	communication
Have you had breakfast yet?	self-care
No, not yet. 	self-care
When do you usually start eating breakfast?	communication
Typically right after I wash my face tone, moisturize, and brush my teeth at around 7:30am twice during my body care.	self-care
How often do you shower?	self-care
Once a day at 9 pm. If for longer 	self-care
hours target twice Daily, averagely it takes Five minutes to get dry.	self-care
How about your nails? When do you usually cut them?	self-care
Once bi-weekly folded Weekly, after that brushing teeth continued over my course of genital physical	none
--------------------	--------------------
Hello there! How're you doing?	communication
I'm doing ok, thanks for asking.	communication
Would you like to share a bit about how you're taking care of yourself these days?	self-care
Sure. I always start my morning by washing my face and brushing my teeth.	self-care
Sounds good. When do you do these things? Have you noticed any benefits from the regimen?	self-care
I do it every day after I wake up, and at night before I go to bed. Scrubbing my face thoroughly with soap and using my face cream twice per day really helps soften the dry patches on my skin. Brushing my teeth in a ritual relief tension of my gums, makes my breathe more refreshed and keep building routine-based	self-care
--------------------	--------------------
Hey you, how are you feeling today? 	communication
I'm good, thank you. 	communication
That's great to hear! Hey by the way, I'm curious, when do you do your skincare routine? 	self-care
Hmm, well I do it every morning after I get up and pace around for a while. 	self-care, mobility
That's good to hear, do you have some special products or rituals that you follow? 	communication
Nothing too fancy, just soap and lotion. Honestly, I just try to keep things simple at my age which my skin appreciates. 	self-care
Gotta respect simplicity, but may I ask when you normally brush your teeth each day? 	communication
Every time, I want to	self-care
--------------------	--------------------
