utterances	labels
--------------------	--------------------
How are you feeling today?	communication
I am doing good, thank you. 	communication
Great! So did you have any social interactions recently?	interpersonal interactions and relationships
Not really, but I did something recently that I'm proud of! 	none
Really? What's that? 	communication
Well, my neighbor, who rarely speaks to me acknowledged me with a smile, and I greeted her back. Normally, she stares at everyone and just walk pass by my porch.	interpersonal interactions and relationships
That's really nice!	interpersonal interactions and relationships
It felt really respectful, right?	none
Absolutely! When did this happen?	none
Yesterday around seven in the morning as I step out my porch to water the plants.	none
Oh wow, that's really odd timing	none
--------------------	--------------------
Good evening, how did you spend your day?	none
Oh, pretty good. I received visitors this morning.	major life areas
That's great! Who were your visitors?	interpersonal interactions and relationships
My neighbor my across the cul-de-sac and her kids. They wanted to visit the new flowers that I had planted.	major life areas
When they visited you in the home, how did you welcome them?	communication
I opened the door, and I invited them in with a smile. offered then snacks and something to drink. 	interpersonal interactions and relationships, domestic life areas
Did they like the snack and drink you offered?	interpersonal interactions and relationships
Yes. Her daughter was caught Looking Wide eyes to what I put May Be it's strange at seventh thats' food, but nothing spined Harm	none
--------------------	--------------------
How was your day today?	communication
It was a little busy, actually.	general tasks and demands
Oh no, what kept you so busy?	communication
Well, I needed to stop by the pharmacy to pick up my medication. But on the way there, I ended up having to ask a stranger for directions.	mobility, communication
Did you have any trouble asking for directions?	communication
A little bit, I couldn't remember the name of the road I was looking for.	communication
Oh, that must have been tough; but were you able to find your way to the pharmacy alright still?	communication
Yes, the person was very patient with me and gave me a helpful explanation.	communication
That's great. How about later in the day, did	none
--------------------	--------------------
Can you tell me about something that happened today regarding your interpersonal interactions and relationships?	interpersonal interactions and relationships
Yeah, after I woke up, I chatted with my neighbor. 	interpersonal interactions and relationships
Tell me more about that. How did the conversation start? 	interpersonal interactions and relationships
I saw her cutting the grass in her front yard when I was leaving my house. I smiled and said good morning. Then, I asked her about her health because I noticed she recently where in the hospital.	interpersonal interactions and relationships
That's very thoughtful of you. How did she respond?	interpersonal interactions and relationships
She told me that it was serious, complication after surgery, and she appreciated me asking. I remember her mentioned that she was house-bound lately and missed attending church.	interpersonal interactions and relationships
And how did you	none
--------------------	--------------------
What did you do today?	none
I talked with my neighbor this morning.	interpersonal interactions and relationships
Oh, nice. How did the conversation go?	interpersonal interactions and relationships
It went okay, I just asked how they were doing and we talked about the weather for a bit.	interpersonal interactions and relationships
That sounds wonderful. Did anything else happen in your interaction with them?	interpersonal interactions and relationships
Well, they seemed a bit flustered and didn't really make eye contact with me when we talked.	interpersonal interactions and relationships
Hmm, that's interesting. Have you noticed anything like that before in your interactions with them?	interpersonal interactions and relationships
Yes, actually now that you mention it, they've always been a bit distant with me, even though we've been neighbors for a few years now.	interpersonal interactions and relationships
--------------------	--------------------
That's a nice jacket you're wearing today, where did you get it? 	communication
My niece got it for me on my birthday last month. 	interpersonal interactions and relationships
That was thoughtful of her. Have you talked to any of your other family members recently?	interpersonal interactions and relationships
Yes, my son called me yesterday. We had a long chat about his work and his kids.	communication
That must've been nice. What about your neighbors? Have you had any conversations with them recently? 	interpersonal interactions and relationships
Actually, yes. My neighbor invited me over for a cup of tea yesterday and we had a pleasant time swapping stories. 	interpersonal interactions and relationships
That's great to hear. What about your interactions with professionals, like doctors and nurses? Have you had any	communication
--------------------	--------------------
Hi there, how was your day?	communication
Decent outing, I had chores today.	domestic life areas
What kind of chores kept your schedule jam-packed?	domestic life areas
I went to med clinic early morning and then grocery shopping rest of the day.	mobility
Was your grocery-shopping done properly?	communication
I didn't face any problems chatting with the cashier at all. And I managed customer queues well.	communication, general tasks and demands
It's great to hear you got your groceries brimming secure while managing rushes! Keep your positivity showered and talk to those who no longer harm or disrespect anyone B-.	interpersonal interactions and relationships
Yes, treating others right influences people to think done like mirror-effect that ebboost their low times jointly lifting our lifespan spirits。	none
--------------------	--------------------
Hi there! How are you today? 	communication
Oh hello. I have just been trying to tidy up my house after it was ransacked last night. 	domestic life areas
Ransacked? How did that happen? 	communication
Someone broke into my glass back door in the job in and from the looks of it came straight up to my small safe unlock contraption and ransacked it. 	domestic life areas
I'm so sorry that happened! Who did you call for help? 	communication
It took me awhile to brave calling for medical intervention, so I finally got the guild legal head in charge named *his name*''' to here me. It seemed easier that way, dear :'. 	communication
It's okay	none
--------------------	--------------------
How have you been, lately?	none
To be honest, it's not been easy to manage things on my own.	general tasks and demands
What happened?	none
Every time I try to go outside and take a walk, I become overwhelmed keeping track of everything going on around me and sometimes unclear about which way turn and look confused infront of the strangers.	mobility
Is there any specific event?	none
A few days ago, I needed to shop for griving parents present but lost and unable remembering which gift my parents hide to avoid spend too much in these live case. 	domestic life areas
That sounds difficult. Do you have some specific grounds causing these?	none
I visited doctor since event began occurring from a few months now.	none
--------------------	--------------------
Hey, how's everything today?	communication
Oh, I've had a busy week. Let me tell you about yesterday.	general tasks and demands
Sure, what happened?	communication
I went to the grocery store, and I asked an employee where to find sweet potatoes.	general tasks and demands
That sounds simple. Did you have any trouble asking for help?	communication
No, I didn't have any problem. The employee easily helped me find it.	general tasks and demands
That's great to hear. Well done!	communication
Also, while I was standing in the checkout line, I overheard someone behind me talking about a recipe I love making.	interpersonal interactions and relationships
Really? What did you do after that?	communication
I turned around and commented asking if he enjoys that recipe	interpersonal interactions and relationships
--------------------	--------------------
So, how's your day going, sir?	communication
It's going fine. Except for one minor issue earlier.	none
Oh really, what happened?	communication
I attempted to strike a casual conversation with my neighbor today and ended it awkwardly. 	interpersonal interactions and relationships
I'm sorry to hear that, what happened exactly?	communication
Yah, well I asked him if he had received the package I brought him due to not seeing him since then- he told me yes, with a curt tone and started to turn away towards his doorstep implying unwillingness to speak with me any longer.	interpersonal interactions and relationships
That's unfortunate. Was he busy doing something at that time when you made conversation?	communication
No, not really... that's another	none
--------------------	--------------------
How did your day go, have you interacted with anyone interesting today?	communication
Oh, yes! This morning, while I was waiting for the bus, a kind young woman struck up a conversation with me and showed me how to use the bus schedule.	communication, learning and applying knowledge, mobility
That's great! were you able to go to your destination smoothly.	communication
Yes for the most part. The driver mistook my request for a corner intersection, and I ended up getting lost for a few minutes.	communication, mobility
But, was this the first time taking the bus route on your own?	communication, learning and applying knowledge
No, it's my fourth time using the route in 3 weeks, I normally have encounters similar to this.	communication, learning and applying knowledge
OKaying then, how about	none
--------------------	--------------------
How was your day today, did anything interesting happen? 	communication
Oh yes, I attended a community meeting earlier this afternoon. 	community, social and civic life
That sounds interesting, what did you talk about at the meeting? 	communication
We were discussing the reconstruction of the city playground, several visitors had approached us regarding providing funds for more blocks for the childen to play with at recess.	community, social and civic life
That sounds productive. Were they strangers who approached you? 	communication
Some were certainly recurrent paticipents. Most we’re regular begadian people attended. Used it as a platform to talk, really. 	community, social and civic life
That's pretty good community involvement from you. Must have been a full room of people? 	community, social and civic life
It was! I	none
--------------------	--------------------
Hi there! how life's been since last time we talked?	communication
Well, you know, as you get old everything slows down, and sometimes communication hasn't where I want it manages, but,hey, no worries, let me tell you about a recent event	general tasks and demands
Sure! Tell me more when did the event take place?	communication
It was like 2 weeks ago, Just visiting my neighbor to borrow some tools for Weeding my front Lawn.	domestic life areas
 What did he say? 	communication
Very Welcoming lady as always open-ended scenario: she asked for what looked valuable sort of starting price for good interaction yeah from other's party - but this turned comforting small-Talk between	communication
--------------------	--------------------
Is there something that happened today, that you want to talk about?	communication
Yes, I met my friend at the park today. 	interpersonal interactions and relationships
That sounds nice. How is your relationship with your friend?	interpersonal interactions and relationships
We’ve been friends for years now if I remember well, we met at a hobby group and realized we have similar interests.	interpersonal interactions and relationships
What did you both do? 	none
She brought her pictures that she has taken recently and used newly acquired lesson, against critcisms.I looked whole folders and enjoy it. Later we both chatted.	learning and applying knowledge, communication
What side of typically experiences caused a happy time them for you-two?	none
I think ? It's usually a shared friend group involved repeatedly talk	none
--------------------	--------------------
Hi there. How are you feeling today?	communication
I am doing fine, thank you. My neighbors invited me to a party next week, so I'm looking forward to that.	interpersonal interactions and relationships
That sounds like fun. How did they invite you to the party? 	communication
They came over to my house and asked me in person if I wanted to come.	interpersonal interactions and relationships
That's nice of them. How did the conversation go? Were you able to communicate effectively with them?	communication
Oh yes, we talked about lots of things. We talked about the party, the food they're going to have, and the neighbors we both know.	communication
That's great. So you felt comfortable and confident during the conversation? 	interpersonal interactions and relationships
--------------------	--------------------
How was your day today?	communication
Oh, it was pretty typical.	none
Can you tell me what you did today?	communication
Well, Sally came and visited me this morning. She always likes to hear about my grandchildren.	interpersonal interactions and relationships
That sounds nice. Did you tell her what they've been up to?	communication
Yes, I did. They're growing up so fast.	communication
Do you often invite visitors here?	interpersonal interactions and relationships
Yes, I love having people visit. It helps me stay connected with what's going on outside these walls.	interpersonal interactions and relationships
I bet it does. Do you ever get lonely in here?	interpersonal interactions and relationships
Sometimes, but I try to keep busy with volunteer work and playing games with the other residents.	community, social and civic life
--------------------	--------------------
How is everything going these days?	none
Not too bad, maybe a little lonely.	interpersonal interactions and relationships
What's been causing that?	interpersonal interactions and relationships
Both couple friends had exciting trips planned but I didn't get an invite to either. 	interpersonal interactions and relationships
That does sound difficult. How do those instances make you feel?	interpersonal interactions and relationships
I kinda felt left out, like they enjoy each other's company more? 	interpersonal interactions and relationships
Is this kind of thing usual or remarkable?	interpersonal interactions and relationships
No, come to think of it I'm usually included, it made me feel deflated.	interpersonal interactions and relationships
How do you typically cope with these kinds of situations?	none
Usually, jumping over it or distracting myself from thinking about it, a little bit of more procrastination thought.	none
--------------------	--------------------
So, how was your day today?	communication
It has been quite nice, do you want to dictate me certain happenings such as why now and reasons for expression based one?'	learning and applying knowledge
Sure, how did you get along with your friends?	communication
Oh, I just came back from meeting them at the local senior center. We talked about our life's experiences and shared stories!	interpersonal interactions and relationships
Sounds great, did you meet any new friends?	interpersonal interactions and relationships
Actually, I did, I met one elderly woman who moved to the area around the same time as me so it was nice to see if we were close by!	interpersonal interactions and relationships
F. That is fantastic to hear, how about your communication then?	communication
I asked questions about experience those last	learning and applying knowledge
--------------------	--------------------
So, did you do anything fun or new yesterday?	none
Actually, I wanted to watch this movie last night, but the seller denied the sale at the counter since I didn't remember my payment card details.	general tasks and demands
Oh, I'm sorry to hear that! Did you end up resolving the issue and seeing the movie?	communication
Thankfully, my granddaughter introduced online payment via phone apps, so I found the seller online and used the pint payments app to see it.	learning and applying knowledge
That's great that you found a solution. I'll keep taking advantange of your granddaughter' help! How did you like the movie? 	communication
To be handsome, the plot was good, but damn noisy around halfway as several teagers behind,	none
--------------------	--------------------
Good morning! How was your day yesterday, did anything happen?	communication
Well, yes, I had an encounter with Mrs. Johnson at the grocery store.	interpersonal interactions and relationships
Ok, tell me more about that interaction.	communication
I think it didn't go well. I wasn't quite sure how to start the conversation, and I probably came across as excessively serious.	interpersonal interactions and relationships
Understandable. When did you mention the items you were purchasing to Mrs. Johnson?	communication
To be exact? I actually eliminated them after Mrs. Johnson picked up a dozen bagels.	domestic life areas
That is occasion for a scheme opener! Keep any enquiries like how many people the bagels will feed or the requested zip concentrate amount. Did you give a polite exc	communication
--------------------	--------------------
How have things been lately, how was your day yours today?	communication
It was an okay day today. But has not been that great most of the week.	major life areas
Oh no, what happened? Is there anything that's got you troubled at the moment?	communication
Well, not really anything troubling but my children haven't been picking up my calls much in the past week.	interpersonal interactions and relationships
That is worrying! What type of calls? Are you okay? Did they reply afterwards?	communication
Channeling feelings emotions towards positive responses will always herald the smooth communication methods between dynamic heterogeneous flow problems inter and intrapersonaly without mixing consequensies. Am pretty sure.	none
F : I am not exaggerating when l tell you that not	none
--------------------	--------------------
How was your day today?	communication
It was fine, nothing much happened	none
Really? Did you talk to anybody today?	communication
Yes, actually I did. I ran into my neighbor this morning.	interpersonal interactions and relationships
Oh, that's nice! Did you exchange any words with them?	communication
Yes, we talked for a little bit. We mostly just discussed the weather!	interpersonal interactions and relationships
Ah, that's always a good topic. Did you engage in any other interactions throughout the day?	communication
Well, I did make a quick stop at the store. I had to ask the cashier for some help finding a particular item I couldn't locate on my own.	communication
Good for you	none
--------------------	--------------------
How has your day been going so far?	communication
Pretty good, thanks for asking. Did something doozy happen last week that messed up a companionship. 	interpersonal interactions and relationships
What happened? 	communication
Well my neighbor and I usually exchange pleasantries and yesterday, they didn't even acknowledge me when we crossed like no one recent observed me crossing moreover they did not show impressed meeting with me. 	interpersonal interactions and relationships
Definitely a weird experience. Maybe your neighbor was just having a bad day? 	interpersonal interactions and relationships
I thought to let go of it at that point however the way of respite gave compleing doubts as met sometimes after hope of neighbors raising hands with greeting but on and similarly happening pulled the trigger horn of major benldowns.	none
--------------------	--------------------
How was your day today?	communication
It wasn't bad, thank you for asking. 	communication
Was there anything particular that happened?	communication
I had to take a trip to the grocery store. 	domestic life areas
Was it busy there? 	communication
Oh yes, I dread going on busy days. 	communication
Was anyone helpful or kind to you during your trip?	communication
I suppose the cashier was polite and helped bag my groceries, but I ended up throwing fruits into the backyard of their form of laziness.	domestic life areas
Why did you do that?	communication
They won’t be watched over all!	none
Polynomial cut up sentence, coalesced by nltk 'treeent'	none
--------------------	--------------------
