utterances	labels
That's great. How did you participate?	none
We played cards together. There were around six of us.	community, social and civic life
That sounds like fun. Was it easy for you to communicate with everyone?	communication
Yes, I could understand most of what they said today.	communication
That's wonderful news. Did they enjoy playing games with you?	interpersonal interactions and relationships
Yes, they did. 	interpersonal interactions and relationships
I'm so happy to hear this. Do you usually have someone helping you during these activities?	none
Yes, sometimes an assistant does step in	community, social and civic life
--------------------	--------------------
Hi there, how are you feeling today?	communication
Not too bad, just a bit tired.	none
I understand. Can I ask you something about your daily life?	none
Of course, go ahead.	none
Can you tell me about a communication event that happens to you regularly?	communication
Well, sometimes while watching TV, I struggle to understand what the actors are saying.	communication
Oh, I see. Any particular type of show or certain times when you have more trouble?	communication
Yes, mostly when I watch dramas and they speak in a soft tone or mumble.	communication
And how do you deal with this when it happens?	communication
I try to guess what they are saying from the facial expressions and the	none
--------------------	--------------------
So, how was your day going?	interpersonal interactions and relationships
Today was better than yesterday. In the morning a delivery boy came to bring my food supplies.	domestic life areas
Did you get a chance to communicate with the delivery boy?	communication
Yes, I did. I used pen and paper to write I was pleased to see him, especially amid the stay-home restrictions due to the pandemic.	communication
How was the boy’s reaction?	communication
He smiled and replied wisely in text message buying from my least preferred brand due to stock problem.. It went well at compensating store credit or asking alternative functions besides heating them into a pot or brown. I appreciated and identified the situations.	none
So, did you have anything thrilling after ambulatory shoppping?	none
--------------------	--------------------
Have you been enjoying reading any good books lately?	learning and applying knowledge
Well, I can't see as well as I used to, but I listen to audiobooks when I can.	self-care
That's great, when do you usually listen to them?	communication
I like to have them on in the background while I'm doing household chores or when I go for a walk in the park.	domestic life areas
Good idea! How do you find new books to listen to?	learning and applying knowledge
My son-in-law sometimes makes recommendations, or the library has a good selection online.	community, social and civic life
That's really helpful. Have you noticed any changes in how you process or comprehend the audiobooks compared to reading printed materials?	learning and applying knowledge
It's different I suppose,	none
--------------------	--------------------
Good afternoon! How was your day?	interpersonal interactions and relationships
Oh, hello there. It was uneventful.	interpersonal interactions and relationships
I see. Do you have suggestions how we should talk today? What event do should we focus on?	interpersonal interactions and relationships
Maybe you can ask me about intepersonal communication?	interpersonal interactions and relationships
Interesting. Alright. Is there any detail about interpalerson shopping comms about you thinking lately?	interpersonal interactions and relationships
Hmm.. Oh, that reminds me. Just this afternoon i thought was great one of doctors' facial conveyed stances. Very straight forward confirmation politely my sentiment prompting convenient arrangement gave me personally multiple talking points. It functional yet very equally observably transactional which speak as professional circumstances.	communication
Got it. Can you remember the	none
--------------------	--------------------
Can you tell me more about any communication events that happen in your daily life?	communication
I usually talk to my in-home caretaker in the morning after waking up.	interpersonal interactions and relationships
How do you communicate with himher?	communication
I can speak, but sometimes they repeat things because my hearing is not that good.	communication
Do you communicate in any other ways?	communication
Yes, I use a notebook to write down sentences sometimes to make sure we understand each other.	communication
How about during meals, is communicating a challenge for you then too?	communication
Yes, it is sometimes. If there is a lot of noise or too many people, I can’t really hear.	communication
How do you usually let them know that it's	communication
--------------------	--------------------
Did anything interesting happen to you today, Peter?	interpersonal interactions and relationships
Yes, I received a letter in the mail.	communication
A letter from someone you know?	interpersonal interactions and relationships
Yes, it was from my granddaughter.	interpersonal interactions and relationships
That's great! Did you have any difficulty reading the letter?	communication
No, I can still read without glasses, although sometimes I have trouble seeing small print.	self-care
And did you write back to your granddaughter?	communication
Yes, I dictated a letter for my caregiver to write down and send for me.	communication
That's a great way to communicate. Do you often use dictation?	communication
Well, sometimes it's difficult for me to write because of my arthritis.	self-care
I understand that can be challenging	none
--------------------	--------------------
How was your day today?	communication
It was good, thank you for asking.	none
Is there anything interesting or challenging that happened today when talking to someone?	communication
Yes, I talked to my grandson on the phone. It's was really challenging, I always struggle with understanding him.	communication
Did something specific happen? Was it because of grammar, language, speed or accent?	communication
It was mostly the speed of his talking and also some words that he pronounced differently than what I'm used to.	communication
What did you do to communicate better with him?	communication
I asked him to speak slower, and I tried to piece together what he was saying by using the context of the conversation.	communication
Did he infer during	none
--------------------	--------------------
Good morning! I am glad to see you today! How are you feeling this morning?	interpersonal interactions and relationships
I'm feeling okay. Trying to find ways to occupy myself during the lockdown has been pretty tough.	major life areas
Hmm. What do you often do throughout the day to keep occupied?	general tasks and demands
Well, I spend a lot of time caring for my plants and doing a bit of cooking - I still measure my ingredients with great care. 	domestic life areas
That sounds fun! How often do you interact with people through any modes?	interpersonal interactions and relationships
During the lockdown it has evidently grown little but I am doing a meetup virtually every Friday with my nephew and nieces grandfriends and children. 	community, social and civic life
I misbelief how fabulous it is interacting from the supportss	none
--------------------	--------------------
What do you usually do in the morning?	major life areas
I usually read the newspaper during breakfast.	learning and applying knowledge
That sounds nice. Do you have trouble understanding the news?	communication
Not really, I have my hearing aids on and the font size isn't too small for me to read.	communication
That's great. How about watching TV? Do you watch any shows?	major life areas
I do enjoy watching Netflix on my iPad since I can make the subtitles larger. 	learning and applying knowledge
That's a good idea. How about conversing with your family and friends? Any difficulties there?	communication
Sometimes I have difficulty hearing them if they don't speak loud enough or clearly but I try to let them know to communicate clearly and it helps a lot.	communication
--------------------	--------------------
Hi there! How was your day?	communication
It was fine. I did what usual. Reading at home and went to market in the evening.	domestic life areas
Sounds nice. Did you have any communication events today?	communication
Yes, I tried to call my old friend on the phone.	communication
That sounds like a communication event. How did it go?	communication
The conversation did not go on well since I didn't use my hearing aids, I forgot.	communication
Is there anything to improve in your communication?	communication
 Yes, I should acknowledge wearing the hearing equipment all the times to remember communicating better.	communication
That's great to hear that recognition would have helpedt.	communication
--------------------	--------------------
Hi, how have you been doing, lately?	interpersonal interactions and relationships
Oh, as normal as it can be; you know that staying at home without anything much presents many challenges to me.	general tasks and demands
Sure, I can't imagine the flood of emotions that single experience must be. How about interpreting your messages? Is there anything such as half-gestures you would like talking about, lines you keep rehearsing over and over again simply to fit in it the language patterns rely on. 	communication
Actually, one major speaking practice has become exchange of text-messages on my blog much giving with others, really. Pragmatics such as cordial level, standing permissions to virtual spaces became prominent issues relevant to chat subjects based among users generating entire trace	communication
--------------------	--------------------
How was your day today?	communication
Oh it was fine, nothing out of the ordinary really.	none
Did you have any good conversations with anyone?	communication
Yes, I made a phone call to my sister today. We talked about what is happening with our families.	communication
How did you communicate with her on the phone? Was it hard to understand her?	communication
No, the phone connection was clear and she spoke slowly and clearly.I am preparing myself to cover all meeting this month.	learning and applying knowledge
That’s great to hear. Any other events where you needed to use communication?	none
I went to the grocery store this morning. The cashier gave me some trouble because I couldn't hear her question right away. She spoke really	communication
--------------------	--------------------
How are you feeling today?	communication
I'm feeling okay. Not the best but not the worse.	communication
That's good to hear. Can you tell me about a recent communication event that happened to you?	communication
Yes, yesterday I wanted to ask the neighbor about their garden so I went over to talk with them. 	communication
Great, and how did that conversation start? Did you say hi first? 	communication
Yes, I waved my hand when I saw them and I said Hi! from afar. Then I proceeded asked them a question of if they have some specific flower in their beautiful garden.	communication
That sounds really good! Please think about recent sending-events-too--did you use telephone or computer to talk	communication
--------------------	--------------------
What did you do yesterday, P?	major life areas
I talked with my granddaughter on the phone.	interpersonal interactions and relationships
When did you talk with her and was everything okay with your phone?	communication
We talked in the afternoon and had a pleasant conversation. But I sometimes had to ask her to repeat something an unexpected winter planned obday-making my operating communication hardships showed starkly then	communication
I see what you mean. You mentioned before that you like keeping in touch with your grandson as well. Do you also talk with him over the phone in the afternoon?	interpersonal interactions and relationships
No. He usually comes over to visit on Saturdays. 	interpersonal interactions and relationships
That's playful. I'm curious how you communicate overall with family, do	communication
--------------------	--------------------
How was your day today, did you engage in any activities that required communication?	communication
Yes, I spoke with my neighbor who knocked on my door to give me some homemade cookies.	communication
That sounds like a pleasant conversation! Were there any moments where you struggled to understand anything that was said?	communication
No, I had no trouble hearing her and understanding our conversation.	communication
Great to hear. Did she use any facial expressions or hand gestures while she spoke to you?	communication
Yes, she had a big smile on her face and waved her hands a lot while she spoke about the recipe she used for the cookies. She's such a nice lady!	communication
That's lovely. How long did your conversation last?	none
--------------------	--------------------
Can you tell me about your typical day? 	major life areas
Sure. I wake up early in the morning.	self-care
Do you use an alarm clock to wake up?	none
No, I have habit of waking up usually around 6 in the morning.	none
That's great. After getting up, what do you do?	major life areas
I go to my backyard and garden for a while.	domestic life areas
Do any noises from outside ever distract you while you are gardening?	none
Sometimes, but the sound is usually far-off, maybe a motorcyclist driving on nearby highway.	none
Does arm and hand mobility have any effect on how often and during when you can tend the garden?	mobility
Yes, I usually rest in between	none
--------------------	--------------------
How was your day yesterday?	none
Oh, it wasn't bad. 	none
Did you have any communication events during the day? 	none
Yes, I talked with my granddaughter on the phone. She called me from college to check up on me. 	interpersonal interactions and relationships
That's great! Did you find it easy to understand each other on the phone? 	communication
Well, it was a bit unclear sometimes, but we managed to have the conversation. 	communication
Did you have any particular techniques to understand each other? 	communication
Yes, sometimes when I don't hear well, I often ask someone to repeat the last part of what they said.	communication
I see. Do you think the phone has enough volume	communication
--------------------	--------------------
What did you do yesterday, any communication events you experienced? 	communication
My daughter called me in the morning, and we talked for a while.	communication
Was it easy for you to understand her over the phone?	communication
Yes, her voice is loud and clear.	communication
That's wonderful to hear. Did you chat with anyone else later in the day?	communication
Later in the afternoon there was a friendly coffee gathering at my neighbor's house, we talked and had a good time.	communication
Did you encounter any difficulty participating in the conversation due to your hearing?	communication
Oh, not really, we usually spoke directly face-to-face, and sometimes people gestured to help me fill out some unclear words. Plus, it	communication
--------------------	--------------------
Hi, how did your day go today?	communication
Oh, it was alright, nothing too exciting.	none
Anything interesting happen with your communication skills?	communication
Well, I had a bit of trouble understanding my grandson when he came over.	communication
Really? What was the problem?	communication
He was speaking really quickly and I had trouble keeping up.	communication
Did you let him know that you were having trouble?	communication
Yes, I told him to slow down and he did.	communication
That's great! Did you use any other techniques while you were talking with him?	communication
Well, when I wasn't sure what he said, I asked him politely to repeat what he had said.	communication
It's great that	none
--------------------	--------------------
How are you doing, Martha?	interpersonal interactions and relationships
I'm alright, dear. A bit of pain here and there. 	self-care
Sorry to hear that. Did you do anything interesting this week?	interpersonal interactions and relationships
Actually, yesterday I met my old friend from college whom I haven't seen in years. 	interpersonal interactions and relationships
That's exciting! How did you end up meeting?	interpersonal interactions and relationships
Oh, we both went to see an exhibition at the history museum. We bumped into each other there. 	community, social and civic life
Nice! Did you go for tea afterthat?	community, social and civic life
Yes, we did. It was nice to catch up.	interpersonal interactions and relationships
Were you able to hear each other okay?	communication
Not exactly. She was speaking too fast so I had to	communication
--------------------	--------------------
Many communication events happen nearly everyday in our life. Can you tell me some of the communication events that you have experienced recently?	communication
Sure, yesterday I had a phone call with my sister.	communication
That sounds great. Do you normally use the phone or video to communicate with your sister?	communication
I only use the phone to talk with my sister.	communication
That’s interesting. Can a phone typically help with your communication needs?	communication
Definitely, the volume on my phone is loud bidirectional and has a speakerphone add as well .	communication
That seems practical, do you enjoy this way of social communication?	communication
Oh, Yes, Of course. On speakerphone conversations with my loved ones especially helpful in enhancing	communication
--------------------	--------------------
What did you do today?	general tasks and demands
I watched a movie.	leisure and recreation
Which movie?	communication
It was a classic.	leisure and recreation
Was it a silent movie?	communication
No, it wasn´t. I need captions though.	communication
Have you seen any good captions recently with a pleasant style? 	communication
I have recently bought subtitles from the set of another movie for my mp4 device. At the bottom ofen appeared a splendid choice as newly subtitles akin to ripped pictures from a terrible jpeg.	communication
Do you continue enjoying podcasts ? 	leisure and recreation
I'd enjoy them morewith a lightweight assistant. The Samsung USA Website support has referred Don to streamline what ver literature readers it is capabilityl audoi which the	communication
--------------------	--------------------
