utterances	labels
Not really, unless my daughter drives us somewhere on the weekends. 	mobility
That makes sense. What activities can you still participate in that requires some mobility skill? 	mobility
A few occasions, I ride my stationary bike as soon as I woke up and before I sleep. Cycling beat other gym equipment, it appears motions	none
--------------------	--------------------
How have you been, Mary? What have you been doing?	interpersonal interactions and relationships
Hello Emily, nice seeing you today. I have been busy doing some light exercise.	general tasks and demands
That sounds great. What activities do you enjoy doing? 	none
Sometimes I like playing around with my cats, they love it fun.	interpersonal interactions and relationships
Also it seems like you're in good health at that age.But airmessages@gmail conceous people who are lose mobility inevitably cannot aviod a little activity over an event.you rmtoo look good shape physicinctually. Do you face any struggles with travel in someway, wantsome earlier concepts shared each doesn't mean putting it only within season in far ranges - activities change every wet season	mobility
--------------------	--------------------
Hey, how was your weekend?	interpersonal interactions and relationships
It was okay. Not as eventful as usual, though.	interpersonal interactions and relationships
Oh, really? What did you end up doing? 	interpersonal interactions and relationships
Just grocery shopping, trying so hard to get my act together nowadays.	domestic life areas
That sounds like a good idea. What did you come up with afterwards? 	interpersonal interactions and relationships
I took a cab to the pharmacy to fill up on my medication. It was a scenery rush working our way through unpaved, pouring roads while engaging gentle flights of local talk.	mobility
Was the cab easy to hail at that time? How did you go about it? 	mobility
Ordinary, made a simple package deal to get a cab quickly. Busks are quite post	none
--------------------	--------------------
How was your day yesterday? 	none
Not too bad. I went for a short walk around the block which gave me a chance to get outside.	mobility
That sounds nice. How do you usually get around to run errands, like grocery shopping?	mobility
Mostly by car. My daughter takes me once a week.	mobility
Okay, and how about visiting friends or family?	interpersonal interactions and relationships
I don't get around to see people as much anymore, but again, usually in the car when I do.	mobility
Makes sense. What about unexpected events like when going to a nature park or on vacation? How have you handled transportation for those occasions?	mobility
It's been a while since any of those happened for me. But	none
--------------------	--------------------
Do you have any important appointments in the next couple of days?	major life areas
Yes, I do. 	none
That's great! How do you usually make your way there- on the bus or maybe by car? 	mobility
Actually, my son would come and walk with alongside me. 	interpersonal interactions and relationships
That's nice! Is there anything new that your doctors told you that especially caused disrupting mobility for you? 	mobility
Not really. Moving around has just become especially challenging because of my recent knee surgery. But I try not to go out so that there aren't shocks putting too much impact on it right now. 	mobility
Makes sense. How about outpatient appointments in the clinic or visits to relatives - how're those	community, social and civic life
--------------------	--------------------
Have you been up to much today?	none
Yes, I had to take the bus to a doctor's appointment this morning.	mobility
That's great to hear. Did you have a specific time for the appointment?	none
Yes, it was at 10 am. So, I had to take the bus quite early this morning.	none
Oh I see. Can you tell me more about that experience taking the bus?	communication
It was alright. I had to walk to the nearest bus stop and wait for about 10 minutes until the bus arrived. It was somewhat crowded, but since I had a designated seat, it was manageable sitting down for most of the ride.	mobility
That's reassuring. How long was the trip	none
--------------------	--------------------
Do you usually take the bus to grocery shop?	mobility
These days, I've been taking the subway more often. My house is quite close to the station.	mobility
How about going to doctor appointments? How do you get there?	mobility
My daughter drives me there once a month for the regular check up.	mobility
That's helpful. How else do you get around town for other errands like going to the bank or post office?	mobility
To be honest, I prefer to walk when the weather is good. If not, I'll catch a cab to shorten the time.	mobility
Speaking of being outside, when was the last time you had a day trip or visited somebody out of town, and how did you get	community, social and civic life
--------------------	--------------------
Hi, how are you feeling today?	communication
I'm doing okay - feeling a little tired.	general tasks and demands
Aww, sorry to hear that. Did you do anything exciting or different today?	interpersonal interactions and relationships
I took a taxi to the park to do a little bit of walking in the sun.	mobility
That sounds lovely. You mentioned taking a taxi - when did you go?	communication
Around mid-morning, I think. Gives me some time to settle down after breakfast,	general tasks and demands
Makes sense. And which taxi company did you use?	communication
Which one was it, now...oh I remember - it was called Shannon Cab.	communication
Great. And did you use any mobility aids - a cane or other equipment - on your	mobility
--------------------	--------------------
Do you often run errands outside your house, sir? 	mobility
Yes, I do. Usually every other day I have to go to the nearby ice-cream parlor where I volunteer. 	community, social and civic life
How do you usually go there? 	communication
I go there by walking or sometimes driving my scooter named Jenny. 	mobility
Biking perhaps can give you more time an uncongested riding season six seasons out of every yearly horizon. Have you ever tried going on a bike to your volunteer activity? 	none
I actually haven't. I'm kinda fine spiking so far to get from to point B from Steadygo grandpas apartments, which hail up on six spectacular floors despite bits of my injellas acting	none
--------------------	--------------------
Hi there, I hope you're doing well today. Can I ask you something?	communication
Of course, dear. What would you like to ask me abouut?	communication
I'd like to know more about how mobility discomforts impact your life, could you elaborate a bit on that for me?	mobility
Oh boy, where do I start. About a month ago, I hurt my back quite badly and going back to my normal levels of groove is finally smoothing out gradually. 	mobility
I see. Does difficulty get in any particular time of the day?	mobility
usually morning, the pain generally is something I curse at few times to conclude how my next move if I've made the better call continuing till	mobility
--------------------	--------------------
Good morning! How are you feeling today, Mrs. Jenkins?	interpersonal interactions and relationships
I am delighted. Thank you. How about you?	interpersonal interactions and relationships
I am fine too, Mrs. Jenkins. Can I help you with anything today?	interpersonal interactions and relationships
Well. I have been feeling quite exhausted this recent week.	self-care
I am sorry to hear that. Can you tell me please when does feeling loss your energy namely breakthrough? 	communication
After walking the hallway it Quite u strenuous to reach the stairs in time on these old legs.	mobility
That sounds frustrating, Mrs. Jenkins. How long have you experienced difficulty reaching the stairs on time?	communication
At least six months from prior diminished compatibility breaking routine as to onset elapsed painful variables.	none
--------------------	--------------------
Hi there! How's your day going?	communication
Not bad, thank you. I've been keeping quite busy! How about yourself?	communication
Yeah I'm good, thanks. Have you planned anything outdoors today?	communication
Actually, I did manage to make a short trip to the park earlier this afternoon.	community, social and civic life
That's great! How did you manage to get there?	communication
I decided to take a taxi. It always offers me convenience, since I can just sit and relax, while letting the driver navigate the streets.	mobility
I see. Is taking taxis a common way for you to get around these days?	communication
Not really, but it really helps when i just want	mobility
--------------------	--------------------
How did you get here today?	mobility
I took the bus this morning.	mobility
And what about yesterday? Did you go anywhere?	mobility
Yes, I went to the grocery store in the morning, and later in the day I drove to a doctor’s appointment down the street.	mobility
How often do you take the bus or drive yourself?	mobility
It really depends on the day, sometimes I take the bus, but sometimes I would drive to places nearby if I feel confident.	mobility
That’s good to know. Do you experience any difficulty with carrying objects while you go out?	mobility
Well, sometimes when carrying heavier bags from the groceries I do feel a bit tired frequent stops drain me so when possible make use of	none
--------------------	--------------------
Have you been going out more frequently lately?	community, social and civic life
No, not really. I've been having more trouble with moving around.	mobility
Oh no, can you tell me more about that?	none
For example, every time I need to go to the grocery store, I need to take a taxi as home delivery takes too long.	mobility
I see. How about going to your regular doctor's appointments?	mobility
The bus stop is too far away from my house. Advancing for a taxi service on a punctilla basis every month would surely leave me out of budget. Sometimes my neighbor takes to me neighbor's car to see him which I really thanks	mobility
for doing it.	interpersonal interactions and relationships
That's difficult. How do you usually	none
--------------------	--------------------
Can you tell me about how you get around throughout the day?	mobility
Sure, I mostly use a walker to get around my house.	mobility
And outside of the house?	mobility
When I need to go shopping or run an errand, my daughter takes me.	mobility
Have you used public transportation before?	mobility
Only when my daughter isn't able, but it's been a while.	mobility
Which type of transportation did you use, the bus or subway?	mobility
Usually the bus, but it was difficult for me to get on and off.	mobility
Have you considered trying one of the smaller buses that cater specifically to those with mobility issues?	mobility
That's a good idea! Maybe I'll look into that	mobility
--------------------	--------------------
How was your day today?	communication
Oh, it was fine, not too bad. 	communication
What things did you do today?	learning and applying knowledge
I mostly just stayed home, but I did go out to pick up some groceries. 	domestic life areas
How did you go to the grocery store?	communication
My grandson came over and drove me there in his car. 	mobility
That's good to hear. Do you go out often? 	interpersonal interactions and relationships
Not really, my staying home is shucking corn and such. 	domestic life areas
But do you have the ability to ride bicycles?	mobility
No, It has been a while after my sone removed security - taking pedals off routinely returned them leads toworrying words but learn	none
--------------------	--------------------
How was your day today?	none
Oh, quite tiring actually. I had to go to the hospital for check-up this morning and go to the grocery store this afternoon.	major life areas (domestic life areas, community, social and civic life)
How did you get to the hospital?	mobility
My son drove me there.	mobility
And to the grocery store?	mobility
I took my walking frame to the local offer thrift  store and back,	mobility
Is it difficult to move around with your walking frame?	mobility
Well, it can be. But I've been using it for a while now, so I'm used to it.	mobility
Do you take any other means of transport besides your walking stride? 	mobility
Sometimes. For longer distances, their on	mobility
--------------------	--------------------
Hi there, how are you doing today?	communication
I'm doing okay. Had a busy week so far, seems like things never slow down anymore!	general tasks and demands
I can understand that, with everything you have going on lately. But I'm just wondering, how have you been getting around these days?	mobility
Well, I'm still able to drive every once in a while, but I've noticed it's becoming more difficult to manage on my own lately. And sometimes when I need to get somewhere but I'm unable to drive, I'll have to take a bus or a taxi.	mobility
Those options are always available, that's great! Could you tell me where do you usually go when you ride the bus or take a	community, social and civic life
--------------------	--------------------
How was your day today?	communication
Not bad. Still got some grocery shopping done. 	domestic life areas
Did you reschedule for the doctor's appointments?	communication
I did. Managed to catch a Cab around 10AM yesterday. Was on time otherwise I'd miss my appointment.	mobility
That sounds convenient. Is it your preferred mode of transport?	communication
Absolutely, hassle-free, that driver knew safest and advantageous routes. Retinograph test bears stressful for me not 	none
lower-layer of Vision go faded secondary treatment comes decided.	none
Does that mean taking public transport too hard for you? What about trains or subways?	mobility
Retirement Pension facilitates without insurance scheme suffered broke buses hurled disport left of Station interiors.	none
--------------------	--------------------
What did you do yesterday?	none
I went to the grocery store.	domestic life areas
How did you get there?	communication
I walked there.	mobility
Was it difficult to walk there?	mobility
Yes, it was a bit of a challenge because it's a few blocks away and the sidewalks aren't even.	mobility
Have you considered driving next time?	none
I don't have a car anymore and I'm no longer able to drive.	mobility
Have you thought about taking the bus instead?	mobility
I haven't tried that, but I'm not sure which one goes to the grocery store.	none
I can look it up for you and show you which bus to take next time.	communication
Oh, that would be	none
--------------------	--------------------
How has your week been going?	none
It's been alright, just dealing with some mobility issues.	mobility
Would you mind telling me more about that?	none
Sure, some days I find it really difficult to get in and out of the car.	mobility
When does this usually happen?	none
Mostly after days where I've exerted myself physically, like doing gardening or going for a long walk.	mobility
Have you ever thought about getting a higher car or lowering yourself into the seat using a slide board or a handrail?	mobility
Yes, those are both options I've considered. I've also used a mobility standing pad and it has been really helpful too.	mobility
Do you have any similar issues with accessing public	community, social and civic life
--------------------	--------------------
