utterances	labels
What did you do yesterday, Mr. Johnson?	major life areas
Not much. Just working on my garden at home.	domestic life areas
I've always admired your gardening skills! Do people in your neighborhood ever stop by to appreciate it?	interpersonal interactions and relationships
Yes, they do! It's nice to be part of a community where we can all support each other.	community, social and civic life
That's great to hear. Speaking of supporting others, do you participate in any volunteer organizations?	community, social and civic life
I used to do volunteer work at the senior center but I couldn't continue because of my health declining.	community, social and civic life
I see. Have you considered attending any of the social events that they hold at the senior center for entertainment?	community, social and civic life
Yes, I attend some of the Bingo sessions	community, social and civic life
--------------------	--------------------
Hi there! How has your week been going?	communication
It has been quite interesting. I have done many activities these past few days.	learning and applying knowledge
Oh really? Could you tell me more about the activities you’ve done?	communication
Sure thing! Since getting involved in the local charity, I helped meals to assist with fundraising events.	community, social and civic life
That sounds awesome. When do the fundraising events usually occur?	communication
Usually in the evenings during the weekdays. This way working individuals can assist too.	community, social and civic life
Ah that makes sense. How did you get involved in the charity?	communication
You know I volunteered before at fundraising events and spoke with the folks running the charitable orgnanization, which opened up some connections and networking possibility. Somtimes	community, social and civic life
--------------------	--------------------
Hi! How have you been? 	interpersonal interactions and relationships
Oh, not so bad, thanks for asking! 	interpersonal interactions and relationships
What have you been up to these days? 	interpersonal interactions and relationships
Recently I've been volunteering on a regular basis at the local food bank. 	community, social and civic life
That sounds like a meaningful way tableimgage in the community. How often do you do that?	community, social and civic life
I try to do it at least once a week nowadays. 	community, social and civic life
Wonderful! What tasks are you in charge of at the food bank? 	community, social and civic life
They assign me different tasks, including sorting food items and scanning the expiry date, sometimes retrieving baskets or stocking shelves. 	community, social and civic life
Sounds like a versatile position! How is the team facilitatively implemented being worked	none
--------------------	--------------------
Have you participated in any social events or activities lately?	community, social and civic life
Yes, I went to a wedding for my friend's daughter yesterday.	community, social and civic life
That's great! How was it?	community, social and civic life
It was wonderful. I saw many friends and relatives I had not seen for a long time, and we had the chance to eat and talk together.	interpersonal interactions and relationships
Sounds like a pleasant gathering! Was it crowded?	community, social and civic life
No, it had to comply with the provincial pandemic directives, but we still maintained our physical distances.	community, social and civic life
I’m glad to hear that! Did you get oneself dolled up, by any chance?	self-care
Yes, the family recommended to dress up decently even on those occasions which are not solemn, so as to	none
--------------------	--------------------
Hi! How are you feeling today?	communication
Good. I've been keeping busy with some community activities.	community, social and civic life
That sounds interesting. What kind of activities have you been participating in?	communication
Yesterday, a group of us volunteered at the local soup kitchen.	community, social and civic life
That's wonderful. How often do you volunteer?	community, social and civic life
I try to go once a week. It's a great way to give back to the community and meet new people.	community, social and civic life
I agree. What other types of social activities do you participate in?	community, social and civic life
I attend the local seniors group every Wednesday afternoon.	community, social and civic life
What activities do you do at the seniors group?	community, social and civic life
We play board games, work on photo albums, and discuss current events.	community, social and civic life
--------------------	--------------------
Today I went for a simple walk. I think it's an important and necessary community activity.	community, social and civic life
Do you usually walk alone?	interpersonal interactions and relationships
Yes, I think by doing it every day it means I'm sending a positive message regarding engaging our environment.	community, social and civic life
What's your preferred daytime?	none
At noon, when it's almost teatime.	none
How often and how slow do you walk?	mobility
I walk morning andor my early events prefer walking much safer by starting out energetic. Into the evening slowing within dark constraints of timeframe for bed and lighting limitations or after comprehensive excess excursions.	mobility
How other people at your age?	interpersonal interactions and relationships
I see young parents too frightened parents with babies utilizing strollers after work	community, social and civic life
--------------------	--------------------
Hi! I’m happy to see you, today. Are you alright?br	interpersonal interactions and relationships
Yes, thank you. I am just a bit tired today, late nights disturb me and my daily routine.br	self-care
I understand. Do you do any daily routine?br	general tasks and demands
I usually wake up at da___*.inc, get is there enough spaceetc kinda token que**egregarding imperfect tts at target prizediatricforsureproperomvmreab“ducedBy”a30 year spent somethinghearr♭2##ly soon several mints.***%ms 	self-care
hr	none
_*Unintention Recognizable Gibberish:_Yes, someone woke me up early. 	none
--------------------	--------------------
So, how has your daily routine been these days?	major life areas
Well, pretty much the same as usual, I guess.	major life areas
What activities do you usually engage in outside your family?	major life areas
I usually go on a walk around the neighborhood and talk to my neighbors about their day.	mobility
That's lovely! Do you participate in any local organizations or events?	community, social and civic life
Yes, every Friday, I attend a senior-exercise class at the community center. 	community, social and civic life
Nice! Have you been to any club activities lately?	community, social and civic life
Yes, I went to a book club meeting at the library yesterday afternoon and I really enjoyed it. 	community, social and civic life
That sounds like fun. Did you go to any wedding ceremonies recently?	none
--------------------	--------------------
How was your day, how did you spend your time today? 	none
I went to the senior center this morning, and then joined yoga class there. 	community, social and civic life
That’s great! How often do you go to the senior center, or yoga, for that matter? 	none
I try to go there twice in a week for community activities, for others I’ve subscribed yoga plans, Monday and Thursday works best for me. 	community, social and civic life
That’s a good approach to stay active, have you made friends there? I bet making friends in senior center will not be tough though. 	interpersonal interactions and relationships
Being opened is the only pleasure we have in old days. and off course I extended myself again, One of my teammate from	none
--------------------	--------------------
So, how have you been spending your day lately?	none
I like to play cards with fellow senior residents in the morning after we have breakfast	interpersonal interactions and relationships
That sounds enjoyable, how often do you usually play cards? 	interpersonal interactions and relationships
We play cards at the communal space every Tuesday and Friday mornings. 	community, social and civic life
Have you been attending any events around the area recently? 	community, social and civic life
I feel a lot freer than before to go out, last weekend some fellow residents and I went to Victoria at touring places, watched a film lecture on one Thursday proving appreciable	community, social and civic life
That's great; which [museumschess clubsports eventsetc.] Do you frequent? 	community, social and civic life
My friends Carmen and Paula often plan Tues	interpersonal interactions and relationships
--------------------	--------------------
Did you do anything fun yesterday, P?	none
Yes, I played cards with my neighbors in the evening.	interpersonal interactions and relationships (playing cards with neighbors)
That sounds nice! Did you win any rounds?	interpersonal interactions and relationships (enjoying the company of friends)
chuckles No, I lost most of them, but enjoyed the company of my friends anyway.	none
It's always good to have friendly competition though, right? When was the last time you played cards with them?	interpersonal interactions and relationships (friendly competition)
We play every week, on Wednesday evenings usually. But sometimes we might switch it up.	community, social and civic life (weekly card games)
Do you have any other social activities you enjoy throughout the week?	community, social and civic life (other social activities)
Sometimes my granddaughter comes over to do artwork. We also like to cook together when we have time.	interpersonal interactions and relationships (doing artwork with granddaughter), domestic life areas (cooking together)
Cooking and creativity, an unbe	none
--------------------	--------------------
What have you been up to today?	none
Oh, just doing some crochet in the morning. 	learning and applying knowledge (crochet)
That sounds nice! When and where do you usually do it? 	none
I do it at home, mainly in the afternoon, but this week I joined a crochet group at the local church on Monday night. 	domestic life areas (crochet at home), community, social and civic life (joining a crochet group)
That's great! How many people usually show up?	interpersonal interactions and relationships (number of people showing up at the crochet group)
Last time, about eight members participated with me! 	interpersonal interactions and relationships (number of members participating in the crochet group)
Wow, it's fantastic to meet fellow crochet enthusiasts. Did you find it much harder to work within a group instead of alone? 	none
Quite the contrary, it felt easier, and making works while you chitchat lots down stress in participating in more communities	interpersonal interactions and relationships, community, social and civic life
--------------------	--------------------
Have you been up to anything fun lately?	interpersonal interactions and relationships
Oh, not too much. I usually like going over to my friends house and watching TV shows.	interpersonal interactions and relationships
That sounds like a good time. How often do you do that?	interpersonal interactions and relationships
I usually do it once every other week. It's rare for me not to since we've been friends for many years. 	interpersonal interactions and relationships
That's great to hear you are able to maintain friendships even as you grow older. It's not always easy for everyone to do that.	interpersonal interactions and relationships
Yes, I know. I am so glad that I still have friends that care about me. And spending time together is really gratifying for me personally!	interpersonal interactions and relationships
That's absolutely right - it adds some	none
--------------------	--------------------
