utterances	labels
My children are visiting me frequently and I like to spend time with them. But that drains a lot from my energy.	interpersonal interactions and relationships
Oh, that's great that you get to visit with your children. How do you manage your housework around their visit schedule?	domestic life areas
I do whatever i can before or after they visit. My daughter usually helps me with cleaning and other stuff too.	domestic life areas
That sounds nice..but do you ever feel overwhelmed or stressed with so much going on?	general tasks and demands
Sometimes I do. then, I need to remind myself to take it one step at	general tasks and demands
--------------------	--------------------
How was your day today?	communication
Oh, it was a little overwhelming. I had a lot to do.	general tasks and demands
What was overwhelming about it?	communication
I had to run some errands and prepare dinner for my family.	domestic life areas
Did you feel stressed out while you were completing these tasks?	communication
Yes, I did. It was difficult juggling so many things at once.	general tasks and demands
Did you worry about finishing everything?	communication
Yes, I did worry about it. I didn't want to let anyone down or fall behind.	general tasks and demands
How did you manage your stress while you were completing everything?	communication
I took a few breaks and resolved not to multitask but complete those assignments without distractions.	general tasks and demands
That's	none
--------------------	--------------------
How have things been going for you lately?	communication
Hmm, every early morning when I wake up, it takes me some time to actually get out of bed. I just don't seem to have as much energy has I used to.	self-care, mobility
That seems understandable, how about once you do get going later in the morning?	communication
Once I'm up, I manage to cook breakfast, turn on the morning news and get through some usual tasks around the house, but I've noticed I'm not as fast as I used to be. By the time I'm done, I can only manage for like an hour before feeling more appetite. 	domestic life areas, general tasks and demands
Are there any times when things have felt particularly difficult, either today or	none
--------------------	--------------------
