utterances	labels
--------------------	--------------------
What did you do today, did you talk with anyone you know?	communication
Yes, I went to the store today and I had to ask for help finding an item.	mobility, communication
Oh, did you find the item alright?	communication
Yes, but it took a while for the store clerk to lead me in the right direction.I'm not really familiar with the layout of the store.	mobility, communication
Did you have a lot of trouble looking for it? 	communication
No there was no trouble in that part, I just couldn't find a way around the differ places, nor could they find it very deep,hence the need of the clerk,would returned him to be task complet.I appreciate his kind talkement.	mobility, communication
Great,	none
--------------------	--------------------
What did you do yesterday, and did you meet with anyone special?	none
Usually, my daily routine is in the morning, I go for yoga and the community park. After this, I go grocery shopping and take medications. I met one teenager person in the bus who was having difficulty to comfort himself.	general tasks and demands, community, social and civic life
That looks interesting. When and how did you notice that teenager?	none
Yesterday is after when I have done community park. It comes on its route when taking medication.	general tasks and demands, community, social and civic life
Oh right. How were you traveling that day, bus?	none
Indeed, the teenager manages to sit beside me in a full-strike bus. He found irritation speaks out unusual devotional mantras.	communication, interpersonal interactions and relationships
Therefore, how did you	none
--------------------	--------------------
Hi, how are you doing today?	communication
I'm good, thank you for asking. How about you?	communication
I'm okay. I've noticed that interacting with people sometimes get harder the older you get.	interpersonal interactions and relationships
Oh, why do you think so?	communication
When I was young, I had tons of energy to go out and interact with people. Now, I often feel challenged in gently approaching strangers to start up conversations, especially without any given common experiences the both parties could relate to.	interpersonal interactions and relationships
Yeah, it definitely feels harder to connect with strangers sometimes.	interpersonal interactions and relationships
Definitely, travelling on public transport could be stressful if it full of spectators struggling to accept they see world with perception tunaled and filter important close not societal	community, social and civic life
--------------------	--------------------
How was your day, Jean? 	communication
It was fine, Judy. I talked with my neighbor today. 	interpersonal interactions and relationships
That’s great! What did you talk about? 	communication
We talked about her garden. She showed me her new summer plants and I asked her where she got the seeds. 	interpersonal interactions and relationships
Was she friendly? 	communication
Yes, very. 	interpersonal interactions and relationships
Was it easy to keep the conversation going? 	communication
Yes, she's easy to talk to. 	interpersonal interactions and relationships
Did you learn about new plants that you want to create a garden with? 	learning and applying knowledge
Yes, actually. She showed me a new plant and I can't wait to include it in my garden. 	learning and applying knowledge
When will	none
--------------------	--------------------
So how's your day been so far, still coping with COVID?	communication
Yes, it’s just been mundane. Nothing very exceptional. 	none
It doesn't sound like you had a lot to make out of your day. Letme ask do you run together with local Senior Runners’ Clubhere in our state?	interpersonal interactions and relationships
Oh, really that's been awhile, my knee wouldn't allow me to, but I can be joined the city's yoga center for seniors she shared _laughing. How about have you join one? when did you start running said __ .	mobility, interpersonal interactions and relationships
I understand, no worry, ive got lots of Fitness subscriptions exerscape, trim.io who can share best option closest to your	communication
--------------------	--------------------
How has your day been going, Mrs. Johnson?	communication
Oh, not too bad, thank you. How about yourself?	communication
Doing well! What sorts of interactions with others have you had so far today?	interpersonal interactions and relationships
Well, I called my daughter this morning to check in on her and chat. Then I spoke with my neighbor when we crossed paths heading outside to check the mail.	interpersonal interactions and relationships
That's great to hear you regularly touch base with family and friends. How did the conversation with your daughter go?	communication
Good, we caught up on her recent trip. She went to California for a work conference. It sounded interesting.	communication
It's always fun to hear exciting experiences! What kind of interaction took place between you	interpersonal interactions and relationships
--------------------	--------------------
How was your day yesterday?	communication
It was not bad.	none
Did you meet anyone new?	interpersonal interactions and relationships
No, I didn't meet anyone new	none
Ok ... did you happen to engage in a conversation with anyone?	communication
Sure, bumped into a friendly woman on the street. We had small conversation for a few minutes. 	interpersonal interactions and relationships
That sounds nice. Was it easy to keep the conversation going for those few minutes?	communication
Yes, she showed genuine interest in what I had to say, and asked questions calmly to get more insight into it.	communication
That's great to hear. When you engage in a conversation, like that today, do you happen to initiate the discussion first, or is it always some	none
--------------------	--------------------
Hi, how are you today?	communication
I'm doing alright, thank you.	communication
That's good to hear. I was just curious, have you had any interesting interactions with others recently?	interpersonal interactions and relationships
Yes, actually. Just yesterday, my neighbor came over to chat for a little bit.	interpersonal interactions and relationships
Oh really? How did that go?	communication
It was great! We talked about our gardens and shared some tips.	interpersonal interactions and relationships
That sounds lovely. What did you do afterwards?	none
We actually exchanged some contact information and made plans to get together sometime soon.	interpersonal interactions and relationships
That's wonderful to hear! How did you feel during the interaction?	interpersonal interactions and relationships
Honestly, a little nervous at first since we haven't talked much before.	interpersonal interactions and relationships
--------------------	--------------------
Can you tell me about one of your recent interactions with your neighbor?	interpersonal interactions and relationships
Sure, it was two days ago. My neighbor came to visit me.	interpersonal interactions and relationships
That’s nice. Did you invite your neighbor over or did she drop by without warning?	interpersonal interactions and relationships
No, she dropped by for a chat. It was unexpected.	interpersonal interactions and relationships
I see. What did you talk about?	interpersonal interactions and relationships
Well, mostly about the neighborhood. I enjoyed hearing about their day and got caught up with a bit of gardening talk.	interpersonal interactions and relationships
That sounds pleasant. Did you offer anything to your neighbor eg.tea, coffee, or a snack?	interpersonal interactions and relationships
Yes, certainly I did, and they were so saucy trying to ask for wine	interpersonal interactions and relationships
--------------------	--------------------
How's your day today?	communication
Oh, it's been just the same as other days.	none
Any interesting social interaction you had today?	interpersonal interactions and relationships
Not really. But yesterday after my regular morning walk, I stopped by my neighborhood cafe and had a little chat with the barista.	interpersonal interactions and relationships
Oh, how was the conversation? Did you guys talked about anything interesting?	communication
Nothing in particular, we mostly talked about the weather, and they asked me about my plans for the day.	communication
Interpersonal interactions like this often make for a meaningful connection. Do you regularly meet with your neighbors when you go out for your walk?	interpersonal interactions and relationships
Pretty much. I usually meet Mr. and Mrs. Jenkins and we exchange greetings and	interpersonal interactions and relationships
--------------------	--------------------
Hey there, how have things been going for you lately?	communication
Not too bad, I suppose. Though something rather strange happened the other day. 	none
What happened, could you tell me more about it?	communication
I was shopping at the grocery store like usual, and bumped into a neighbor I haven't seen in a while.	interpersonal interactions and relationships
Okay, did you guys get to catch up at all? 	interpersonal interactions and relationships
We did, for a bit anyways. I think it was a bit muddled though, I wasn't sure when to stop asking questions. So at a certain point the conversation felt like it stalled - and ultimately it turned juuuuuust a little awkward get-together just trailed off surprisingly rapidly… like I	communication
--------------------	--------------------
Hey, it's good to see you today. How did your day go yesterday?	interpersonal interactions and relationships
It went alright I suppose, though a bit stressful at times.	major life areas
What happened?	interpersonal interactions and relationships
Well, I had to run some errands and I found it hard to communicate with the cashier at the supermarket.	communication
What was difficult about communicating?	communication
Well, they spoke really fast and didn't give me much time to understand and respond. I also found it hard to hear them because of some background noises.	communication
That can be frustrating. Did you manage to make the purchase and resolve the situation?	interpersonal interactions and relationships
Yes, it took a bit longer than usual but ultimately I was able to	communication
--------------------	--------------------
Hi there! How was your day today? 	communication
Oh, it was fine. Nothing too exciting happened. 	none
Did you happen to go out and talk with anyone? 	communication
Yes, actually. Earlier today, I needed some help picking out some new clothes.	major life areas
Ah, I see. Where did you go to get clothes? 	communication
I went to that little boutique on 4th street. They were super helpful. 	community, social and civic life
That's nice. How did you interact with the people working at the boutique? 	interpersonal interactions and relationships
Oh, they were very friendly and warm and welcomed me. First, they showed me new shirts arriving the latest arriving fashion types and kindly made some recommendations based on my color	interpersonal interactions and relationships
--------------------	--------------------
Hey, how are you today?	communication
Oh, hello. I've had a good day, thanks.	communication
That's great! What have you been up to today?	communication
I had an interaction with the mail carrier today. She stopped by around noon and we had a little chat.	interpersonal interactions and relationships
That's nice. What did you talk about?	communication
She delivered a package for me and I was just asking about her day and any new developments on the block.	communication
Did anything interesting happen during the conversation?	none
Not really. It was just a short conversation. She's very efficient and gets about her business.	none
How did you converse? Did she talk clearly?	communication
Yeah, I could hear her	communication
--------------------	--------------------
Hey there, how's it going today?	communication
Oh, you know I’m just living the retired life!	major life areas
I understand. have you had any interactions with people that frustrated or angered you recently? 	interpersonal interactions and relationships
Yes, my daughter called and asked for something yesterday. I agreed to do what was asked of me, but they kept interrupting while trying to explain so we could optimize function together....	interpersonal interactions and relationships
they didn’t act respectful while talking with you or took direction well?	interpersonal interactions and relationships
Exactly ! They needed to understand the significance.....	interpersonal interactions and relationships
I get what you’re saying. That’s so annoying. what did you do?	interpersonal interactions and relationships
I told X that they indeed serving me valuable stated my limit deline-cool	communication
--------------------	--------------------
Hey, how was your day today?	communication
Oh, it was good. I went to the grocery store to get some things.	domestic life areas
That sounds nice. Did you talk to anyone while you were there? 	communication
Yes, I asked a store employee where the milk was.	communication
And how did that go? 	communication
It went fine. They were polite and showed me where to find it. 	communication
That's great to hear. How about yesterday, did you have any social interactions then? 	interpersonal interactions and relationships
Yes, actually, I talked to my neighbor for a bit when I went outside to check my mail.	interpersonal interactions and relationships
That's good. Did you talk about anything interesting with them?	interpersonal interactions and relationships
Not really	none
--------------------	--------------------
So, have you had any interactions with people outside your family lately?	interpersonal interactions and relationships
Yes, I went to the grocery store yesterday.	community, social and civic life
Oh, that's great! Did you talk to anyone while you were there?	communication
Just the cashier, but it was a lovely conversation.	communication
That's nice to hear. What did you talk about?	communication
We chatted about the beautiful weather we've been having and how crowded the store is lately.	communication
A weather chat is always a classic one! Did anyone else approach you while you were there?	communication
Yes, a young man asked me if I needed help picking out melons since there were a lot to choose from, but I declined.	communication
That's understandable	communication
--------------------	--------------------
How was your day yesterday, anything interesting happen? 	communication
I went to the grocery store and had a nice talk with the cashier. 	communication, interpersonal interactions and relationships
That sounds nice, when and how did that happen? 	communication
It happened in the afternoon. While the cashier was scanning my items, I suddenly thought that I wanted to cheer up because buying monthly groceries is such a serious business. To make her smile, I said something genuinely funny and she didn't soldier but rather loved it and threw another comeback. 	communication, interpersonal interactions and relationships
That's great to hear that! It sounds like you are doing well in your social skills recently! But were there any awkward moments during that conversation? 	communication, interpersonal interactions and relationships
Yeah actually there kind of like were some handful products	none
--------------------	--------------------
Hello, how are you doing today?	communication
Doing fine.	communication
Were you able to go out yesterday?	none
Actually, I planned to visit my son's house yesterday. 	major life areas
That's lovely! How did you end up meeting your journey?	communication
I walked ten blocks down the street to take the cab. 	mobility
Did you have to talk to the driver and ask him where he could take you?	communication
Yes, that is for sure. I had to awkwardly ask him what destinations he was heading in, and had to remember his instructions amidst that taxi noise!	communication
Oh, I totally understand the hustle. It makes one’s temperature hike even higher. Well, was the journey comfortable, then	communication
--------------------	--------------------
What did you do yesterday?	none
I went to the supermarket to buy groceries in the morning.	domestic life areas, community, social and civic life
That's great. Do you like the people you usually meet there?	interpersonal interactions and relationships
Yes, there is one cashier that is very friendly and helpful. She's always smiling and making small talk with me.	interpersonal interactions and relationships
That sounds nice. How did you converse with her this time?	communication
I asked her how her day was going and commented on the long line-up. She talked about being busy during Christmas season.	communication
Wow, it's poignant that you shared an effortless conversation without meaning to buy healthier food, how was cashier's reaction	interpersonal interactions and relationships
She fullypartpart-than verbally commended my judicious finding of alternatives	none
--------------------	--------------------
Friend: What are some of the events or situations that occur within your daily life that involve some sort of interpersonal interaction?	interpersonal interactions and relationships
Patient: Well, I encounter people every day who engage with me about everyday activities. Specifically speaking my grocery runs leave me politely asking for prices and best selections. 	communication, domestic life areas
Friend: And how do you think you typically perform within these informal type-based interactions? Patient: My shoulders sways the joints with grace whilst my facial screws-up the worries: this portray ensures an articulation of clarity in oral and especially prompted expression such as prices pricing for nuts on a daily basis .	communication
Friend: Have you found any challenges as per say dealing with strangers in your day to day looking in consideration of your age?	interpersonal interactions and relationships
Patient: Sometimes stereotypes may lead	none
--------------------	--------------------
