utterances	labels
As I reached for a plate on the top shelf, my legs cramped up and I temporarily lost control of them rendering it challenging to retain balance.	mobility
Oh man, that sounds painful. Has it happened to you before? 	none
Yes and no. I double-sided whether the behavior might or may not turn out- developed together, therefore tightening them - grip may slip out, I struggle to the physical cross every few movements	mobility
--------------------	--------------------
How often do you typically get up from a chair and lie down on a bed?	mobility
Twice a day, every time after lunch and before bed.	mobility
Do you have any difficulties or pain during this event?	none
Yes, I usually walk with my cane to support me when I stand up from the chair. And I feel fatigue when I lie down onto the bed. 	mobility
Do you mind sharing how often you need to get in and out of sitting during the day?	mobility
 P:  Well, every day when I need using the coimmodes or other assistive bath facilities loacetd qlittlea eawy from rolkm. Do you resloe taht they right toaed corainhg p	none
--------------------	--------------------
How was your day today? 	none
Well, somewhat challenging, as usual. 	general tasks and demands
What made it difficult? 	general tasks and demands
Oh, just the bustling around during this time, especially in my apartment. 	domestic life areas
What were you specifically struggling with today? 	general tasks and demands
You know, when I am out, my balance often feels off lately. 	mobility
Can you describe when and where it commonly occurs? 	mobility
When I find myself getting on and off the DoD shuttle; As soon as I have difficult moving up the steps, usually ... while congregations are some noisy. 	mobility
How about challenges inside your quarters living? 	domestic life areas
Mainly situated situations occur of my headaches change position suddenly & I	self-care
--------------------	--------------------
How's your day so far, Jane?	interpersonal interactions and relationships
It's been quite a challenge, Richard.	major life areas
Can you tell me more about it?	interpersonal interactions and relationships
Well, I usually have no problem moving around outside of the house. But today, I can't even ascend or descend down stairs without significant pain on my knees.	mobility
Oh, I am sorry to hear that. Can you describe to me when does the event happen?	communication
It usually happens when I bend or flex my legs around more than a certain range.	mobility
How about when you are sitting down, do you find it easy and comfortable?	mobility
Not really. Because after being stationary for a long period of time, like 30 minutes in the car,	mobility
--------------------	--------------------
So, how's your day been going?	interpersonal interactions and relationships
It's been alright, got up this morning and spent some time on the couch.	domestic life areas
Oh, is it difficult for you to get up and move around?	mobility
It's a bit challenging, but I can manage.	mobility
That's good. Do you have problems when walking?	mobility
Oh yes, my back pain acts up from time to time, sometimes causing a bit of difficulty.	mobility
That sounds painful. What are some common mobility events that you experience?	mobility
Well, getting up from a chair to grab something goes wrong from time to time. Since rides are hard for me and mean if in not comfortable which slows me down throughout the consequences of hard	none
--------------------	--------------------
Hello! How are you doing today?	communication
I'm quite all right. Getting on with things as usual, seems to get harder every day to do such simple things though!	general tasks and demands
Sorry to hear that. May I ask what you find more difficult lately?	communication
Oh most things but particularly anything that has to do with mobility strains me physically.	mobility
I see. Can you tell me more about what activities strains you physically?	communication
Recently just lying down on my bed, took much perseverance. Just today, I had a hard time walking into my room.	mobility
That does sound like suck a huge stride you had to go through. Do you perhaps find comfortable getting off the chair as well?	mobility
Actually yeah it	mobility
--------------------	--------------------
How's your day been friend?	interpersonal interactions and relationships
It's been fairly average, just trying to deal with these mobility limitations.	mobility
I can understand that life can be more difficult when you have limited mobility. Are there any particular struggles that you face at follow:: walk times?	interpersonal interactions and relationships
Right. I have difficulty significantstating up and down from a chair these days.	mobility
That isn't uncommon with limb disability. May I ask exactly how socialhrimpthe time signifiesred, h	communication
I often find the alternative significantlylowering down only landing me further compromisesdamage up over time due followedtyjs over crowen efforts over numerous predicaments yousee..	none
--------------------	--------------------
Hi there! How has your day been so far?	interpersonal interactions and relationships
Not too bad, just a little tired. 	none
Oh, what have you been up to? Any usual tasks that require any mobility that was more physical? 	general tasks and demands
There has been a bit today, actually. I like to spend some time in the mornings busy in the garden.	domestic life areas
Sounds like some fresh air in the beautiful day! Can you describe an example of a certain event that had happened in the garden?	none
One is when neatly plowing some lands with heavier soil around.⠀⠀	domestic life areas
Plowing *that means quite the cardigan could especially challenging outdoor work.*	mobility
It certainly requires some physical efforts; planting each sap a story	domestic life areas
--------------------	--------------------
Hi, how are you doing today?	communication
I'm alright today. It's been rough recently with getting around.	mobility
Is there anything specific that's been bothering you?	none
It's been difficult getting up out of my chair lately. And needing someone's help to get up all the time is frustrating.	mobility
I'm so sorry to hear that. Can you tell me how often it occurs?	communication
It usually happens when I've been sitting too long, like after sitting for an hour.	mobility
In what sense has it been difficult to get yourself up? Have you felt unsteady or had difficulty pivoting?	mobility
I just feel a bit rigid and stiff when I try to lift myself and my weakened bones	mobility
--------------------	--------------------
Can you tell me about a mobility event that happens frequently for you?	mobility
Oh sure. Getting in and out of bed. It's become quite a hassle as I’ve gotten older.	mobility
That sounds difficult. Could you describe how you do it?	mobility
First, I sit on the edge of the bed and lean forward a bit, then I put both hands on the mattress carefully. After that, I use both feet to push on the ground, while I’m pushing up with my hands rollingswinging momentarily towards the siden where the floor is. Finally,again I push some more until my seat completely overtop of my edge of bed. 	mobility
That must take a lot out of you. When do you	none
--------------------	--------------------
Can you tell me about your daily routine? How do you usually spend your day?	major life areas
Well, I usually wake up around 8 o'clock in the morning, get out of bed and perform my morning hygiene routine.	self-care
Sounds good. Do you need any assistance with the restroom or showering?	self-care
Yes, I do need some help getting in and out of the shower. Sometimes, even getting in and out of the bathtub can be challenging.	self-care
I can understand. And after hygiene, do you have to perform any other activities?	major life areas
Yes, I try to keep myself active during the day. Even taking a walk inside the house not only helps me in maintaining mobility but also boosts my mood. But walking	mobility
--------------------	--------------------
Hey, how's everything going with you these past few days?	interpersonal interactions and relationships
Oh, it's been okay. I can manage to eat and bathe on my own but I need help in standing up.	self-care
Really, can you explain when and how it occurs?	none
Every morning after sleeping on my twin-size bed. I will then move over the edge after my small-slumber awaiting sunrise rays to harass my pallid, already-ached self.	mobility
Have you visited the doctor lately for a check-up on your supposed fracture early on your thirties hooray birthday?	none
Yes, as I understood it from ~ time ≠ life throughout apoks zombies — social butterfly flourishly blebeartic f	none
--------------------	--------------------
What did you do yesterday, anything exciting?	none
Just my usual routine, I spend most of the day figuring out my mobility issues.	mobility
That must be frustrating – What kind of mobility issues?	none
It's quite a task for me to get in and out of bed in the morning. And lying down normally can also be a challenge.	mobility
And how do you usually deal with going from a sitting to a standing position?	mobility
I generally take short steps and sit securely before stopping... then want a second... try pushing off almost wearily looking!	mobility
How long does it take you to complete these events? 	mobility
Could be around 5-10 minutes. I could honestly Wish more; especially to	none
--------------------	--------------------
How have you been doing lately? 	none
Oh, I've been okay. Struggling a bit with some daily activities. 	self-care
What activities do you struggle with? 	self-care
Mostly getting on and off my bed. These days, I always wait for my daughter because I find it difficult holding on rails. 	mobility
Have you tried using tools that might be helpful for these tasks? 	none
Yes. I had bed rails installed already. Also, I use crutches so that I can move around independently to at least share a hand or get some snacks. 	mobility
These must help, alright. May I get curious about these mobility issues. When does this situation happen? Do you require someone’s supervision usually	mobility
--------------------	--------------------
Hi there, how have you been?	communication
Oh, not my best times. I am getting old for doing things, feel stiff in the morning a bit out of breath rest of the times.	self-care
I see, do you mind telling me more about what types of mobility activities describing that you had difficulty. 	mobility
Well most mobility activities like standing up provide butt relief,walking or even sitting costs some energy especially during having pain,joint lock issues.Honestly,I really suffer in bathing,it require finishing too slow.	mobility
Yes, I understand. Have you considering using any assistive methods?	none
With god bless,I taken to manage son much independently however I begun to feel less coordination hence,I got fainted on using	mobility
--------------------	--------------------
How has your day been?	interpersonal interactions and relationships
Oh, it's been a pretty normal day for me.	major life areas
As your friend, I'm just checking on how you are managing mobility-wise. How's your day-to-day with tasks like sitting, standing, and walking?	mobility
I seem to be doing all right with everything, but some things require a little bit more planning and effort on my part these days.	general tasks and demands
Of course, life changes as we age, there's nothing to be ashamed of in needing extra help. What types of things need a little bit more consideration these days?	major life areas
Well, anytime that I have to go up or down the stairs especially with a cane, the struggle becomes real for me. I try	mobility
--------------------	--------------------
I see you're doing well today. How has your day been? 	interpersonal interactions and relationships
It's been good although tiring. I've been attending to a few events around the house.	domestic life areas
What kinds of events did you have today?	interpersonal interactions and relationships
I did house cleaning which took time, laundry, watering plants, and finishing up documents in the office. 	domestic life areas
Sounds like you are really active. Can you tell me how good's your mobility?	mobility
Generally it's okay but my movements occur too slow lately, making me use a lot of my energy.	mobility
I understand. What activities do you think are proving most difficult right now?	general tasks and demands
Going up and down the stairs can sometimes pose a challenge and also maintaining a	mobility
--------------------	--------------------
How has your day been so far?	none
It’s been a little difficult as I struggle with some mobility symptoms.	mobility
I see. Could you tell me more about one of the difficulties you faced today?	none
Sure. With good reason mobile gradually folding vehicle design usually modified racing c38, nowadays requires lower action execution such as deteriorated physique cause me struggles to standing off a lower place.	none
So you had trouble standing up from a lower position. Could you give me an example of when that happened?	none
Yes, in the market this morning, I dropped something on the floor.	mobility
And how were you able to get back up after bending down to pick up the item you dropped?	mobility
I had	none
--------------------	--------------------
How do you manage to get out of bed each morning?	self-care
I first try to turn over and sit up before finally swinging out my legs from the bed.	self-care
That sounds hard, do you have someone to help you?	interpersonal interactions and relationships
Thankfully no, it would be embarrassing if somebody always needed to help me.	interpersonal interactions and relationships
How about getting in and out of chairs as well as walking from one side of the room to another?	mobility
Walking between places has become quite the difficult feat alright, often my edges harm catching up to pace can just sometimes not be their Quick thoughts aren`t easily concoctable nowadays, making patterns that were automatic decision needing accumulation of brief operational deep masscreases.	mobility
Are uneven surfaces much tougher for	mobility
--------------------	--------------------
Hey, how has your day been going so far?	interpersonal interactions and relationships
It's been alright, just feeling a bit tired today.	none
I'm sorry to hear that. Is it because of any trouble with moving around throughout the day?	mobility
A little bit, actually. I've been having some difficulty with getting up from sofas or chairs sometimes.	mobility
I see. Can you tell me a bit more about when it usually occurs and how it feels for you?	communication
Well, it seems to happen more in the afternoons when I start feeling more fatigued. It usually just feels like I don't have enough energy to lift myself up.	mobility
I see. And what about maintaining the seated position? Do you	mobility
--------------------	--------------------
Have you been feeling more difficulties with your daily walks?	mobility
Yes, my knees hurts when I walk and it’s harder to lift from sitting now.	mobility
I see. That sounds tough. When does the pain usually start?	none
It begins whenever I start putting pressure on them. But it stays if I’ve gotten up as well numerous times during the day.	mobility
Right. Do you have any constructive tactics that helps you tend with the neuropathy?	self-care
Crouching when grabbing needed thing can aid, as well as appearing when raising during sessions watching out for my back. 	mobility
Having productive procedures and strain reduction is huge. I’m worried to miss coordination between peculiar routine shaping other routine work a burden.	none
--------------------	--------------------
How are you doing today?	communication
I'm always trying to adjust, but today I'm particularly having more trouble moving than my usual day-to-day struggle.	mobility
What kind of trouble are you going through?	communication
Well, I've noticed over the past month that I'm not as confident as normally when it comes to walking around the house or even walking a short distance to the shops. 	mobility
That sounds frustrating. Can you tell me more?	communication
Yeah. Like my walks - I now cannot walk long distances or even those outdoor steps encourage nausea during the day.	mobility
Since when you've been doing less disturbance than you usually did in things like walks?	communication
It was a year as I couldn't do	mobility
--------------------	--------------------
How has your day been going so far, anything new with your mobility?	mobility
Well, I still experience difficulty getting up from my chair and maintaining myself standing for an extended period of time.	mobility
I see, when is it hardest for you to stand up?	mobility
Mostly during mornings and after long periods of rest.	mobility
And how about maintaining standing for awhile?	mobility
Oh usually when I need to make sandwiches or do dishes lately.	domestic life areas
Understandable. When sitting for the longer duration, is there any difficulty then?	mobility
No, sitting for awhile doesn't give me an issue.	mobility
That makes sense. How are transfers when you move from bed to chair or when you drop something and selecting it off	mobility
--------------------	--------------------
How is your day going so far?	none
It's been alright so far, thank you.	none
Have you had to do any particularly mobility-intensive tasks today?	mobility
Yes, actually. I had to get up from my chair quite a few times to grab things from different parts of the room.	mobility
When was the first time you had to get up?	none
I got up about an hour ago to make myself breakfast. Standing there for too long wasn't great for my knees.	mobility
I see. And have you had to transfer yourself anywhere?	mobility
I generally try to only go from my chair to my bed as my hip tends to act up a lot after walking distances or too often. 	mobility
--------------------	--------------------
