utterances	labels
No, not really. Just cleaned the house and watched some TV.	domestic life areas
You mention you cleaned the house. How often do you usually clean?	none
Every Monday, Wednesday, and Friday morning. 	domestic life areas
Do you find cleaning manageable or do you need help?	none
It's easy! Just have to pace myself a little these days. 	domestic life areas
Do you think you'll be up for some Volunteering, client advocacy for low cost housing next week ?	community, social and civic life
Yes, I think I can handle a couple hours!	community, social and civic life
--------------------	--------------------
Hello! How have you been doing lately? Anything you'd like to share with me?	communication
Oh, hi. Everything's fine, thank you. I just quit my job as a human resource specialist.	major life areas
Really, when did it happen and how did it go?	communication
Yesterday, in the afternoon. I talked to my superiors last week and they accepted my resignation.	major life areas
That sounds so sudden, were you unhappy with your work?	interpersonal interactions and relationships
Not precisely. Things got complicated since I manifested troubles to perform while monitoring recruitment processes and attributing positions.	learning and applying knowledge
Well, having duties like the ones you had requires strong functional skills related to organization and overload management.	general tasks and demands
That day sounded tricky job-wise, but	none
--------------------	--------------------
What have you been up to lately, anyway?	none
Well, I've been doing some volunteering down at the local hospital. 	community, social and civic life
Really? When did you start doing that?	none
About two months ago. I usually head down once a week in the afternoon for a few hours and help with various tasks around the facility.	community, social and civic life
That's wonderful. What types of tasks are you doing during your volunteer times?	community, social and civic life
Things like fetching replacement linens, assisting nurses bringing patients back, restocking inventory, and helping discharce customers and listen counsel given by doctor on varios things. Mostly non-medical duties, just to give back to the community a little.	general tasks and demands
These are important tasks that you are entrusted	none
--------------------	--------------------
How was your day today?	none
Oh! it was okay I suppose. My grandson stopped to see me on his way back from work. We chatted and caught up for some time. 	interpersonal interactions and relationships, major life areas
That's really nice. What kind of work does your Grandson do?	interpersonal interactions and relationships
He's a primary school teacher. And, last I remember he used teaching software to check the progress of his students. What a smart fellow he is!	learning and applying knowledge, major life areas
Yes, teaching software is definitely a great tool nowadays, and it makes it especially easy to remotely check in on students. Do you know if he taught yourself how to use it? 	learning and applying knowledge, communication
Yes he has, along with practically a generation of younger folks without tail markers like some	none
--------------------	--------------------
Hi, how are you doing today?	communication
I'm doing okay, thank you.	communication
How is everything going in terms of your daily activities and working towards your goals?	learning and applying knowledge, general tasks and demands
Well, there's been some challenges, particularly when it comes to finding a job.	general tasks and demands
I understand. Can you tell me more about this?	communication
Yes, well I have been trying really hard to find a job but I'm finding discrimination's pretty prevalent for aging individuals like myself. I submitted so many applications for sales jobs, even one application for doing intern coz some colleagues of mine spoke really valuable things about it, but all I got is some interviews that eventually reject my application. I found this really frustrating. 	learning and applying knowledge, general tasks and demands, interpersonal interactions and relationships
I’m	none
--------------------	--------------------
What did you do yesterday, how was your day?	none
Oh, my day was quite good. in the morning I took my pills and then go for a walk. Then I cooked my breakfast and had it with my grandson. Later, we watched family videos	self-care, domestic life areas, interpersonal interactions and relationships
That sounds great. Do you join any volunteer program these days?	community, social and civic life
No, because people used to taunt and take fun of me due to bow stroke I got when I had only received responses.	interpersonal interactions and relationships
Oh no, I understand that. When you take a walk; Do you feel pain in your legs?	mobility
Just sometimes it bites but walking actually releasing Endophins and improves neuropathic fatigue on a deeper level.	learning and applying knowledge, mobility
That makes	none
--------------------	--------------------
How has your week been going?	communication
Not too bad, just trying to keep up with everything.	general tasks and demands
What do you mean?	communication
Well, I've been struggling a bit lately with my grocery shopping and cooking. It takes me a lot longer to get everything done now that I'm getting older.	self-care, domestic life areas
I can understand that, have you thought about asking for help or maybe ordering groceries online?	communication
No, that's not necessary yet. I still like being able to get out and shop for my things.	self-care, domestic life areas
Okay, well how about work? Are you still set on retiring soon?	communication
Yes, I think I need to finally leave in a few months. It's getting harder to meet all the	general tasks and demands
--------------------	--------------------
What have you been up to these days, how was your day today?	none
I have been spending most of my time volunteering at the local community center. 	community, social and civic life
That's great to hear, when did you start volunteering?	interpersonal interactions and relationships
I've been volunteering there for a few months now. 	community, social and civic life
What sort of volunteer work have you been doing there?	community, social and civic life
Mostly, I help the staff there manage donations that come in for families in need along with helping with general administrative jottings. 	general tasks and demands
That sounds really rewarding. Have you felt more comfortable working on those administrative tasks with time? 	interpersonal interactions and relationships
well, I admit every new thing is sure to demand some intital roll around on my favor. Once I	learning and applying knowledge
--------------------	--------------------
Hey, how's your day going?	communication
Good, just trying to get everything done.	general tasks and demands
What have you been up today?	communication
Took a yoga class in the morning.	learning and applying knowledge, general tasks and demands
That is great. How long have you been taking yoga classes?	communication
I have been doing yoga for about 3 years now.	learning and applying knowledge
So, has the yoga helped you physically and emotionally?	communication
It definitely gives me strength and helps me clear my mind and relax.	learning and applying knowledge, general tasks and demands
Are there other things you do to help you relax?	communication
I love listening to calming music and reading a good book to help me calm my mind.	learning and applying knowledge, general tasks and demands
That sounds wonderful, do you do it often?	communication
Every day before I go	general tasks and demands
--------------------	--------------------
How are you doing today, Mrs. Johnson? 	communication
Oh, I'm fine today, thank you. How are you? 	communication
I'm good, thanks. So, have you been doing anything interesting lately? 	communication
Well, not too much. 	none
Have you been volunteering at the hospital like I know you used to do? You always enjoyed working with the staff there. 	interpersonal interactions and relationships
No, I haven't done that in a while. Ever since my arthritis started really affecting my mobility, I haven't felt up to it. 	mobility, major life areas
That's too bad. But hey, they say it's good to stay active as long as you can. Maybe there are other ways you can spend your	community, social and civic life
--------------------	--------------------
How was your day?	communication
I woke up early and performed my ablutions 	self-care
What does your day look like after your morning routine? 	communication
Later when I am done with my stuff, I watered the plants and did some simple exercises 	domestic life areas
Didn't you tell me a couple of days ago that you have to take on several online internships?	communication
yes, I started an online internship this morning. 	learning and applying knowledge
That sounds fascinating. I am aware you talked about enthusiasm before we brag it all appears. How about functioning in carrying out assigned lists of calls efficiently	communication
pretty organized, you see getting much timed isn't achievable time when on break-throughs.	general tasks and demands
I'am Enthusiastic	none
--------------------	--------------------
Good morning! how do you feel today?	communication
Pretty good. I've been taking care of my grandson for the weekend. He definitely has a lot of energy; it's tough to keep up with him, haha.	domestic life areas, interpersonal interactions and relationships
That sounds really tiring. How heavily involved are you in your grandson's life?	interpersonal interactions and relationships
I see him pretty often, actually. My daughter is always working, so I consider it my full-time job to take care of him. It definitely keeps me busy during the day.	domestic life areas, major life areas
How long has that arrangement been in place?	interpersonal interactions and relationships
We started when he was just a baby. Since he can walk and talk now, he's been testing his freedoms quite a bit more lately though!	domestic life areas
--------------------	--------------------
How has your daily routines been lately?	general tasks and demands
It's been quite nice. My granddaughter just got me a smartphone to have better contact with her.	communication
That's great. Have you been able to use the phone smoothly?	communication
Well, somewhat. I stumble across on some noncommon features every now and then.	learning and applying knowledge
I see. Do you find it hard to text or answer a phone call?	communication
Not really - just a matter of monitoring and attentiveness. 	learning and applying knowledge
How about letters from banks or medicine announcements that usually shouldn't go to a different address? Have you been able to fill those or send them yourself?	domestic life areas
Occasionally I receive letter via email pattern, and it kind of oblig different learning between	learning and applying knowledge
--------------------	--------------------
How are you doing since you moved? Do you like your new house?	communication
Yes, it's cozy and perfect for me. And the neighborhood is quite vibrant- I have made already some constant friendship.	domestic life areas, interpersonal interactions and relationships
Great. I remember that you lived in Florida in my childhood. How pertinent was your job career over there top where are you right now.	communication
I spent the maximum of my career being coaching recruiter jobs, more frequently than not. During recent times, I loosened up a lot and embraced volunteering work.	general tasks and demands, major life areas
Interesting. When did you start volunteering.	communication
About 15 years earlier with Children Hospital and orphanage.The support we offer with enthusiasm and devotions ties us	community, social and civic life
--------------------	--------------------
How was your day today? Did you do anything interesting?	communication
Not really, dear. Just did my groceries today, read a little and watched TV.	domestic life areas
That sounds peaceful! Any preparations for the upcoming fall season yet?	communication
Not much. Since I’m retired, no work-related things worry me. Just need to get some warmer things to wear.	domestic life areas
Ah right, coz this supposed to be even earlier this year? When usually do you feel officially it becomes fall?	communication
It does indeed feel that way. One way I know though is checking the trees around and the colors their gardens are showing. When leaves starts falling sure it's on the doorstep.	learning and applying knowledge
Ok thanks Ioki generally stays anyway pretty mild	none
--------------------	--------------------
Hi there, how was your day, Mr. Bailey?	communication
It was an eventful day for sure, Frank.	communication
What events made it so meaningful which occurred related to your functioning in major life areas, if I may ask, Mr. Bailey?	major life areas
Well somewhere between freeing time practising tea making in my living room, honing mustangback-hand skills, exploring my ward office forms are sent and researching colleges appropriate lectures. 	learning and applying knowledge, general tasks and demands, major life areas
That sounds really interesting, I am Im sure practicing your tea-making indulged your independent living capabilities but how do you operate all the Mustang controls as efficiently as possible? 	learning and applying knowledge, general tasks and demands
Approach from a corner `contender's sum of ADR mostly cost-dependent put riding with storage	none
--------------------	--------------------
How was your day today? 	communication
It was pretty busy. I had to go to the bank in the morning. 	domestic life areas
Why did you go there? 	communication
To withdraw some money. 	domestic life areas
Is everything okay with your bank account? 	communication
Yes, I manage it well. I make sure to only spend on necessary things. 	domestic life areas
That's great to hear. How often do you go to the bank? 	communication
I normally go there once a week to get some cash. 	domestic life areas
How about your monthly bills and expenses? 	communication
I have a specific budget for it. I keep track of everything to avoid overspending. 	domestic life areas
Do you have any savings? 	communication
--------------------	--------------------
Hey there! How have you been doing lately?	communication
Oh, hello. I'm doing fine, thanks.	communication
That's great to hear. So, how have things been going around here lately?	communication
Well, pretty much the same as usual, I suppose.	communication
I understand. Can you give me an example of something you did recently, like related to education or work?	learning and applying knowledge
I haven't done anything recently in relation to those topics, but I did get groceries yesterday.	domestic life areas
Using money to purchase necessary items, that's included in major life areas functioning, right? Where did you get those at?	major life areas
Yes I believe so. It was at the local supermarket around my neighborhood.	major life areas
When	none
--------------------	--------------------
How was your day, how are you feeling today?	communication
Oh, I had a quite tiring day, but nothing stands out as concerning. Going shopping really exhausted me. 	general tasks and demands
Do you go out and shop frequently? 	communication
What are you talking about! I’m amidst the members of the at-risk population for corona virus so many people do quarantine and cannot afford to even go outdoors. So, for myself - necessary health matter pursuits calls for the trips outside.	communication
Fair enough, Taking weekly furlough because of corona could optimize disturbances, Right?	communication
As we assemble aged will experienced pivotal metabolism responsibility methodological approaching. Prefer professionals within apphetizing logistic schedule than dilemmatically	none
--------------------	--------------------
So, how has your weekend been so far? 	none
Oh, it's been well at once as I could direct my taxis quickly and dine easily. 	mobility, domestic life areas
That's good to hear. Are you still comfortable using a checkbook or have you switched to online banking? 	communication, general tasks and demands
Mark forbid a bank's situation ever adequate! Physical check-books may contain help symbols some pause if utilised with knowledge. Conduct quietly they efficaciously manifest significantly diminished clanger of assorted variants to these conditions being postponed settled! 	communication, general tasks and demands
I see, so you're still using a paper checkbook then? How about setting up a budget for your living expenses? 	communication, general tasks and demands
My variation spins tightloose each scheduled upkeep split out disp	none
--------------------	--------------------
How have you been doing lately?	interpersonal interactions and relationships
Oh, not too bad, just trying to manage everything.	general tasks and demands
Is everything going okay in your major life areas activities?	major life areas
Since you ask, I'd say my functioning declines as I just sold my business lately.	major life areas
When did you sell it and how was the process?	major life areas
It was hard to let it go but fortunately sold it last month that helped to make good use of all things I inherited.	major life areas
I hope the transaction proceeded smoothly, were there anything you knew to plan beforehand extensively?	major life areas
Luckily the buyer handled most of the complicated stuff like social security contributions however I and the buyer had agreed on turnovers abd issues.	major life areas
Of course, throwing	none
--------------------	--------------------
Hey! How was your day today? 	communication
It was okay. I had to go to the bank to withdraw money. 	domestic life areas
Which bank did you go to? 	communication
I went to the bank nearest to my home. 	mobility
When did you join this bank instead of another?	none
Oh, I have been using this bank for years as it is closer to my residence. 	domestic life areas
Understand, How did the process for revision went, the wrong charge?	communication
Oh, that bank mistakenly charged me processing fee said that they audit pipeline Fee and recored where Money Errors.You know recently, when I closed my account. They mistakenly still took unreasonable Fees unknown to me.	communication
We all due	none
--------------------	--------------------
How was your day today?	communication
It was alright, just had a busy morning.	general tasks and demands
Oh really, what did you have to do in the morning?	communication
Gotta pay bills and visit the bank to deposit my savings.	general tasks and demands
I see. When do you usually visit the bank to deposit your money?	communication
Every week, around Wednesday or Thursday.	general tasks and demands
And about the bills, how often do you have to pay them?	communication
It differs every month but I usually set a reminder at the beginning and mid-month so I won’t forget the due date.	general tasks and demands
That’s smart. What about your living groceries and rent?	domestic life areas
I transfer the money to the landlord every first day of the month.	general tasks and demands
--------------------	--------------------
Hey, how was your day? 	communication
It has been challenging. I was trying to transfer money from my bank account to another account, but couldn't manage. 	general tasks and demands
Oh, How do you managing your financial matters usually? 	communication
I usually rely on my daughter's support, but today, I thought of doing it myself. 	general tasks and demands
I see. May I know when was the last time you used an ATM? 	communication
Almost 6 months ago, I found it difficult to use and it confused me. 	mobility
Hmm, perhaps there's another approach that suits you better now?	communication
Yes, they want me to open an account online but it seems too compicated to me. 	general tasks and demands
--------------------	--------------------
Hi, how's your day going, how do you spend your time?	communication
Hi, everything's good here. Well, in the mornings I usually do banking to pay my bills and go grocery shopping in the afternoons. 	domestic life areas
Learning from wise folk always help to know so that one can make better decisions or impart them onto future generations. When was the first time you started to use bank services for personal matters?	learning and applying knowledge
That's very true. I started using bank services for personal matters, such as clearing my paychecks for funds and building a savings account through an automatically funded second account since my teenage years. It has played a significant role in our routines calculations with checking balances about twice a month to understand quickly.	learning and applying knowledge, general tasks and demands
--------------------	--------------------
Hi there, how have things been going with you?	communication
Not too bad, thanks. I've been keeping busy with things around the house and running some errands.	domestic life areas
That's nice to hear. I know sometimes managing these tasks requires us to utilize our ability to function in major life areas. Are there particular events that stand out for you lately, in terms of using money or arranging your living expenses, for example?	major life areas
Well, I just paid my monthly rent last week. I always make sure to set aside enough funds from my pension for that at the start of each month. It's important to me to have that budget taken care of.	major life areas
Absolutely. Is there anything else you had to tend to this	none
--------------------	--------------------
