utterances	labels
I usually play dominoes once a week in the local gaming club, and sometimes work with the Stitch and Knit group on vintage quilts two blocks down from this desk.	community, social and civic life
--------------------	--------------------
What have you been up to lately?	none
Not much, just my usual routine.	none
What's in your usual routine?	none
Well, I watch the news in the evenings and go for a walk once in a while.	none
How about during the day? 	none
I don't really have too many events or activities. Sometimes a fellow butterslide with walks in afternoon on basketball road with enjoy beautiful park view.	community, social and civic life
That sounds lovely! When is your go-to time for buttersliding?	community, social and civic life
Oh, whenever basketball driver with cart would arrive as there should be approval carsafety procedures socially mandatory due COVID-19.Also drop by online book club talking which bunches text. 	community, social and civic life
--------------------	--------------------
What do you usually like to do during your leisure time, Ms. P?	major life areas
Well, I'm old and my mobility is not as good as it used to be. But I enjoy listening to music most of the time.	mobility
That's excellent. What kind of music do you like?	none
Mostly classical. But sometimes I prefer soft jazz music as well. 	none
That sounds so relaxing! When and where are you listen to music generally?	none
Usually, I will avoid noise at loud places. But after dinner, when I am in my living room, a CD from my collection with some soothing music changes my thoughts. 	domestic life areas
That is so lovely. Do you perhaps participate to cultural events like exhibition	community, social and civic life
--------------------	--------------------
Friend: Have you been doing anything fun lately?	Friend: communication
Patient: Yes, actually. I’ve been going on walks more often with my neighbors.	Patient: community, social and civic life
Friend: That sounds great! When do you guys usually go?	Friend: communication
Patient: We usually go in the morning around 8am before it gets too hot outside.	Patient: mobility
Friend: And how do you enjoy walking together? 	Friend: communication
Patient: It’s really nice because we get to talk and catch up on each other’s lives.	Patient: interpersonal interactions and relationships
Friend: That’s lovely to hear. What other hobbies do like to do?	Friend: none
Patient: I’ve been learning to knit recently. A friend of mine taught me how to pick it up and it’s really fun.	Patient: learning and applying knowledge
Friend: When do you usually knit?	Friend: communication
Patient: I mostly work on it at	Patient: none
--------------------	--------------------
What activities have you been up to lately? Anything fun or exciting? 	none
Today, I had my weekly meet-up with my friends at the park. We often have a picnic and play some board games.	interpersonal interactions and relationships (participation in community group)
That sounds wonderful! How did you get involved in this community group?	interpersonal interactions and relationships (getting involved in community group)
Well, I knew a few of the members from my church so they invited me to join. 	interpersonal interactions and relationships (joining community group)
It's so important to have social interactions and connections as we age. When do you usually meet or get together with the group?	interpersonal interactions and relationships (importance of social interactions)
Every Friday in the afternoon. You should come by anytime if you want a change of scenery or a game of chess? 	community, social and civic life (participation in community group)
I'd love to join next time! What types	none
--------------------	--------------------
What did you do this weekend?	none
I joined my friends at the park and play petang.	interpersonal interactions and relationships (participation in petang game)
That's great! How often do you play petang?	interpersonal interactions and relationships (frequency of playing petang)
We play petang once a week.	interpersonal interactions and relationships (frequency of playing petang)
That sounds really nice. And do you have any favorite hobbies other than petang?	none
Yes, besides playing petang, I enjoy doing Sudoku puzzles every morning.	learning and applying knowledge (doing Sudoku puzzles)
Oh, that's interesting. When and how do you do the puzzles?	communication (receiving puzzles through email)
The puzzles are sent to me through email every day. I do them after breakfast for about an hour.	learning and applying knowledge (doing Sudoku puzzles)
Sounds like a good way to relax in the morning. Do you have any other activities you like to do with your free time	none
--------------------	--------------------
Do you have any interesting activities that you like to do lately, such as visiting somewhere nice or social-scale events like outdoor concert and games?	community, social and civic life
It turns out not much really, except repacking needle work like knitting wool or unwinding string from embroidery projects. Since sometimes it is all i just want to relax and meet the neighbors so nowadays i prefer devoting much of the sunday to waving gardening tools amongst some flowers with people next door and immediate streets around the building. To keep myself busy.	domestic life areas
How do these activities usually happen? Do you plan them with your neighbors or are they spontaneous gatherings you enjoy?	interpersonal interactions and relationships
Oh, i will normally give give series messages or notices every one in block in before starting busy work at	communication
--------------------	--------------------
What did you do yesterday, Pauline?	none
Hmm, let's see. In the morning, I woke up quite early and went to the nearby park for a walk.	mobility
Oh, that sounds nice. Did you go alone?	interpersonal interactions and relationships
Yes, I did. Sometimes, I come across my neighbors, we say hi, but they have different schedules. Today, I didn't see anyone - as usual-	interpersonal interactions and relationships
I see. After the walk?	none
Then I did some gardening, making sure the bushes are tidy - they are quite tall at this time of year.	domestic life areas
That's really active. Did you continue with something else keeps you active in the last while?	none
Not exactly -since most	none
--------------------	--------------------
Hi, how was your day today?	interpersonal interactions and relationships
It went well, thank you. 	interpersonal interactions and relationships
Did you do anything interesting or go anywhere today? 	interpersonal interactions and relationships
Yes, In the morning I went to the senior center for chess club. 	community, social and civic life
Sounds fun. How often d o you go? And do you go alone or with friends? 	interpersonal interactions and relationships
I try to go every Monday. Bob, who is a member of my chess club, always drops me off at the senior center. 	community, social and civic life
Great. Do you have any favorite handcrafts or hobbies? 	leisure and recreation
Besides chess I like doing crossword puzzles. 	leisure and recreation
That’s great. Aside from your regular events and clubs do you attend any other types of	none
--------------------	--------------------
Hi! How was your week, Bill?	none
Not bad, thank you. On Tuesday I joined Bob to play chess. 	interpersonal interactions and relationships (playing chess with Bob)
That sounds interesting. Do you play with Bob every week? 	interpersonal interactions and relationships (playing chess with Bob)
Yes, normally we meet on the first Tuesday of every month at the local community center to play, but last week, we had to postpone it until Tuesday afternoon. 	community, social and civic life (meeting at the local community center to play chess)
Do you usually spend much time there whenever you attend?	none
Yes, we normally spend at least a full hour matching against each other’s skills. 	none
That's great! Do you also involved in other activities besides playing chess?	interpersonal interactions and relationships (hanging out with friends to play bridge)
Yes, occasionally I hang out with my friends to enjoy an outdoor afternoon playing bridge.	community, social and civic life (playing bridge outdoors with friends)
--------------------	--------------------
Hi there, how are you today?	communication
I'm good, thanks. How about yourself?	communication
Pretty good! What have you been up to recently?	communication
I've been keeping myself busy. I visited the art museum yesterday.	community, social and civic life
That sounds really nice. How did you enjoy it?	communication
It was a great experience. I saw beautiful scenery and learned about many stories according to history thanks to the guides there. 	learning and applying knowledge, community, social and civic life
That sounds interesting. How did you go about planning the trip and getting there?	community, social and civic life
Oh, it was actually part of an organized group trip, which was helpful for me and others, given this could makes possible having the intensity actually to enjoyment museum entirely. That arrangement of course was	community, social and civic life
--------------------	--------------------
How was your week, anything new you would like to share with me?	interpersonal interactions and relationships
Well, actually a few good occurrences were happening in last couple of days.	interpersonal interactions and relationships
Greate, please tell the most amazing recall from those occurrences to me.	interpersonal interactions and relationships
A year ago our current neighbours threw a farewell evening-for-two function for the former retired coca-cola sale representative who used to live in our area along with his fiancée. So, exceptional theatre themed farewell.	community, social and civic life
To what kind of occurances are you refering as and exception in this event?	none
All of them Liana which made overall joy of the evening among residents feasible such sense gratitude for being a living so incredible society. Since now, theatre put up	community, social and civic life
--------------------	--------------------
How has your personal functioning in the community been lately?	community, social and civic life
I meet with my neighbor's widow and we go grocery shopping together every week.	interpersonal interactions and relationships
That's a great activity to stay connected with your neighbors. How often do you two go?	interpersonal interactions and relationships
Every Thursday morning is made available for senior citizens.	community, social and civic life
Does the event offer a wide selection of goods?	none
With required mark ups for variety purposes we still buy necessary items each time.	domestic life areas
Have you noticed many people going during these sessions aside from your newly met befriended neighbors?	community, social and civic life
Neighborhood services advertises them frequently in flyers through the regional Senior Community Center regarding distant programs while charity elegeant golf events pitch later the gen before a gala concert perter	none
--------------------	--------------------
Hi! How are you today?	communication
Oh, I am feeling all right, thank you for asking.	communication
Did you hear anything from the local senior center recently?	community, social and civic life
Yeah, actually, I am looking forward to drop in by there again.	community, social and civic life
Oh really? When and how?	communication
Every Monday from 1-4 pm, Fred gives a introduction to philosophy class right after lunch on those days.	learning and applying knowledge
Sounds amazing! How attending classes is a part of community, social, and civic life for you?	community, social and civic life
Joining like-minded folks has allowed me to share my experience, encouragement,and, most we all learnt your things now. It made delivering week and discuss skills such effective teamwork all within	community, social and civic life
--------------------	--------------------
How have you been keeping yourself engaged lately?	community, social and civic life
I have been visiting my neighbours and chatting with them.	interpersonal interactions and relationships
That sounds pleasant. When do you usually do this?	interpersonal interactions and relationships
I usually drop by their house in the evening after having my tea.	interpersonal interactions and relationships
Nice! Do you do any other communal activities?	community, social and civic life
Yes, our community had an event recently at the local hall, to celebrate a traditional festival. I attended it.	community, social and civic life
Oh, which event was that?	community, social and civic life
It was the annual festival held by the community to mark the success of the harvest. The event is called the tambrahm ablution turmeric bath - one of the Custom of harvest festival.	community, social and civic life
Interesting! Quite a traditional customs	none
--------------------	--------------------
So, how have you been doing lately?	interpersonal interactions and relationships
Oh, just the same old. Just been keeping up with my garden.	domestic life areas
Wow, that's impressive. When do you usually tend to your garden?	domestic life areas
I often go pick weeds in the mornings, as to not be out in the hot sun.	domestic life areas
How many different types of plants do you have in there?	domestic life areas
Well, let's see, I have some roses, tomatoes, zucchinis rounds, cilantros, lettuce, and a variety of sweet sinap glowers : 	domestic life areas
That sounds delightful. Do you often host and show your prize monthly efforts You know it, Jan come over whether one wants it or not and share same	interpersonal interactions and relationships
--------------------	--------------------
Hi, how have you been?	communication
Hi, dear! Through social chit-chat I enjoy my community these days.	interpersonal interactions and relationships
Oh, that's great to hear! How do you spend time in social conversations?	communication
Sometimes my group speak in charity programs, they talk about magic beans, love potions, Harry ...	none
Right. Which time of the year does your church get activethe most socially? Is it rhythmic within all year?	community, social and civic life
Absolutely! Especially summer weeks and mornings makes others more introspective.	community, social and civic life
What days We entertain peopleto signify joyous times We recallhappy memory entertainingbig family get together clean games ...	domestic life areas
That sounds lovely! We used divers thoughtsmeet up and do brainstorming soup and	none
--------------------	--------------------
Hi, how have you been feeling recently?	communication
I've actually been doing pretty well, thanks for asking.	communication
That's great! Can you tell me a little bit about what you've been up to?	communication
Sure, one thing I've started doing recently is going to the weekly pancake breakfast at my local community center. It's a great chance to get out of the house and meet some new people.	community, social and civic life
That sounds like a lot of fun! When does the pancake breakfast happen?	communication
It's every Saturday morning at 8:00. I try to get there early so I can pick a good spot.	community, social and civic life
How long have you been going there?	communication
Maybe about three months or	community, social and civic life
--------------------	--------------------
Hi there! How was your day in the care home today? Anything exciting happen?	interpersonal interactions and relationships
Oh yes, there was this fantastic concert in the activity hall. Every month, they host live music for us and it's incredible.	community, social and civic life
That sounds wonderful! Who was performing this time?	interpersonal interactions and relationships
A local jazz band played for us, and they were amazing. Even though I don't know much about jazz, I definitely enjoyed it.	community, social and civic life
That's great to hear. When do these events usually happen?	community, social and civic life
The director told us that we can expect a different sort of entertainment each month on every third Sunday, right after lunch.	community, social and civic life
Do you ever engage in any community problem-solving activities such as discussing environmental issues?	community, social and civic life
--------------------	--------------------
How are you feeling today, partner?	interpersonal interactions and relationships
I'm doing pretty good today. How about you?	interpersonal interactions and relationships
Everything’s great on my part too. So, what did you do for the squad since the last time we saw each other? 	interpersonal interactions and relationships
Well, I donated blood two weeks ago. 	community, social and civic life
That’s great! Where did you go for it?	community, social and civic life
I searched for donor banks and registered on this app. As soon an urgent requirement arrives, they inform with detailed meeting spot info. 	community, social and civic life
Thats interesting, do u you plan to go again anytime sooner?	community, social and civic life
Yup, they pinged me for next month end on this app.I suppose higher impact quaran routine is sustaining unaffected, because there	none
--------------------	--------------------
Hello there! How's your day going?	communication
Well, hello there! It's been going okay. Just staying busy.	communication
That's good to hear. Have you done anything interesting recently?	communication
Hmm, not anything too crazy lately. I did, however, attend a Sunday worship service at my church.	community, social and civic life
That sounds nice. How often do you usually attend service?	community, social and civic life
I try to go every week; it's important to me to stay committed to my faith, and that includes participating in community spiritual events.	community, social and civic life
Absolutely, what did you listen to?- any particularly inspiration speechnews ?	communication
Sure. Last week we had a wonderful sermon discussing how passion is the cornerstone to success and more important where	learning and applying knowledge
--------------------	--------------------
