utterances	labels
Actually, for about two months or so. Gradually it began to appear periodically; however, unfortunately these days are preventing me from spending as much tike with my grandchildren.	major life areas
That does soungard really worrying. Are there movements or aids which reduce and assuage you down prolonged discomfort in these awkward Sitemap posture free samplesor positioning's?	mobility
yes, thankfully there are are still aids that	none
--------------------	--------------------
What do you do on a typical day?	major life areas
Oh, nothing much. Just get up from my bed and brush my teeth.	self-care
Does going through your morning routine affect your mobility?	mobility
Well, sometimes I get really dizzy and stumble a little.	mobility
Do you ever experience difficulties going up and down stairs?	mobility
Oh, stairs are a nightmare. I have to take them one step at a time.	mobility
And what about walking around your house?	mobility
It can be frustrating. When my arthiritis is really bad, I have difficulty walking too long.	mobility
Do you ever go out and take walks to relieve some stiffness?	mobility
No, my doctor recommended me against it. She worries	none
--------------------	--------------------
How was your day yesterday?	communication
It was good. I didn't have any issues with my mobility.	mobility
That's great. Did you go out or stay in?	communication
I had to go out for a doctor's appointment.	mobility
No problems with getting there?	communication
Actually, I had some difficulty going up the steep curve on the sidewalk.	mobility
Is this a regular problem that you face when outdoors?	communication
Yes, particularly when I have to use the walker on wet or slippery surfaces.	mobility
What about traveling by public transport? Do you find stairs difficult?	communication
Yes, obviously I prefer to use escalators whenever possible. If not, then an accessible lift.	mobility
And a curvy	none
--------------------	--------------------
How was your day today, what did you do?	none
Not very well, I was exhausted after laundry. The pain made me move slowly also because of nagging issue around my knee during moves.	domestic life areas, mobility
That doesn't sound good. Could you tell me more about when you feel pain?	communication
It feels stressful outs our appearance, mainly when walking each time.It feels worse clicking sounds add my knee hurts.We ypechatmessage as fast with left lefted my arm upper recently.	mobility
I’m sorry to hear that. In for doing household chores like laundry when walking ,string containers or standing bother you?	domestic life areas, mobility
Everyday things like talking across just a very short started stooping not on one occasion also the sidewalk looks	mobility
--------------------	--------------------
How do you usually move around the house, P?	mobility
Well, usually I walk slowly using a stick to support myself due to weakness in my legs.	mobility
Do you find climbing the stairs outside difficult at times?	mobility
Yes, I usually tire out after few minutes and have to take a break.	mobility
How about stairs inside the house ?	mobility
I live on the ground floor and we don't have any stairs, so I don't need to use them.	mobility
Do you feel confident when walking outside? Do you maybe scarf put off certain attributes didn't have everything you need?	mobility
Yes, there times go-and I need to take very small additional fall or hitting an obstacle so mindful very possible stop feeling	none
--------------------	--------------------
How has your day been so far?	none
Oh, hello there. It's been alright I suppose. 	interpersonal interactions and relationships
How is your mobility going nowadays?	mobility
Getting from places to places is a bit of a hurdle because of the slight imbalance, but not doing certain mobility actions could desensitize unused parts eventually, no? 	mobility
Yeah, that makes sense. What kind of daily movements do you find most challenging?	none
Is walking even the slightest uphill to catch the bus anymore -is also embarrassing at best. No rigorous slopes either eg. subway pedestrian roads inorder to locally tread uphill; thus whenever possible, electric go-carts upped-my life. I 	mobility
Electric go-carts, cool, have it replaced	mobility
--------------------	--------------------
How was your day?	communication
It's been busy.	none
What kind of activities did you do today? Can you give me an example?	communication
Well, I usually start my day by walking from my bedroom to the kitchen to make breakfast.	mobility, self-care, domestic life areas
Do you use any assistive devices while walking around your house?	communication, mobility
Yes, I use a cane to maintain my balance.	mobility
That's great. Do you need any assistance in cooking or doing household chores?	communication, domestic life areas
I can handle most tasks, but going up and down the stairs, I may need assistance with sometimes.	domestic life areas, mobility
That's no problem. When else do you use your cane besides walking around the house?	communication, mobility
I take it with me when	mobility
--------------------	--------------------
Do you usually walk to the store nearby?	mobility
Oh yes, I usually walk there by myself around 11 am.	mobility, community, social and civic life
How long does it take you to get there?	mobility
It takes me around 10 minutes depending on how fast I walk.	mobility
Do you have any difficulties with walking there completely?	mobility
It’s not too bad. Although sometimes the stairs at the end of the street is challenging for me.	mobility
How often would you say you have difficulty?	mobility
I find myself struggling with them about twice a week recently. I think my body is still adjusting as I didn’t use to have too difficult a time.	mobility
Is it possible that assisted mobility like a cane would help you climbing up	mobility
--------------------	--------------------
How is your day, did you do anything fun today?	communication
Oh, hello. My day has been alright, but you know I'm an old sofa potato I don't go much. Of course, sometimes I have to do some walks to go to the grocery store. 	general tasks and demands, mobility, domestic life areas
That is great, how long does it take you to get there? 	communication
20-25 mins ardcomlete wrist structurey'm slow now.	mobility
I understand. And how about going up and down the stairs or curbs?	mobility
Ah, we use the elevator instead of fllood aevents of fur yoursw on enterwer eyeshse here, it's more spponiumching [switch to short stairs or ste	mobility, communication
--------------------	--------------------
Can you tell me more about your typical routine? 	none
Well, I usually try to get up around 7-8 in the morning to start my day. 	general tasks and demands
How do you usually transfer to get out of bed?	mobility
Most of the time, I am able to swing my legs onto the ground and stand up. Sometimes when I am feeling stiff, I use a grab bar on the bedside to stand. 	mobility
What about getting dressed? Are there any difficulties?	self-care
Putting on my pants is tough because of my knee. But after a bit of a stretch, I am able to get dressed alone 	self-care
Do you like taking walks?	community, social and civic life
Yes, I find them refreshing, I use	mobility
--------------------	--------------------
How are you feeling today?	communication
Not so good, my back is really bothering me. 	self-care
I'm sorry to hear that. How is your mobility at the moment?	communication
Well, I can still get around, but it's been more difficult lately.	mobility
Is it [mobility difficulty] an issue throughout the day or only at certain times? 	mobility
Activitiies like going up the stairs are extremely challenging all the time. 	mobility
Right, is it frequent that you need to pau or take rests furing one of these [mobility function] events?	mobility
Going down, actually.I cnt seem ristance while ssteering down..With the wheelchair, bumps makes the depression poignant	mobility
--------------------	--------------------
Hello, how have you been doing recently, John? 	communication
I’m good. Just trying to maintain, you know how it is. 	none
I hear you. Listen, tell me about your day and any mobility events that took place. 	communication
These knees… *laughs* … I got a portable out here roller and some pain in them bones – sometimes it's harder because stairs get up steeper, sometimes the doorways gets thinner	mobility
That sounds tough. Can you tell me about what happened today?	communication
Well started with the ramp taken pet the door end up garden stayedd there all morning birds and tomato chats. Allowing a doorway roller plus got me some drinking refreshing at da store near the	none
--------------------	--------------------
Can you tell me a little about your daily life? 	communication
Oh, just gets a little difficult when it comes to moving around. 	mobility
Why is that?	communication
Well, I struggle with going up the stairs. 	mobility
When do you have to use the staircase most frequently? 	communication
Mostly, just to go to my bedroom.	mobility
How long has it been difficult to climb?	communication
For the last few weeks	mobility
Do you have difficulties with the downstairs flooring any time?	mobility
No, I can mostly maintain balance	mobility
And is there anything else understandably difficult currently ? 	general tasks and demands
Hmm, using my self-propelled wheels.	mobility
--------------------	--------------------
