utterances	labels
It took me a while because my knee joint persisted pain from standing too much, and plus it was a bit swollen in the morning.	mobility
I see; what motions were difficult to do?	communication
Bending my knee made it tough, which I have to do once to safely get off of the bed and when I walk over the handhold under the ceiling row	mobility
--------------------	--------------------
What kind of activities do you usually do at home that involve movement?	domestic life areas
Well, I like to garden in the yard when the weather is nice.	domestic life areas
That's great! What type of movements do you perform when gardening?	domestic life areas
I often have to crouch down to fully engage with the soil, and I use a lot of upper and lower body strength to lift heavy things like bags of soil.	mobility
Do you need to use any tools to assist you with your gardening?	domestic life areas
Yes, when the yard requires significant upkeep post-autumn there are a lot of leavesstemsagave spikes all interconnected in bundles that the typical landscaper's bag would hardly accomodate Any Wheelbarrow has the tandem balance not to	none
--------------------	--------------------
How was your day, have you done anything exciting recently? 	interpersonal interactions and relationships
Not really. usual daily thing. 	none
Any physical activity, going out for a walk maybe? 	mobility
No, not recently. 	none
do you go out for shopping often? that at least requires a bit of walking and carrying grocery bags.	mobility
Yes, maybe once a week. but I usually ask before going if some relatives needed anything. Carrying grocery I cannot perform anymore in my age. they do it themselves. 	domestic life areas
understandable! lifting grocery requires strength. do you often ask up to lift other heavy things?	none
seldom but if things only needs lower trunk movement could still do it., lifting box of books	mobility
--------------------	--------------------
What do you usually do before breakfast every morning?	self-care
I try to sit on the living room chair and lift my feet from the ground using my hand.	mobility
And then?	none
I take my therapy weight which looks like a can and lift on slow motion over my head with left then right arms.	mobility
What about before you sleep at night? Do you do bed mobilization?	self-care
Yes, I kind of stand desk beside my bed putting pressure on whichever side is pull of strongly.	mobility
And how about during the day? Is it preferably standing or lifting yourself up but using something to lean on?	mobility
Oh, I need to stand grab the walking helper and push wondering till for tires. Different roads amount	mobility
--------------------	--------------------
What did you do today, sir?	major life areas
I watered the flowers in my granddaughters' courtyard.	domestic life areas
That's great, How did you manage to carry the watering can? 	mobility
They are only small flower beds, so I could lift and pour quickly and easily.	mobility
How do you usually handle your laundry and grocery shopping?	domestic life areas
I use a trolley to carry my items from the store to my decision. And I assign a caregiver or family member now to handle my washing.	domestic life areas
Do you have your special ways when you water flowers in your own garden?	domestic life areas
I installed a drip irrigation system using this rubber facata for cleaning. 	domestic life areas
Is there an affordable	none
--------------------	--------------------
What did you do today, Ms. Anderson? 	major life areas
Well, I woke up and relocated myself from the bed to the couch. 	mobility
Did you feel any difficulties transferring? 	mobility
Not really, I did it some minor pain. 	mobility
How often would you relocate? 	mobility
Often, like ingevery 3 to am4 hours, giennally speaking. 	mobility
Do you move anything while you relocate yourself? 	mobility
I move a couple of pillows with me to support my back. 	mobility
How about standing and walking around? Tell me a bit? 	mobility
It hurts more when stand and walking. So not often, no longer walk strength! Very hard thereftar on	mobility
--------------------	--------------------
What did you do today? 	none
I did some gardening earlier in the morning. 	domestic life areas (gardening)
Oh, that sounds nice. How was it? 	interpersonal interactions and relationships
Weeding wasn't too bad, just a lot of bending and pulling. But scrubbing the dirt off the patio was tiring. 	domestic life areas (gardening)
Do you often do physical activities like that? 	none
Yes, gardening weekly and including a walk everyday. 	mobility
Great to hear, do you feel any difficulty with movements cycling or paddle-boating like before? 	mobility
Afraid I haven't though handles in towel dispensers or jar lids sometimes give me trouble. 	mobility
Wow! It's great you're still regularly get moving activities like creating a	none
--------------------	--------------------
Can you tell me about something that you do every day which involves moving your body?	mobility
Well, I take a walk in the morning.	mobility
That's great. How far do you walk and for how much time do you usually walk for?	mobility
I usually try to walk for at least 20 minutes in the neighborhood even if it hurts sometimes.	mobility
That's impressive. Do you take breaks during your walk or walk steadily through its duration?	mobility
I try to walk steadily as continuous sparing walks are theoretically and practically promising and will positively vent my mood.	mobility
That's good to hear. Do you find walking helpful in getting things done during the day or does it cause pain that is immobilising and prevents independence	general tasks and demands
--------------------	--------------------
How was your day yesterday, did you do anything interesting?	none
Well, I did some lifting in the morning. I had to carry couple bags of plants to the garden.	general tasks and demands (lifting)
That sounds nice. Do you do lifting often?	none
Not necessarily. Sometimes I carry little grocery bags but my bags yesterday were quite heavy.	general tasks and demands (carrying grocery bags)
Did you have any difficulty lifting the bags yesterday?	none
Oh, it took me a little longer to prepare for the lift. I made sure my feet were placed in proper position to prevent a fall. 	mobility (preparing for lift)
That's a good safety precaution. Did you have any mobility events in the afternoon?	mobility (mobility events)
Yeah, I enjoyed kicking a ball in the street with our neighbor’s children a	community, social and civic life (playing with neighbor's children)
--------------------	--------------------
How's your day going, P? Are you feeling okay?	interpersonal interactions and relationships
Yes, I'm doing well, thanks for asking.	interpersonal interactions and relationships
Have you been able to stay active? Can you move around easily?	mobility
Sometimes it's harder than other days, particularly when I have yard work or need to lift things.	mobility
What seems to be difficult for you when moving around?	mobility
Mostly lifting and carrying things like groceries or packages from the store. 	mobility
When does that happen the most? Do you walk with your groceries or drive?	mobility
I'll either walk over if it's nice out or drive if I have a lot to bring home.I've noticed it gets difficult getting heavy items from the car out and inside	mobility
--------------------	--------------------
How has your day been so far?	interpersonal interactions and relationships
Oh, just okay. 	interpersonal interactions and relationships
I’ve noticed that you’re carrying bags. Do you do that often? 	interpersonal interactions and relationships
No, I try not to, but unfortunately, I had to go grocery shopping for the week. 	domestic life areas
How do you cope with carrying multiple bags upon returning all home? 	domestic life areas
I need maximize transport objects all of my extremeties rellying particularly one using fingers one by one.At current situation of limiting being risk for possible bone fracture,RISK is preference limited balanced at adaptative ability is very slowly. But ijust because i consider repetitive safety.I merely arrange my stuff continuously until I transport once.	none
--------------------	--------------------
Have you been doing anything interesting lately?	major life areas
Not really, just trying to keep myself active.	general tasks and demands
Any movements in particular that you're forced to do multiple times in a day?	mobility
Well, walking up and down my stairs would rank high up there!	mobility
How is your balance while walking on the staircase? 	mobility
Fairly good but realizing that my hands play a great role particularly while gripping onto the staircase railing, in preventing unnecessary turns or overly steep steps. 	mobility
When forget things Once in a while? It's natural as nobody's spot-on perfect in functioning. 	learning and applying knowledge
Agreed almost all I supposed people do that increasingly as they get older.Never forget dates an appointments though but memory problem jogging	learning and applying knowledge
--------------------	--------------------
Can you tell me a bit about your day, and what sorts of activities you participate in?	major life areas
Well, I wake up and start the day slowly. After breakfast, I usually start getting ready.	self-care
In what ways do you need to adjust movement when getting ready for the day?	mobility
Well, there's getting dressed, brushing my teeth, putting in my inserts, and finding my shoes all important tasks. That can take a while and the tasks can vary in mobility challenge....	self-care
Do you walk usually, then, or how do you mostly get around?	mobility
Normally I take a walkup it done while sanitizing stuffs because bathup environment also is quite unbusy and harbor dust have soiled cat hairs	none
--------------------	--------------------
What are some daily activities that require mobility for you? 	mobility
Getting up from bed and walking to the bathroom in the morning. 	mobility
When you're walking from the bed to the bathroom, do you feel any pain? 	none
Yes, my back hurts a lot when I walk and change position. 	mobility
Ah, that must be difficult to deal with every day. Do you use something to help support yourself, like a cane or a walker? 	mobility
Yes, I use a cane to balance myself. It helps a bit but doesn't alleviate all the pain. 	mobility
I see. Are there any activities that are particularly easy or don't cause great discomfort?	none
--------------------	--------------------
Hi there! How have you been? 	interpersonal interactions and relationships
Well, as good as elderly coulde be. 	major life areas
Right! Can you tell me about your mobility events of the day? 	none
Sure. 	none
What comes ahead to dress or undress yourself every day? 	self-care
Normally, I tend to do so after woke up, and I pick out each 	self-care
Because my movement it not fluent enough, I seldom hurry. 	mobility
So do gardening interests you as alot nowadays? 	none
rephrase Have you had the chance to do any gardening yesterday That involves watching and planting little plants in, special equipments that needed or may torn What kind? 	none
--------------------	--------------------
So, how have you been doing today?	communication
Oh, I've had busy afternoon so far. But overall, I'm feeling good. Thank you for asking.	communication
Great! What were you up to this afternoon?	communication
I had some errands to run at the grocery store. I had to do some lifting throughout shopping, especially for selecting fruits and veggies. Towards the entrance, I also had to carry some shopping goods. 	domestic life areas
I see, have you been finding it difficult to lift and move objects recently?	mobility
Yes, more often than not. It can be especially noticeable when putting groceries away.	mobility
Right, can you specify what causes shoulder joint pain on lifting devices however heavy demands end assistance?	none
--------------------	--------------------
Do you walk around a lot during the day quite a bit?	mobility
Yes, I do a lot of walking during the day.	mobility
When do you usually experience difficulties with your mobility?	mobility
Sometimes I have problems when I have to walk too much when I go grocery shopping.	mobility
How long do you walk on average during grocery shopping?	mobility
It depends on the store, but usually 30 to 45 minutes on foot.	mobility
Do you have a problem climbing the stairs in your house?	mobility
Yes, it's not easy for me, I have to control the movements a lot.	mobility
How many floors does your place have? 	mobility
Not too much, only one staircase, but a relatively	none
--------------------	--------------------
