utterances	labels
I've been managing, trying to stay busy. 	general tasks and demands
That's great to hear. What sort of things do you do in a typical day? 	major life areas
Mostly rest, but I make sure to do some self-care every day as well. 	self-care
What sort of self-care tasks do you do regularly? 	self-care
Well, I try to stick to the basics like washing myself and eating healthily. 	self-care
That's great, and do you ever have the opportunity to do some more specialized self-care? 	self-care
I do skincare at least twice every day. 	self-care
When do you do that exactly and how does it help?	self-care
Usually	none
--------------------	--------------------
How's your day going?	none
Oh, good. Just taking it easy.	none
Have you been keeping up with your self-care?	self-care
Yes, but certain things have been a little difficult.	self-care
What do you mean?	none
Well, I've been having difficulty cleaning myself every time I use the toilet.	self-care (domestic life area)
How so?	self-care (domestic life area)
It's hard to get back there and reach everything. Sometimes, I find myself struggling to clean it properly.	self-care (domestic life area)
When does this usually happen?	none
Whenever I go to the toilet.	self-care (domestic life area)
Okay, let's plan on making it easier. Have you considered using wet wipes or a bidet?	self-care (domestic life area)
No, I've never thought about that. Would	self-care (domestic life area)
--------------------	--------------------
So, how have you been lately? 	interpersonal interactions and relationships
Just alright, thank you. 	interpersonal interactions and relationships
Can I ask you a question about your daily life, if you don't mind? 	interpersonal interactions and relationships
Ah sure, fire away. 	interpersonal interactions and relationships
Alright, I just wonder... when do you normally go take a biobreak? 	self-care
Oh uhm, in the morning usually after breakfast... and then I'll go a few more times throughout the day. 	self-care
OK, I see. And how about needing your tailor-made papers during MenoMac and Popping pills PT sessions dressing-the-newfoot manicure walkathon al-fresco-style? 	none
What?… ... ... I’m sorry darling, But it's	none
--------------------	--------------------
Hey, how are you doing today?	communication
I'm alright, just a bit tired. 	communication
Did you have a good start to your day so far?	communication
Yeah, for the most part. Just remembering to take care of myself.	self-care
What do you mean by that?	communication
I mean things like restroom breaks. I usually take one mid-morning.	self-care
How often do you need to use the restroom during the day?	self-care
Just the once, usually around 10:30 a.m. It's become my routine.	self-care
And after you go to the restroom, how do you take care of yourself?	self-care
I make sure to always wash my hands carefully and sanitize after going to either	self-care
--------------------	--------------------
How have you been doing lately?	interpersonal interactions and relationships
Oh, not too bad. Just trying keep up with things.	general tasks and demands
That sounds awfully tiring. Have you been able to take care of all your daily self-care activities?	self-care
Well, I do alright by myself. Although certain activities. . .sometimes become a tad difficult.	self-care
What kinds of activities is the patient thinking of here?	none
Sometimes, the most private things, you know, it takes longer than in the past or it starts hurting.	self-care
Are you trying any special procedure or treatment?	general tasks and demands
I get some treatment once in a while and taken certain medication which helps me, however I usually try other treatments first If the same approach did wonders previously	general tasks and demands
--------------------	--------------------
Do you usually have any issue taking care of yourself recently?	self-care
Recently, it's been getting hard for me to clean myself after toile- you know what I mean .	self-care
Of course, cleaning up after toileting. When does this usually happen? 	self-care
During the afternoon when I pee more frequently than other periods of the day.	self-care
I see. Could you perhaps hand me wet wipes, shaving cream, and disinfectants state sometime works best 	self-care
Around 3 PM feels like works for me.Would that help? 	self-care
Definitely. Anything besides mood changes from uncleanliness that you noticed?	self-care
Actually, Cauthvery owness feels achy where wiped just quarter-hour precisely aft	none
--------------------	--------------------
Hey, what did you do today? 	communication
I’ve several things to manage by own, just as similar to another day. 	general tasks and demands
Alright. Did you have any practice with selfcare? like which ones? 	self-care
Well, same procedure applies like everyday. Like one every morning, any foreseeable cycle next thing thereafter. 	general tasks and demands
Oh, I see. Health is important, and taking care of yourself must feels great… When it comes to pooping and peeing, do it painlessly or have Any support for it? 	self-care
Glad, it ultimately passed straight regularly. Seat lifted as timed, urinating upfront into the into toilet paper.	self-care
Outlook directs having on from dear occupancies chest of drawers dealing	domestic life areas
--------------------	--------------------
Hey there! How’re you doing today? 	none
Just struggling to get around lately.	mobility
Struggling? Is there anything on your mind in particular? 	none
Sometimes, even washing and combing my hair feels like an insurmountable obstacle. 	self-care
Oh no, I’m sorry to hear that. Do you need any help? 	none
Well, I need help doing most bathroom activities, pretty much anything from using the toilet to cleaning myself thoroughly afterward. 	self-care
Really? Do you remember when these issues started occurring and why? 	none
I hadn't initially disciplined or prioritized various functional muscle lengths of character during my youth! So my self-care sessions remain times when hardest things challenge my	none
--------------------	--------------------
How have you been, how's your day?	interpersonal interactions and relationships
I'm doing fine today, but I have been struggling with my daily self-care routine lately.	self-care
What do you mean by that?Tries to question moreFancy	communication
Well, my recent heart health diagnosis I discussed last time qualified me far lessen mobility of balancing adequately which does make executing any self-care activity—even brushing my teeth—which immense efforts clear involving lots of strain if diligently sought	self-care
That must be so hard, have you contacted your primary caregiver about that?	interpersonal interactions and relationships
Yes, Yes I sent up a consult for mobility aids, and when hand operated daily and longtime-use types be not feasible wheelchair potential along guideline’ll substitute fine entirely or revise parts	mobility
--------------------	--------------------
Hey, how are you feeling today?	communication
I'm feeling well, thank you for asking.	communication
Can you tell me about your daily life and routine?	none
Well, sure. I wake up early in the morning and take a bath.	self-care
That's good to hear. Do you face any difficulties in bathing alone, like balancing the soap or holding heavy objects?	self-care
Fortunately, no difficulties here.	self-care
That's great. Could you describe how you managed cleaning during your menstruation cycle? Did you experience any discomfort or difficulty while sitting on the toilet?	self-care
Oh, I have no problems there either - it totally depends on the volume of menstruation for how often I need to change and routine normal cleaning	self-care
--------------------	--------------------
Hi there! How has your day been so far? 	none
Hello! I had a pretty good day. 	none
That's great to hear! Can I ask you how are you with your daily self-care? 	self-care
I manage on my own pretty well for commencing activities just okay today was great. 	none
That's good to hear! Can I more details like when and how you manage yourself for cleaning menstruation for example? 	self-care
Every month regular bleeding nine years we’ve got an alarm set-up so chances process along just perfectly. As usual. 	self-care
That sounds organized! for urinal problem, Can you manage going to the washroom to pee during day timeframe? 	self-care
--------------------	--------------------
How has your day been so far? 	none
Oh, it's been alright I guess. Just a bit exhausting. 	none
I understand. Do you feel comfortable talking about self-care events? 	self-care
Yes, I don't mind. 	self-care
That's great. So, when do you usually clean after toileting? 	self-care
After I am done. If I notice anything resembling leaks afterwards unless I have proceeded using incontinence previously on that day. 	self-care
I see. On that sort of day, is cleaning different compared to the previous days? 	self-care
No, not always especially if leak stopped.	self-care
How about menstruation? How would you deal with that? 	self-care
--------------------	--------------------
Hi there, how have you been doing lately? Is there anything that you would like to share with me about your daily routine?	interpersonal interactions and relationships
Oh hi! I'm just taking one day at a time. Well, my daily routine hasn't really changed very much except fientymin different lately especially when it ctreomore dtoad self-s2ye.oeyejfeiwf imiprmouniry out.	none
Sorry it seems randomising occurred.	none
--------------------	--------------------
How are you feeling today?	communication
I am feeling much better after a good night’s sleep.	self-care
That's great to hear! Have you been managing your self-care tasks alright?	self-care
Yep, I have.	self-care
How have you been cleaning yourself after using the restroom?	self-care
I use toilet paper	self-care
After defecation, if resistance constantly scorches your erogenous zone with toilet tissue irritating surrounding skin do try folding tissue sheets simpler moreover thoroughly clean!	self-care
I see, thank you. How about menstruating period? Do you feel comfortable handling it?	self-care
To be honest, no. I have trouble gripping and manipulating small items like padstampons	self-care
--------------------	--------------------
How is your day going so far?	none
It's been alright, nothing much happening though.	none
I was wondering if we could talk about your everyday life a bit. Would that be alright with you?	major life areas
Of course, I don't mind as long as it's not bothering you.	interpersonal interactions and relationships
No, not at all! Now, let's start with something basic. How often do you go to the bathroom during the day?	self-care
Well, I drink a lot of water, so I pee frequently. I'd say at least six times.	self-care
That's regular. And about pooping?	self-care
I go around twice a day, once before breakfast and immediately after	self-care
--------------------	--------------------
How was your weekend, have you done anything interesting?	interpersonal interactions and relationships
Not much at my age, just tried to get through the day.	major life areas
Well, I hope things are going well with you in general. 	interpersonal interactions and relationships
Oh, everything is fantastic, at least as best as they can be given my current situation.	major life areas
What do you usually like to do on your usual day being indoors? Does toileting regularly take place? 	self-care
Yes, setting up and scheduling diaper changes has pretty much becomes my routineI have books and cross-stitch projects that I'm working on. It's just difficult getting to them sometimes outside the timing windows. 	self-care
That makes sense, that sounds like	none
--------------------	--------------------
How was your day today?	communication
Oh, it was busy! Just finished my exercise routine to keep me healthy.	learning and applying knowledge
That's great to hear that you're taking active steps to care for yourself! How about other self-care events like using the restroom, how has that been going for you?	self-care
Ah yes, those too. Usually every morning I go for number 2 soon after having tea. Pretty regular you know!	self-care
Oh, so it occurs in the morning after breakfast. Do you notice if you ever have any bowel-related issues or discomfort?	self-care
Well, my bladder is not so good but irrigating daily helps me with frequent UTIs. But good thing every restroom activities are under control.	self-care
--------------------	--------------------
Do you experience any difficulties in terms of bathing?	self-care (self-care - domestic life areas)
I do self-care in the bathtub for my cleanliness. I require somebody's help as getting in and out of the bathtub has become tough for me because of my age	self-care (self-care - domestic life areas)
Oh, that makes sense. What about brushing your teeth. How did it go?	self-care (self-care - domestic life areas)
brushing became shorter these became of shakiness of Age. like around five minutes maximum, no offense	self-care (self-care - domestic life areas)
That's understandable. And how about toileting? Do you face any problems regarding controlling yourself?	self-care (self-care - domestic life areas)
no issues with peeing or pooping but the downside is after pooping, tidying itself makes troublesome for me.	self-care (self-care - domestic life areas)
I see.	none
--------------------	--------------------
How are you doing today, dad?	interpersonal interactions and relationships
I am feeling better. It's so good to see you!	interpersonal interactions and relationships
That's great to hear. Hey, I wanted to check something with you. Have you been eating well lately?	general tasks and demands
Yes, most of the time I finish my meals on my own. Though some days it might get fun doing that.	self-care
I understand. I am with you because sometimes it can get challenging for most of the elder people. 	interpersonal interactions and relationships
Yes, It is essential with who called unto Allah to make a healthy choice in food and enough, but, in fasting however we primarily under duress end up eating much. Especially Asian cultures who culturally celebrate holids by breaking some modest	none
--------------------	--------------------
How was your day today, do you mind if I ask you about some daily activities you've performed based on self-care events?	communication
Oh sure, go ahead. Actually it was fine. I dealt with usual moments of my retired life with chronic arthritis pain.	major life areas
I see. Can you describe me how maintaining good personal hygiene seems to feel these days?	self-care
Sometimes I struggle discovering the freedom and space leading me eventually to spend enough time, uhm mostly being runned in company of my great grandchildren nourishing me with grand experiences accompanied with blurred-stiff day schedules adherently dictated by self.	major life areas
Okay, Do you wear props before movement for gauging weight thinning landing to toilet-paper and spray perflicting circular	none
--------------------	--------------------
How are you feeling today?	none
I’m feeling pretty good today. Thank you for asking. 	interpersonal interactions and relationships
Good to hear that. I’m glad you’re doing alright. I’m just checking in on how you do things around the house. When do you normally have your meals in the day?	domestic life areas
I usually have breakfast around eight or nine in the morning; and lunch is around 1 pm. 	self-care
Got it. And when do you usually take a shower or a bath?	self-care
I usually take a warm-water bath before bedtime each day. 	self-care
That’s nice. I’m glad thT you’re taking good care for yourself. Speaking of taking care, how often do you need to take	self-care
--------------------	--------------------
Hey, how are you doing today? What did you do today, anything interesting?	communication
I decided to change my clothes this morning, it took longer than usual but I managed okay eventually.	self-care
Sure, I imagine that could be difficult. Can you tell me more about how you dress yourself?	communication
Generally I do everything in bits due to my arthritis as it makes my dressesing feel challenging and uncomfortable. I do usually get fully dressed on top-down even to step out from house that’s how I prepare myself for beyond.	self-care
When do you find dressing process the most challenging?	self-care
Mostly on body part sides, It gets torturosure if should carry things more from wider perspectives instead the details are unsual but	none
--------------------	--------------------
How have you been coping with your daily self-care activities?	self-care
Oh, it has not been easy but I am managing. 	self-care
Can you tell me more about your routine? When do you take a shower?	self-care
I usually take shower in the evening before I eat dinner.	self-care
How do you make sure that you don't slip while getting in and out of the shower?	self-care
I've installed some sticks in the bathroom, they really come in handy! Also, I keep a close eye on wet cans and make sure I have a floor mat that does not slip.	self-care
Great. Rest aside from showering, how about everyday essential cloathing?	self-care
Simple usually after my bath I wear some of	self-care
--------------------	--------------------
So how was your day today? 	interpersonal interactions and relationships
It was okay. 	none
Did you have any trouble taking care of yourself today? 	self-care
Not really. Although, putting on my socks was a bit tricky since I can't bend too well. 	self-care
Ah, I can imagine that would be difficult. Did you find a way around it? 	none
Yes, I use a sock aid to help me slip the sock on. 	self-care
That's a good idea! How about taking off your clothes at the end of the day? Did you have any trouble with that today? 	interpersonal interactions and relationships
Well, sometimes taking off my shirt can take a while because of my stiff arms. 	self-care
I understand.	none
--------------------	--------------------
So how's been your self-care routine lately, John?	self-care
Ah, I'm hanging in there as usual. I've just had difficulties with putting on clothes lately.	self-care
Oh no! Have you been in to see your doctor about it?	self-care
Yes, they have given me some exercises to keep my shoulder more flexible, but sometimes when I try to put a shirt over my head, it just hurts so much.	self-care
I completely empathize friend. When do you first notice it usually happens?	self-care
Mornings seem to be particularly difficult once I get out of bed, considering the fact that preparing change and getting dressed is one of my daily activities of not shaking by lying still during the night. 	self-care
--------------------	--------------------
How have you been doing these days, dear?	interpersonal interactions and relationships
Not bad. But lately it feels like I run out of breath just getting dressed in the morning! 	self-care
Putting clothes on? What tasks do you normally perform every morning?	general tasks and demands
Sweeping the floor, making coffee and cooking breakfast. And then after washing my face and brushing my teeth I put on some clothes before sitting done and watching TV for a while.	domestic life areas
Apart from curlinggrasping exercise tubes, when can you realize breathing issues emerge? 	none
Oh only when getting dressed sometimes. Hair supplies like sure and curl to turn hair volume directions don't feel very much convenient etc. 	none
How exactly?	none
It's just that I	none
--------------------	--------------------
What do you normally do when you wake up in the morning?	major life areas
I usually take a shower and brush my teeth first thing in the morning.	self-care
How do you manage dressing? Is it challenging for you or do you use any tools?	self-care
It's not difficult. I just need a bit of time and patience to put on my clothes and button up my shirt.	self-care
What about washing dishes?	domestic life areas
I normally use a dishcloth because I couldn't hold on to a sponge so easily.	domestic life areas
Okay got it. how frequent do you cook for yourself?	domestic life areas
I cook myself once or twice a week, and the rest of the meals are provided by the community	community, social and civic life
--------------------	--------------------
So, how was your day today?	interpersonal interactions and relationships
It's been good, thank you for asking.	interpersonal interactions and relationships
That's good to hear. May I ask, when do you usually put on your clothes in the morning?	self-care
I usually wake up at around 7 o'clock and then I put on my clothes after I finish washing up. It takes about 20 minutes for me to actually get dressed.	self-care
Do you find putting on clothes challenging at all?	self-care
Yes, actually sometimes I do because my hands shake a bit, especially in the morning. But, I'm able to do it on my own. 	self-care
I'm glad to hear that. And what about when you bathe--how do you dry	self-care
--------------------	--------------------
So, how’s your day going?	interpersonal interactions and relationships
It’s alright, same old routine though.	major life areas
Have you been managing your self-care events okay?	self-care
Most of the day, yeah. But lately I’ve been having trouble putting my shirt on.	self-care
Oh really? When do you have trouble with it?	interpersonal interactions and relationships
Usually in the mornings, after I get out of bed.	self-care
And what difficulties are you having exactly?	self-care
I can raise my arm up but I can’t really move it backwards as much, so I end up twisting or pulling my side when trying to put my shirt on.	self-care
That doesn’t sound ideal. Have you thought of any ways that might help?	interpersonal interactions and relationships
Yeah, well	none
--------------------	--------------------
So, how has your week been?	none
It's been alright so far. I've been keeping busy with various tasks around the house.	domestic life areas
That sounds nice. In regard to taking care of yourself, have you had any difficulties with dressing or grooming?	self-care
Actually, putting on certain clothes and getting out of them have been a bit of a challenge. I can still manage basic clothes, but when things like buttons and buckles are involved, it takes me a while.	self-care
I see, and when do you notice these difficulties arise the most? During the day or at night?	none
It's during the day when I first put on my clothes and after I finish my work around	domestic life areas
--------------------	--------------------
Have there been any changes to your daily routines lately?  	general tasks and demands
Why yes, a couple things have changed.  	none
Please tell me more about them.  	none
In the mornings I used to be able to put on my own clothes but now I can't secure the clasp of my bra by myself. 	self-care
So with the bra clasp, when do you begin to need assistance? 	self-care
About two weeks ago. It suddenly just became too awkward to rinse it down the back.	self-care
--------------------	--------------------
