utterances	labels
Well, I usually talk to my caregivers in the morning when they help me get dressed. We talk about what I need for breakfast and other chores that need to be done.	communication
I see. How do you usually communicate with them? Do you use any other forms of communication apart from spoken language?	communication
I mostly use spoken language to communicate with them. I also use some gestures when I need a certain object or need to go to the bathroom.	communication
Got it. Do you communicate with any family members or friends	interpersonal interactions and relationships
--------------------	--------------------
So, tell me something about your day-to-day communication? 	communication
Well, my day starts with the morning newspaper. 	none
Oh really. Do you read the news aloud or quiet in your mind? 	communication
Mostly I read it quietly, sometimes relatively louder if the news intrigues me. 	communication
After that. Then what do you do to get informed communication-wise throughout the day? 	communication
Then, I listen to my grey parrot singing every morning on my window grid, signally the excitement and positivity for the day. 	communication
Pough suppressed laughs added on purpose for clarification 	none
Oh, wow. Is heshe a pro-singer already? , 	communication
--------------------	--------------------
So, how was your day today, MrMs. Elderly patient?	interpersonal interactions and relationships
Oh. My day was good! 	major life areas
That's wonderful to know!	interpersonal interactions and relationships
PrimeTime sent me a text congratulating me for cumulative fund-raising.	community, social and civic life
Congratualations! When and how did you register on PrimeTime by using a technological device on communication?	learning and applying knowledge
I signed onto their web page myself, Prime Time assigns symbols and images platform so you can pick device by your comfort.	learning and applying knowledge
That's amazing! Which means you can take control of communication yourself. Is it frequently done electronically? How does that usually work?	communication
I on regular turning-on virtual computer, accessing website, selecting profile`s singular position	communication
--------------------	--------------------
Hello there! How are you feeling today?	communication
Oh, I'm not feeling too bad, thank you.	communication
That's good to hear! I'm also glad to see that we are communicating quite clearly. How's your communication speaking lately?	communication
It's getting a bit difficult as I have trouble finding the right words when I speak.	communication
Oh, when and under what circumstance does this happen?	communication
Generally it happens when I attempt to have rapid conversations or participate in large groups. But it also depends a bit on how laud and energl ofsnakers inmy enviromt,affects me uniquely because I ain't't savana o factorer.I ecnosui mantences I acpaptital	none
--------------------	--------------------
How was your day today? Did anything interesting happen?	communication
Oh, it was fine. I went for a walk this morning and talked with one of my neighbors.	mobility, interpersonal interactions and relationships
That sounds nice. Did you have an enjoyable conversation?	communication
Yes, it was great. We talked about how our gardens were growing and the flowers that were blooming.	communication, domestic life areas
That's wonderful. Did you do any nonverbal communicating during the conversation?	communication
Well, I gestured towards my front yard when talking about my own garden, and my neighbor did the same.	communication
That's a great way to supplement communication. Did you have to ask your neighbor to repeat anything during this conversation?	communication
No, our conversation went smoothly.	communication
--------------------	--------------------
So, how was your day today, how have you been communicating lately?	communication
Oh, I'm doing alright. I communicate fairly alright in general.	communication
That sounds great. Can you tell me how you have been communicating today?	communication
Well, usually, I'll read and watch TV, have conversations with my family members that vist me. Also, two games of chess at my favourite computer,against veryfriendly computer.	learning and applying knowledge, communication
That sound like a typical day. No confusion or odd behaviors during communicationspeaking today?	communication
Yes, Sometimes I can become quite forgetful, misplaced consonants and rerely forgetting personal appointments here infrequently make it unclear what I really want to say. but todacy both visitors	communication
--------------------	--------------------
How was your day today?	none
It was pretty good. I spent the morning reading the newspaper.	learning and applying knowledge
That's awesome! Do you usually read the newspaper in the morning?	interpersonal interactions and relationships
Yeah, I like to stay informed about what's happening in the world.	learning and applying knowledge
That's great to hear. Do you read aloud or silently when you're reading the newspaper?	communication
Nowadays, I usually read silently, but in the old days, back when journalism was still printed in that broadsheet paper, we had this dialogue club where we disputed the news as well as had delicious lemon tart!	learning and applying knowledge
That sounds amazing. Well, do you communicate with anyone while you're reading the newspaper these days?	interpersonal interactions and relationships
Not really. Occasionally	communication
--------------------	--------------------
How was your day?	communication
It was fine. I've been watching some TV in the morning.	leisure and recreation
That's great! What did you watch?	communication
The news as usual. Also, I saw an advertisement and heard the phone ring.	communication
Did you answe the phone call or just let it go?	communication
I answered the phone call. It was my grandson who said that he was going to visit this week.	interpersonal interactions and relationships
Ah, nice to hear that. How did you arragne things together, did you just plan the decor together? 	domestic life areas
No, after I finished the call he sent yesterday's shopping. Besides,sometimes when I contact my friends,receive e-mail from my grandchildren.Therefore communicating	communication
--------------------	--------------------
How was your day today, P?	interpersonal interactions and relationships
Well, I woke up at around 7 in the morning.	self-care
What did you do after that?	none
I had breakfast and turned on my favorite old radio station.	domestic life areas
Did you listen to any favorite program or music?	none
Yes, I enjoy beautiful old songs, classical melodies recorded a few decades ago.	learning and applying knowledge
Do you recall any of those timeless masterpieces or composers?	learning and applying knowledge
I love Mozart, Beethoven, Strauss' waltzesand Rextall pipes and rattles from Ireland.	learning and applying knowledge
It sounds classical and bright. Did you play the music all day? 	none
No, I turned it off because a close friend stopped by to check	interpersonal interactions and relationships
--------------------	--------------------
So, how was your day? We haven't talked in a while, how are you feeling? 	interpersonal interactions and relationships
Oh, I'm hanging in there. Just had my doctor's appointment this morning.	major life areas
Oh, were there any new findings or changes in your treatment plan?	learning and applying knowledge
Yes, actually there were. My medications were adjusted for my new diagnosis.	learning and applying knowledge
I see. And how did your caregiver respond to all this? 	interpersonal interactions and relationships
You know, we had some confusion regarding the medication changes, but she’s usually clear whenever I remind her.	communication
Ah, how come she didn't provide feedback about the medications before? 	communication
Honestly though, communication with her use to be verbally my weakest functioning, rather must	communication
--------------------	--------------------
Hi, how has your day been so far? Anything interesting happened today?	interpersonal interactions and relationships
Oh, yes. I received a phone call.	communication
That sounds great, who did you talk to?	interpersonal interactions and relationships
I talked to my granddaughter who lives far away over the phone.	communication
How did your granddaughter sound over the phone? Did you have any difficulty understanding her?	communication
Actually she spoke quite clearly, and I didn't have any difficulty hearing her at all.	communication
It's great that the clear speech makes communication very smooth on both sides.	communication
Yes, I've been learning a new method of communication called memos so I'm doing communication testing at night regarding short-term memory and simple recalling. 	learning and applying knowledge
Apart from	none
--------------------	--------------------
What did you do yesterday, how was your day?	major life areas
I had a nice day. 	major life areas
Did you talk with anyone during the day?	interpersonal interactions and relationships
Ah, yes, when out for the day I went grocery and talked with the cashier.	domestic life areas
That sounds nice! Could you tell me more about this communication event? 	communication
At first, I was a bit hesitant about starting a conversation citing loss of hearing but was pleasantly surprised to see he'd learned sign language recently.	communication
That's thoughtful of him! How did you communicate before, using reading and typing.	communication
Ah... Yah although signing vocabulary isn't very broad I really appreciate how signing helps i'm alomost worn out typing and talking speaking	communication
--------------------	--------------------
How was your day today?	major life areas
It was fine, thank you.	major life areas
Were you able to communicate with your son over the phone this morning?	communication
Yes, I spoke with him at around 8:30 AM.	communication
Did you both have any difficulties understanding each other?	communication
No, I did not face any difficulties. Although he was speaking a bit fast, I could follow him.	communication
That's great to hear. Did you happen to go outside today?	mobility
Yes, I did. I was able to communicate with the cashier at the grocery store as usual.	communication
Good to hear that. Did you try any new way of communication recently?	communication
Yes, my granddaughter showed me an app	learning and applying knowledge
--------------------	--------------------
What have you been up to lately?	none
Well, I usually wake up early and meet with my neighbors outside when the weather permits.	community, social and civic life
That sounds nice. Does your family ever join in on those gatherings?	interpersonal interactions and relationships
My children occasionally join in, but primarily it's just me and some of my retired friends in the neighborhood.	interpersonal interactions and relationships
What do you usually chat about during those gatherings?	communication
Oh, the usual topics - the latest newsworld events, new restaurants in the area to try, and occasionally personal investments we have.	communication
It sounds like a lovely way to start the day. Do continue going regularly, correct?	community, social and civic life
As often as my physical abilities allow, a bit of morning fresh air always invigor	mobility
--------------------	--------------------
Hi, how have you been doing today?	communication
Oh hello there! Not too bad, been a bit chatty.	communication
That's great! When do you find yourself to be most chatty during the day?	communication
First thing in the morning mostly, when I'm having breakfast.	communication
Nice, and how do you communicate during this time? Do you use mainly verbal communication or gesture?	communication
I tend to verbally communicate. Just making chit-chat with whoever's at the breakfast table.	communication
And do you babble or sing along with music during other times of the day?	communication
Oh, yes! I always trigger the parlor board and blast some tunes in the afternoon.	communication
That sounds fun	none
--------------------	--------------------
How has your communication been today, have yo managed to share your feelings with others?	communication
Only managed to do so a few minutes ago when my family left, asking for instructions but communicating nowadays is harder due to technology jargons to me.	communication
I can understand but technology is useful for communication if appropriately understood.	communication
Despite keeping a gadgets with me, there we days in weeks where I disconnect device for content routine coming out home with friends just like an old fashioned blog post written outdoors.	community, social and civic life
Wow that’s nice. How was the communication usually carried out there with your friend outside for someone in your age group?	communication
Normally some humor, light details and light civil topics matters. Satisfaction tuning can extensively ignored	communication
--------------------	--------------------
Hi, how have you been lately?	communication
Oh, I have been managing well. Just dealing with minor health issues.	general tasks and demands
I understand. Can you tell me how you are currently communicating in your daily life?	communication
Well, I mainly talk to my family members over the phone or visit them in person.	communication
That's great to hear. Do you have difficulties in receiving or producing messages?	communication
Oh no, not at all. Sometimes I use a hearing aid to help with my hearing loss, but other than that, I can carry out conversations just fine.	communication
It's good to know that you are actively engaging in conversations. Do you use any communication devices or techniques to help you communicate?	communication
Yes	none
--------------------	--------------------
How was your day, did anything interesting happen today?	interpersonal interactions and relationships
Yeah, this morning I caught the news back to back while having breakfast.	learning and applying knowledge
That's nice, what type of you news did you catch?	communication
There was a brief on fire burning in one city house, natural catastrophe happening in different suburbs and of course not forgetting about politics running in the same time. 	general tasks and demands
Sounds like a lot of news going on, did you follow one particular issue or just watch them spontaneously?	communication
Beside everything I told you, there was traffic issues there which major caused most issues in city today. Talking shown my way to few driving meter points like signals higedri replied which been blocking guyana sinned shooting car	none
--------------------	--------------------
