utterances	labels
First, I drink a cup of coffee - it gets me going for the day, you know? - before moving onto other tasks towards the start of the day.	self-care, domestic life areas
That makes sense. Do you have a daily routine you stick to after that?	none
Most definitely, because I find that efficient It's of the utmost importance to follow one such frequency-program because certaint aboout non-negotiable habits iron	learning and applying knowledge, general tasks and demands
--------------------	--------------------
How has your day been going so far?	communication
Well, it's been a pretty usual day for me.	none
Can you tell me about what you've done so far today?	communication
Sure thing. When I woke up this morning, I performed my regular alarm check as I always do. Soon afterward, I took a shower and prepared breakfast for myself.	self-care, domestic life areas
How did you make time to do all of those things in the morning?	communication
It's my usual routine, so over time I've gotten pretty good at managing my time to get everything done.	learning and applying knowledge
Did you have any goals or plans for today that affected your usual routine?	none
No, things were pretty normal overall today.	none
--------------------	--------------------
How are you, feeling alright today?	communication
To be honest, I am feeling quite exhausted, like I did not sleep enough. 	general tasks and demands
Oh no! Have you experienced this before while handling your social or regular over tasks frequently during the day?	communication
Maybe, One my favored activities mostly is to homework doctor recomendet ways to reinforce everyday tasks such stretching, brainstorm puzzles to re-flooding positive energin for habituo about see variety things happens on daily basics approximately weekly around.	learning and applying knowledge
So, why do you think you feel exhausted rather regularly. Are you making enough time for sleep and relaxation normally?	communication
Definitely. In those case, I found motivational toolbox method that punctuality I take for inclusive business of home need	general tasks and demands
--------------------	--------------------
How's everything going today?	communication
Oh, it's just been a typical day for me.	none
What kind of things have you done today?	communication
This morning, I woke up at 7:00 AM, took my medication, had breakfast, made myself a cup of tea, and read the newspaper.	self-care, domestic life areas, learning and applying knowledge
Did you have anything planned for the rest of your day?	communication
Yes, I have to go grocery shopping later in the afternoon.	domestic life areas
Do you find grocery shopping to be a stressful event?	communication
Not really, I usually just make a list of things I need to get and try to stick to it.	none
How often do you go grocery shopping?	communication
I usually go once a	domestic life areas
--------------------	--------------------
Hi! how depoyou today? 	communication
Oh, I am fine except for chores at home which really hurt my back, I really think that I need better comfort clean machine. 	domestic life areas, self-care
Do you do this every day, the same routine around the house? 	communication
Yes, indeed. I have these chores combine throughout since it makes me feel efficient and avoid exhausting my weekends. Such several tasks are finishing dishes, mail sorting, and dispense waste and shopping lists plus going to the conveniencefast shopping for unnecessary things void beforehand to the pantry minimizing movements. All this every daily. F: Sounds good. in everyday life outside your home like stational meet, can you adapt unexpected changes can change with respect of daily	domestic life areas, general tasks and demands, mobility, community, social and civic life
--------------------	--------------------
What did you do today?	none
I woke up early and did my morning routine like making breakfast and getting dressed as usual.	self-care, domestic life areas
How long does your morning routine normally take?	communication
It usually takes me an hour to get ready if I take it slowly.	self-care, domestic life areas
What do you like to do besides your regular routine?	none
Well, yesterday I tried walking around my house and managed to do one lap around the kitchen without feeling too exhausted!	mobility
That's great! Have you thought about adding any exercise to your daily routine to progressively improve your physical well-being? 	learning and applying knowledge, general tasks and demands
To be honest, I'm afraid to push myself too soon, but with time as I simplify and organize may be feasible to add short exercises	learning and applying knowledge, general tasks and demands
--------------------	--------------------
Good afternoon! How are you doing today?	communication
Hello. I'm doing fine today. Thank you for asking.	communication
Have you been including new things in your daily routine lately?	learning and applying knowledge
Yes, indeed. My family suggested I try waking up before sunrise to do a bit of stretch, and you know what I discovered, the first asana significantly improved my body setting the delicate hormonal sequences.	learning and applying knowledge
That's great! Does this mean you have to go to bed after times?	communication
Initially when discovering the benefits of starting yoga need rising hand-outs closer to bedtime can’t be.	learning and applying knowledge
When do you usually ration a generous amount task throughout on settling yourself other chores in-house daily recolonizing proper health?	domestic life areas
--------------------	--------------------
How was your day, dear?	interpersonal interactions and relationships
It was a bit stressful, but it was manageable.	general tasks and demands
Can you tell me more about it?	interpersonal interactions and relationships
Yes.	none
I woke up around 6 in the morning and got myself ready for the day.	self-care
Did you have any particular priorities you needed to manage?	general tasks and demands
Well, since I had a doctor's appointment at 10 o'clock in the morning, I had to work around that and make sure I wasn't gonna lose track of time.	general tasks and demands
How prepared were you stepping outside your house?	general tasks and demands
Let's see, after I had breakfasted. I ended up walking downtown since my check-in was not top far but first I made sure I good	mobility
--------------------	--------------------
How was your day today?	communication
Oh, it was busy as usual with my daily routine.	general tasks and demands
I was just thinking, at what time of the day do you feel the most productive?	learning and applying knowledge
I usually feel most productive in the morning after having my cup of coffee.	general tasks and demands
That's great! And what about changes in your daily routine? How do you adapt to such changes?	learning and applying knowledge
Well, I’ve learned to adapt well over time. But, to tell you honestly, sudden changes can sometimes take me aback.	learning and applying knowledge
Got it. And when planning out your day, how do you prioritize your activities?	general tasks and demands
I always begin by completing my chores and any scheduled challenges before moving on to anything else	general tasks and demands
--------------------	--------------------
Good morning! How are you feeling today?	communication
Hello. I feel good today.	communication
That's great. Can you tell me about your typical day?	communication
Sure. I wake up around 7:00 am and make breakfast. Then I clean up around the house and watch TV.	domestic life areas
Do you have any other tasks or activities throughout the day?	general tasks and demands
Sometimes I go grocery shopping, or visit a neighbor for lunch. I also am responsible for taking my medication at specific times.	domestic life areas
That's good to hear. How do you prioritize your daily tasks?	general tasks and demands
I like to focus on my health first, and then make sure the house is clean. After that	none
--------------------	--------------------
How's your day going so far?	communication
Eh, it's been a bit challenging today to be honest. My daily routine has been tough to manage.	general tasks and demands
Really? Why is that?	communication
Usually, I like to get up around 7:00 a.m. I work until about noon and then have dental appointments or running errands afterwards. But lately, with everything going on, it's been difficult to stick to that schedule.	general tasks and demands
I understand. How have you been adapting to the changes in your routine?	communication
I've been trying to be more flexible with my schedule, improvising where I need to. I've also concentrated on budgeting my time and prioritizing appointments when everything out there feels scrambling	general tasks and demands
--------------------	--------------------
Hi! How was your day?	communication
Quite hectic, actually. I have a lot to do every day.	general tasks and demands
Can you tell me more about your daily routine?	communication
Mhm. I wake up early, have breakfast, and then take medications. Then, I do some light exercises before doing house chores. After that, I work from home.	self-care, domestic life areas, general tasks and demands
Wow, working from home can be tough. Do you take breaks throughout the day?	communication
Sure I do. I have designated times for taking short breaks. I usually relax and have a snack during these moments.	general tasks and demands
That sounds nice. How do you manage to keep up with the errands like grocery shopping?	domestic life areas
It can be challenging, especially these	general tasks and demands
--------------------	--------------------
How has your day been so far?	none
Oh, it has been fairly busy, as usual.	general tasks and demands
Did you start it the way you prefer, maintaining your daily routine?	general tasks and demands
Yes, I make sure to always do the similar things like take my medicine, praying, and hot beverages cause that's how I kinda sat and focus for new challenges.	self-care
Sounds really organized. Do you find yourself able to adapt to less common plans throughout the day? Like if an unexpected work instance happened?	general tasks and demands
Generally, yes. But sometimes, emotional reactions can get the best of me.	general tasks and demands
That's totally understandable behavior, I sometimes also caught with anticipation. Do you budget your overall time on activities throughout the day?	general tasks and demands
--------------------	--------------------
How was your day today?	communication
It was okay. I followed my usual routine.	general tasks and demands
What is your daily routine like?	communication
Well, I wake up early in the morning, brush my teeth, have breakfast, and then I do some exercises.	self-care, general tasks and demands
That’s nice. How much time do you spend on your exercises?	communication
I spend around 30 minutes in exercising.	learning and applying knowledge
When do you usually go outside to get some fresh air?	general tasks and demands
Usually, I go outside in the mid-morning and sometimes in the evening.	general tasks and demands
Oh, that sounds good. Do you spend much time outside walking around your area?	communication
Yes, I like to spend some time just walking outside in the park.	mobility
--------------------	--------------------
So, how was your day, have you been busy doing things?	communication
Yes, I am always tired and just don't feel any changes.	general tasks and demands
Can you describe what usually tasks occur daily ?	communication
Well, I usually take morning shower and brush my teeth, then I eat my breakfast. Rest of my day passes by drawing or reading.	self-care, domestic life areas
What might happen frequently throughout the day? 	none
Changes can happen according to the visitors and doctor examinations in respectively different hours,	general tasks and demands
How do those elements impact the adaptation of your daily routine?	general tasks and demands
I tend evacuate during washroom hours or partly isolate thy from visitors, though adhering shall affect thy rehabilitation.	self-care, interpersonal interactions and relationships
How flexible are you keep touch to regular activities	general tasks and demands
--------------------	--------------------
How's everything going, it's been awhile since I've seen you.	interpersonal interactions and relationships
Oh, not too bad just staying busy day by day.	general tasks and demands
Yeah, I think I get it partly. Can you explain to me what routines you have been up to?	learning and applying knowledge
Just realize how many habits had shaped into my days. For starters, I have medicine check-ins twice a day.	self-care
I'd think that that adds extra organizing. When do you typicallyat finish these sign-ins?	general tasks and demands
The check-ins cut right into breakfast and dinner first bumps however about six minutes all-round total.	general tasks and demands
Cook something different every daymust be roughly a make-or-break recipe.	domestic life areas
Right nowadays .. something good often skillet prepared for sure	domestic life areas
--------------------	--------------------
How are you feeling today?	communication
I'm okay, thank you for asking.	communication
Did you do anything different today?	learning and applying knowledge
Yes, I had to change my daily routine.	general tasks and demands
Really? How so?	communication
My home healthcare aid couldn't come today, so I had to do some tasks on my own.	general tasks and demands
That must have been difficult. What did you have to do?	interpersonal interactions and relationships
I needed to prepare my own meals, take my medication, and shower.	self-care
How did you manage to complete all of those tasks on your own?	communication
It was challenging, but I tried to use my tricks for managing time wisely.	general tasks and demands
What tricks do you use?	learning and applying knowledge
Well, I always write	none
--------------------	--------------------
What kind of activities do you usually do during the day?	none
Mostly, I do morning exercises, read newspapers, clean house, in the afternoons talk with my grandkids on the phone, and cook for myself from scratch.	learning and applying knowledge, general tasks and demands, communication, domestic life areas
Can you tell me how do you deal with managing your own meals? 	self-care, domestic life areas
I depend on simple take-away ways in provinces with pre-prepared ingredients. Then, I spend a certain and average time twice or thrice a week preparing dishes included fibers and vitamins.	general tasks and demands, domestic life areas
Do you have sometime-unnecessary tasks encountered in these distributions times?	none
Well as told steps can be simpler following situation c when unexpected visitors coming at times spend money and working transponders.	general tasks and demands, interpersonal interactions and relationships
--------------------	--------------------
