utterances	labels
Yes, it is about a twenty-minute walk.	mobility
You didn't take a cab?	mobility
No, I can't afford it.	general tasks and demands
What did you buy?	domestic life areas
I got some eggs, bread, sugar, and cooking oil. I also bought some canned food and vegetables.	domestic life areas
Do you like to cook fresh food every day?	domestic life areas
Yes, but I can't do it every day. Sometimes, I cook a big amount, so that I can eat it more than once.	domestic life areas
Do you prepare breakfast, lunch, and dinner for yourself?	domestic life areas
--------------------	--------------------
What did you do today?	major life areas
I was choosing from my clothes collection as my drawer broke yesterday. 	domestic life areas
When did the drawer break?	none
Yesterday evening, I had to pick up my clothes off the floor. 	domestic life areas
Did you have to buy a new drawer today?	domestic life areas
Yeah, I bought one in the morning and installed it. Everything is back to working the way it is. 	domestic life areas
That must have been hard. Do you have someone who can help you move that thing? 	interpersonal interactions and relationships
At first I just thought about grabbing a dolly, now, always somebody living in our residential facility always helps resolve problem among residents. Medicare incorporates this insurance policy. Eventually, the crafts center head guard suggested	community, social and civic life
--------------------	--------------------
So, how was your morning going today?	none
Oh, it was okay, I did my usual morning routine.	self-care
What does your typical routine in the morning involve?	self-care
Well, I wake up, make my bed, go to the kitchen to make breakfast, usually Oatmeal, I enjoy it a lot. Afterwards, do the dishes, brush my teeth, clean up my space. How about you?	self-care, domestic life areas
That sounds nice and simple. Well, creating and choosing menus are fun. When do you actually usually plan what food you have in a day?	domestic life areas
Every Monday, I sit down and make a list of what I would like for the Wednesday meal get club that my neighbors and I participate in.	community, social and civic life
--------------------	--------------------
What activities did you do yesterday?	major life areas
I cooked breakfast in the morning, made my bed and took out the trash.	domestic life areas
That sounds great, what did you cook for breakfast?	interpersonal interactions and relationships
Just scrambled eggs and toast. Then I washed the dishes and cleaned the kitchen.	domestic life areas
And for lunch-did you eat out or cook your own food?	domestic life areas
I warmed up some leftovers for lunch from yesterday's dinner. And I took a nap after lunch.	domestic life areas
It must be nice to get some rest in the afternoon. Did you do any housework in the evening?	domestic life areas
Yes, I vacuumed the living room before dinner time.	domestic life areas
How did you feel after a full day of activities?	none
Well	none
--------------------	--------------------
How have things been for you lately, with your daily routines at home?	domestic life areas
Fairly good for now. My son comes over once a week to wash my linens, utilities, towels—anything that needs doing 	domestic life areas
That sounds like a lot of help! What part do you contribute?	interpersonal interactions and relationships
Well, during the week, I usually make do, just collecting small or large laundry types as I can see. Some days, when I go shop after dropping things off my version mail, I may pick the un-boxer greeters attention might needed suit say.	none
Oh, what about cooking? Sorry for being nosy, but I recall you are quite a chef!	domestic life areas
Thank you! Haha,	none
--------------------	--------------------
How has your daily routine been this week?	major life areas
Well, I cook most of my own meals but I have started struggling recently.	domestic life areas
Is there anything you've had trouble with while cooking?	domestic life areas
I’m struggling to hold trays of ingredients while I move around the kitchen. Both of my hands began to ache.	mobility
Did anything happen? 	none
Not that I can think of. It's just been tough organizing things while doing chores around the house.	domestic life areas
Have you considered figuring out better ways to store and display ingredients for easier access while cooking?	domestic life areas
That definitely sounds useful but I’m more concerned purchasing adjustments as pans and trays go slightly above 3-4 Kgs . Moreover repeating trips precisely	domestic life areas
--------------------	--------------------
So, how has your day been so far?	none
Oh, it has been busy!	general tasks and demands
What kind of things have you done today?	general tasks and demands
Well, this morning I made breakfast for myself. Then I started doing some laundry.	domestic life areas
What do you usually eat for breakfast?	none
My favorite breakfast is oatmeal with some banana and honey.	learning and applying knowledge
That sounds healthy! And what sort of laundry were you doing?	none
Just my regular clothes and bedsheets.	domestic life areas
Do you find it easy to use your washing machine and dryer?	general tasks and demands
Yes, it is simple enough. I just struggle with putting clothes onto the washing line to dry.	mobility
Right, I understand. Did you manage to finish all	general tasks and demands
--------------------	--------------------
How was your day today, Pedro?	interpersonal interactions and relationships
It's been a busy day for me as usual.	general tasks and demands
Can you give me one example of what you did at home today?	domestic life areas
After waking up this morning, I cracked open the window to let air into the bedroom.	domestic life areas
How often do you do that, during weekends only?	general tasks and demands
Actually, I do that regularly almost every day, regardless of whether weekend or weekdays.	general tasks and demands
What did you then come and do after opening the window?	general tasks and demands
I went to use the bathroom and upon getting back to the bedroom, I found Moirae waiting outside sniffling.	interpersonal interactions and relationships
Ohhhh, That surely encouraged you clean up the bedding I believe?	domestic life areas
--------------------	--------------------
How has your day been so far?	none
It has been a quiet day. I haven't done much today.	general tasks and demands
That's great; Anything you did already on this day that you would like to talk to me about?	none
This morning, when I woke up, I watered my indoor and outdoor plants like I do every day.	domestic life areas
Oh, which rules do you have for doling out the watering among different plants?	learning and applying knowledge
Well, for my indoor plants, I simply check whether the potting soil is dry or not. I water outdoor plants in the morning.There're areas that have since grass and they need more watering than the planter boxes where I grow some small vegetable and decorative plants for aesthetics	domestic life areas
--------------------	--------------------
How was your day today?	communication
It was pretty good. I cooked my favorite food for myself today.	domestic life areas
That's great to know! What did you cook?	communication
I made some spaghetti with meatballs for my dinner. It's my favorite dish!	domestic life areas
Sounds delicious. How often do you cook at home?	communication
Almost every day. Sometimes when I don't feel like cooking I order from a restaurant or suggest someone in my neighborhood to exchange a meal.	domestic life areas
Do you menu evaluate appliance after using? Such as washing the pot or reclean oven after baking.	domestic life areas
I've never had trouble with cleaning in particular after cooking. I stir cleaning tip, do the dish-thank, norm vacuuming at	none
--------------------	--------------------
Have you been cooking a lot recently?	domestic life areas
Yes, I have been. I usually cook every day for myself.	domestic life areas
What's your favorite thing to cook?	none
Oh, where do I start? I like making chicken noodle soup many times. That and beef stew - so tasty!	domestic life areas
When do you do your grocery shopping for these meals?	domestic life areas
I usually go shopping for groceries on Saturday mornings, after I post the mail and buy certain household supplies to tidy my living spaces to avoid shortages.	domestic life areas
Shopping for groceries, laundry, washing dishes, cleaning – when do you usually do all these chores?	domestic life areas
I spread the tasks even sometimes split cleaning house activities to maintain the energy throughout the week, few	domestic life areas
--------------------	--------------------
Do you usually cook your own meals, or do you have someone else prepare them for you?	domestic life areas
Most times I cook them myself. 	domestic life areas
Oh, how often do you prepare meals for yourself and what type of things do you usually make? 	domestic life areas
I make the most use of my kitchen personally; sometimes twice a day mainly simply menues of meat balls, chicken, vegetable soup , sandwiches etc. 	domestic life areas
Good to hear that but do not you waste too much food to yourself when sticking to the limited variety?	domestic life areas
No, actually I often ,depends I on shop tide dates and goods should end before having exceeded. the timecount for if cooked part of it couldn't survice enough	domestic life areas
--------------------	--------------------
Hi, how are you doing today? Can you tell me a little about your day-to-day activities?	interpersonal interactions and relationships
Oh, sure dear. I try my best to maintain my domestic life with regular activities. Everyday in the morning, I always clean the stockyard first and always before breakfast.	domestic life areas
Nice. And how about breakfast? I assume you cook your breakfast?'	domestic life areas
Yeah!, love preparing Grits and oat too! always add cheese and milk in by November couldn't wait winter usher.	domestic life areas
Sounds delicious. What about lunch time? How do you prepare your lunches usually?	domestic life areas
I just have quick-shack snacks, you know tiny ham bites with plants fatserer then vegetables bar	domestic life areas
--------------------	--------------------
What did you do this morning?	major life areas
I woke up and brushed my teeth. 	self-care
When do you usually get up in the morning? 	major life areas
I usually wake up at six o'clock in the morning.	major life areas
Have you had breakfast yet today?	domestic life areas
Yes. I ate oatmeal for breakfast. 	self-care
How do you like to prepare your oatmeal?	domestic life areas
I like start with 1 cup of water, bring it to boil, pour 12 cup of oatmeal in the pot, stir and it’s ready in a couple of minutes. 	domestic life areas
When did you shower multiple fall or chemical dispensers thermometers or cover your hurts like wounds at home disease style disease knowledge events	none
--------------------	--------------------
What did you do today? 	major life areas
Oh, nothing special. Just relaxing at home.	major life areas
Did you cook anything for breakfast?	domestic life areas
No, I usually have cookies and a cup of tea. 	domestic life areas
How about cleaning the house?	domestic life areas
I did some light cleaning yesterday. I dusted the living room and swept the front porch. 	domestic life areas
Do you usually cook for dinner?	domestic life areas
Yes, I prefer to cook fresh meals for myself. I already thought about what to prepare for tonight's dinner: grilled chicken with swiss chard salad.	domestic life areas
That sounds delicious! Is it a typical meal you make at home? 	domestic life areas
Yes, It’s one of my go-to dishes and it's	none
--------------------	--------------------
It's really great to see you today! How have you been feeling lately?	interpersonal interactions and relationships
I'm doing well, thanks for asking. These days, I've been staying at home and managing daily tasks alone.	general tasks and demands
It's nice to hear that you're taking care of yourself. How about cleaning the house? When do you usually do that?	interpersonal interactions and relationships
I take care of cleaning myself. I have decided different spots on weekdays where I know it needs cleaning then take a new task everyday.	domestic life areas
That's a smart way to keep the house clean perfectly. And cooking daily - do you enjoy it?	domestic life areas
I make my meal preferences days before, on weekends then weekly groceries follows accordingly. Daily featured	domestic life areas
--------------------	--------------------
Have you been busy lately?	general tasks and demands
Well, I've been awake earlier than usual because of my morning routine.	self-care
What does your morning routine look like? 	none
I wake up around 5 am. Then, I have to first make the bed, freshen up, and brush my teeth. 	self-care
I see. After freshening up, how do you prepare your meals? 	domestic life areas
I have to make sure the vegetables are accounted for in planning my daily meal menu. After that, for breakfast today, it would be scrambled eggs and some toasted slices of bread; I prepare the eggs before using the regular oven it its well exposed transparent surround. 	domestic life areas
Uh-huh. That sounds good. What	none
--------------------	--------------------
What have you been busy with today?	general tasks and demands
I just finished cleaning the kitchen and preparing a meal.	domestic life areas
Oh, impressive! What did you prepare for lunch?	none
Just a simple sandwich with some grilled chicken.	domestic life areas
That sounds delicious! Did eating make you tired or feel satisfied?	none
Actually it felt great to have my own meal rather disturb the nurses. Plus controlling what I put into my body is a feeling of progress rather than sitting and feeling sick all day.	self-care
That's really great. Do you prefer homemade meals to restaurant meals that are arranged by clinics? How has this type of meal preference feel different.	none
To be honest the western standards which impact senior living and meals, throughout of my	none
--------------------	--------------------
What did you do this morning?	major life areas
I dusted my shelves and made breakfast for myself.	domestic life areas
That's nice. How often do you usually clean your shelves?	major life areas
Once a week, I wipe off the dust with a wet cloth. 	domestic life areas
That's a fairly good rate. What did you have for breakfast today?	domestic life areas
I fried some eggs and toasted bread on the side.	domestic life areas
You seem to enjoy eggs a lot. Do you eat them often?	domestic life areas
Yes, they are convenient and easy to prepare. I usually buy them a dozen at a time.	domestic life areas
That does sound convenient. And how do you do your grocery shopping normally?	community, social and civic life
I take public transit a couple times a week	community, social and civic life
--------------------	--------------------
What did you do today?	major life areas
I cooked lunch this afternoon.	domestic life areas
What did you cook?	domestic life areas
I made broccoli sauteed with garlic, tomato, with baked potatoes and grilled chicken.	domestic life areas
Sounds delicious. How did you do it?	interpersonal interactions and relationships
I captured broccoli flower heads on handle skipping the white part.	domestic life areas
How did you saute then?	domestic life areas
I added olive oil onto a heated pan and spread sauteed garlic after 30 seconds.	domestic life areas
Dairy products?	none
No dairy in neither course meal or dessert items that the trained COVID-19 duty have prepared during the lengthy course of airborne sickness.	none
Sorry, didn't know. What else do you plan to do today?	major life areas
--------------------	--------------------
How was your day today?	interpersonal interactions and relationships
Oh, not bad. I just spent some time doing a few different things.	general tasks and demands
What sort of things did you do?	interpersonal interactions and relationships
Mostly just the usual for me -- cleaning up around the house and making myself something to eat.	domestic life areas
When did you start cleaning up?	general tasks and demands
I started in the morning before breakfast. I try to keep to a consistent routine for my housework.	domestic life areas
That makes a lot of sense. And what about meals -- did you make something good today?	interpersonal interactions and relationships
I just rustled up something quick -- some eggs and toast. It wasn't anything grand but at least I got something in my stomach.	self-care
How do you usually decide what to eat	none
--------------------	--------------------
How was your day today?	communication
It was quite busy. I woke up early to prepare my breakfast.	domestic life areas
What did you have for breakfast? Did you make it yourself?	communication
Yes, I always make myself oatmeal for breakfast. It's something that I enjoy having every day.	domestic life areas
That's nice! So, you like to maintain your eating routine every day at a particular hour. Is that right?	communication
Yes, absolutely. Eating at proper times definitely sets my day straight. But to be honest, I generally have a hard time standing for long to prepare for meals independently in my kitchen.	self-care
That could be tough. Have you used any kitchen accessories or other useful stuff to assist you?	domestic life areas
--------------------	--------------------
