utterances	labels
Ahh, I see. And how long do you usually speak with your daughter every day?	communication
Just for a few	communication
--------------------	--------------------
How was your day today?	none
Oh, it was alright. Got up and had some breakfast.	domestic life areas
Did you have any conversations at breakfast?	interpersonal interactions and relationships
Not really, just kind of kept to myself.	interpersonal interactions and relationships
Did you encounter anyone on your way to the mailbox?	mobility
Yes, my neighbor was outside and we waved hello.	interpersonal interactions and relationships
Were you able to exchange any words with her?	communication
Just a quick hi and have a nice day.	communication
Did you go out to run any errands today?	community, social and civic life
No, I stayed in most of the day.	none
Did you speak with anyone via phone or text?	communication
Yes, I chatted a little with my granddaughter over text.	communication
--------------------	--------------------
Have you attended any events recently?	community, social and civic life
Yes, I visited the museum.	community, social and civic life
When did you go there?	communication
Last week on Monday.	community, social and civic life
How did you travel to the museum?	mobility
I took a bus and walked there.	mobility
Did you see anything interesting?	communication
Yes, a phenomenal art collection surprised me.	learning and applying knowledge
Were there many people there on that Monday?	community, social and civic life
Yes, quite a number actually.	community, social and civic life
Did you go to the exhibition try to communicate with others at the museum? 	communication
Yes. I talked to a woman about the art history of some finely crafted tribal painted symbols exhibited over there.	communication
That's great! How do you feel after that attending the event?	none
--------------------	--------------------
Good afternoon, I'm feeling better today. 	none
That's great to hear! Can you share with me how you communicated with the nurse earlier today? 	communication
I looked at her direction and raised my hand slightly to get her attention, then I spoke to her in a normal volume. 	communication
That sounds good. When you were resting, did you communicate with your family using a different technique? 	communication
Yes, I used writing to let them know when I needed something or how I feel. 	communication
That's very helpful. Did you have ever communicate by gestures or sometimes cannot use the appropriate word for what you meant?	communication
Yes, I do that sometimes. When I could not think of the right	communication
--------------------	--------------------
What do you usually do in your free time?	major life areas
Well, sometimes I read books or I watch TV.	leisure and recreation
Do you watch TV alone or with others?	interpersonal interactions and relationships
Mostly alone because my hearing is poor so others don't usually want to watch with me.	interpersonal interactions and relationships
That's tough, do you use anything to help you hear better when you watch TV?	communication
Yeah, I have a hearing aid that I usually use.	communication
That's better. How about when you communicate with your family or friends?	interpersonal interactions and relationships
Oh, we usually communicate through texting nowadays, sometimes we still call or use video chat.	communication
How do you usually hold conversations when you call or video chat?	communication
For video chat, I use	communication
--------------------	--------------------
How was your day so far, ma'am?	interpersonal interactions and relationships
Well, not bad, thanks. I arrange my schedule until where I could feel sufficient.	general tasks and demands
That's really good to hear! How did you tell your family and friends about the new arrangement in your schedule?	interpersonal interactions and relationships
Oh, I wrote a message to everyone on our family chat.	communication
Nice! When do you most prefer sharing your thoughts with others during the day?	interpersonal interactions and relationships
Early after breakfast, because nobody interfering me during that hour, I setup and follow my schem, also. 	general tasks and demands
Got it, setting a clear schedule helps with setting your time to do certain activities for the day. What about the Social distancing, do do possible phone-calls pre	communication
--------------------	--------------------
Can you tell me about an everyday event where you need to use your communications skills? 	communication
When I go to the market, I need to talk with the salesperson.	communication
Can you give an example?	none
I usually ask which brand of eggs is freshest and how much inventory is in stock.	communication
How do you say it?	communication
Good morning or afternoon and then ask. 	communication
And how do they respond to you? 	communication
They have many choices of eggs...and then they answer. Sometimes there's a long conversation about the discussion on trying to get some discount.	communication
Great. What do you do if miscommunication happened?	communication
Usually we can explain or show the item to	communication
--------------------	--------------------
Hi, how have you been doing recently?	interpersonal interactions and relationships
I've been okay, I spend most of my day alone since my children live far away.	major life areas
I see. Have you been interacting with anyone through technology these days?	communication
Yes, I talk to my daughter on the phone every weekend. It's comforting to hear her voice.	communication
That's great that you utilize technologies for communication so that you wouldn't feel lonely.	interpersonal interactions and relationships
During the weekdays, I listen to my favourite radio stations and sing along. 	none
How long have you been listening to radio channels?	none
I listen to the radio every day actually from noon till late evening.I love following talk shows and the music.	community, social and civic life
--------------------	--------------------
How was your day today? What did you do?	major life areas
I woke up early this morning and listened to the news. 	learning and applying knowledge
Was it on TV or radio? 	communication
Radio, I turned on the machine by pressing a button. 	general tasks and demands
Any interesting news today that caught your attention? 	none
There was a story about a dog that saved his owner from drowning. 	none
That's really exciting! How did the story make you feel? 	interpersonal interactions and relationships
It gave me a chuckle and reminded me of my old dog Jimmy. 	none
Aw, I remember you telling me about Jimmy. How do you usually reminisce about him? 	interpersonal interactions and relationships
I often look at his pictures and tell stories about	none
--------------------	--------------------
Hi, how did your day go today?	interpersonal interactions and relationships
It was not bad. I had to a call a taxi for the hospital myself since my granddaughter wasn't available.	domestic life areas
How did you contact the taxi company?	communication
I made a phone call and requested a convenient timing.	communication
That sounded convenient. How frequently do you go out during the week?	general tasks and demands
At least twice a week. But due to health problems, sometimes, only stay inside waiting for my healthcare worker to regularly visit.	mobility
How do you arrange your appointments and emailing friends or family?	communication
I usually request pen and book for diary enabled by technology-free communications device provided ion the informed minor technique on my visitors or caregiver. One assigned aware digital	none
--------------------	--------------------
How was your day today, do anything interesting?	interpersonal interactions and relationships
Yes, I tried to call my granddaughter for her birthday but had trouble with the new smartphone.	communication
Did you use a phone application to make the call or just the button on the phone?	communication
Just pushing the button did not work as well as voice-to-text messaging.	communication
Is anything else different about this phone compared to your previous one?	learning and applying knowledge
Seemingly more difficult jargon that my daughter, who usually confers on upgrades.	communication
How long have you been using it now?	general tasks and demands
Two to three months since repair.	general tasks and demands
Have you had assistance with using this new device at all?	general tasks and demands
Just Helen with everyday tips, but google.	learning and applying knowledge
--------------------	--------------------
Do you engage in any communication events during the day?	communication
Yes, I try to have a conversation.	communication
What kind of methods do you use to communicate with others?	communication
I talk, use gestures and give them some writings. 	communication
When and with whom do you usually communicate?	communication
I usually communicate during meal-times with the family.	communication
It's great. How is your verbal communication effectiveness while communicating face-to-face?	communication
I try to talk energetically and express my methodsfaculties boldly.	communication
What kinds of challenges do you usually face while communicating? 	communication
: It is very common to misunderstand each other during the conversation which worsions communication efficts zenenhiipp	communication
--------------------	--------------------
Hey! How was your day today? 	interpersonal interactions and relationships
Hi, not so bad for me I guess. But things happen so quickly! 	interpersonal interactions and relationships
What sort of things did it most relate to? Did you do something new? 	interpersonal interactions and relationships
Not a new 'something' exactly noteworthy-but oddly trivial sort: lost my cheque card to today's grocery chip lock corner, and my wobbly steps held up mum and Bill in line ready-to-pay attention until I should rather wake my mind up quickly.. so I clumsily wandered through code putting Jane's expected text but really emitting, actually mixing apps. 	mobility, communication, learning and applying knowledge
Oh no! That doesn't sound satisfying in the slightest. Would you verbalisest	communication
--------------------	--------------------
How was your day today? Have you had any interesting communication events?	communication
Well, I spoke to my friend on the phone this morning and caught up on some news.	communication
That's great. Did the conversation go smoothly? 	communication
Yes, it did. I didn't have any trouble hearing her on the phone and my voice was clear.	communication
I see. That's good to hear. How about communicating with anyone else later in the day?	communication
Yes, I paid my gas bill and the employee helped me through the kiosk system. It was easy to understand the instructions.	communication
That's wonderful. Did the employee use any gestures to help convey the message? 	communication
Yes. She pointed out	communication
--------------------	--------------------
What did you do today?	major life areas
I watched TV and cooked for myself.	domestic life areas
What did you watch on TV?	communication
I watched a baseball game.	community, social and civic life
Who was playing?	communication
The Dodgers and the Red Sox.	community, social and civic life
Which team do you root for?	interpersonal interactions and relationships
I root for the Dodgers.	interpersonal interactions and relationships
Why do you like the Dodgers?	interpersonal interactions and relationships
I used to live in Los Angeles where they are from. 	major life areas
Was the game exciting?	major life areas
Yes, it was very close. The final score was 3-4 in favor of the Dodgers.	major life areas
Did you cook a special meal for yourself?	domestic life areas
No, I just made spaghetti and beef meatballs.	domestic life areas
They sound delicious	none
--------------------	--------------------
Any interesting events happen recently?	community, social and civic life
Yes, actually yesterday I went to visit my granddaughter.	interpersonal interactions and relationships
That's great! Did she say anything interesting to you?	interpersonal interactions and relationships
She showed me a drawing she made at school and told me about some news she heard on TV.	learning and applying knowledge, communication
I bet she's excited to share her experiences with you.	interpersonal interactions and relationships
Yes, she's always so talkative. Sometimes I have trouble keeping up with her.	interpersonal interactions and relationships
What language do you speak with your grandchild? 	communication
Mostly English but we use some Albanian words too to remind her of her heritage.	communication
That's lovely. And how do you communicate with each other?	communication
We use a mix of speaking but gesture and drawing	communication
--------------------	--------------------
What do you usually do in your spare time?	major life areas
Well, I often watch TV or listen to the radio.	leisure and recreation
That's nice. Do you have favorite programs or music?	leisure and recreation
Yes, I love to listen to classical music and game shows.	leisure and recreation
Sounds great. When do you usually watch TV or listen to music?	leisure and recreation
Mostly in the evening after dinner.	leisure and recreation
How do you turn on or off the TV or radio? 	general tasks and demands
I use the remote. But I do find it difficult sometimes.	general tasks and demands
Have you tried to adjust the volume level by yourself?	general tasks and demands
Yes, I adjusted a few times but the sound was too lowhigh to me.	general tasks and demands
Okay. For any situations or	none
--------------------	--------------------
How was your morning?	interpersonal interactions and relationships
It was quite rough.	none
Why was it difficult? Anything specific happened?	none
I had trouble communicating with my grandchild over the phone regarding a photograph she'd sent me.	communication
Did she email it to you?	communication
Yes, it arrived on my tablet, but I couldn't access it.	communication
I can provide instructions, if you haven't see that yet.	communication
I've been getting tech classes, however connecting messages takes a little getting used to.	learning and applying knowledge
Should we do lessons together and try conveying messages on new devices through swiping and text checks?	learning and applying knowledge
Sounds like a good idea to me since I would find it irritating to forget how everything before it starts	learning and applying knowledge
--------------------	--------------------
So, what did you do yesterday? 	general tasks and demands
I went to see my grandkids. 	interpersonal interactions and relationships
Oh nice! Did you talk to them or communicate in any way?	communication
Yes, we communicated through sign language.	communication
That's great! When and how did you learn sign language?	learning and applying knowledge
I started learning ASL American Sign Language about ten years ago after my daughter encouraged me. Since then, I've been using it when I'm with people who are deaf or hard of hearing.	learning and applying knowledge
Wow, that's impressive! Are there any other communication devices or techniques that you use regularly?	communication
Yes, I also use a communication device on my iPad to speak. I'd be out of luck otherwise	communication
--------------------	--------------------
How is your vision lately, have you been able to use any reading techinques? 	communication
Yes, news papers with large font are easier to read.	communication
That's good! And how about carrying out a conversation? 	communication
I found it difficult to have telephone conversations.	communication
I understand that might be a hurdle. Do you find texts or emails helpful for communication? 	communication
I'm comfortable using iPad to send emails.	communication
What do you do when you want to express mood or personality in written words? 	communication
Emoji's working fine so far.	communication
Great, what do people generally due when having group discussions without knowing that someone has any sort of impairment that affects communication?	communication
The	none
--------------------	--------------------
Hey, how was your day today?	interpersonal interactions and relationships
Oh, hi there. My day was okay, nothing too exciting.	interpersonal interactions and relationships
Hey, I’ve noticed that whenever I see you around the care home, you're always walking around with somebody and chatting. When do these conversations occur?	interpersonal interactions and relationships
Yes, I always find nice people to chat during breakfast and lunch time usually. When there are nice traveling memories to exaggerate talk just fills the gaps easily 	interpersonal interactions and relationships
That's great to hear. Do you ever struggle to communicate with anyone in the care home? 	communication
Occasionally, if the person is further afrowsayfl! and mumbles instead of speaking clearly.	communication
I understand, do they have a communication device that can	communication
--------------------	--------------------
Sounds like you've had to communicate in a lot of different ways.	communication
Oh, yes. It's been a challenge to adjust to the times.	communication
What are some of the biggest adjustments you've had to make?	none
Learning to use a computer has been especially difficult. I often feel like I'm all fingers and no safety.	learning and applying knowledge
When do you use a computer?	communication
Every time I need to send an email or fill out a form, whether it's for medical purposes or taxes or other needs.	communication
How do you navigate different programs and applications?	learning and applying knowledge
Sometimes I can figure it out as I go, but often times, I need help from experts. They can step by step through the process	learning and applying knowledge
--------------------	--------------------
What did you do today?	major life areas
Today, I went grocery shopping for myself.	domestic life areas
That's great! How did you communicate with the cashier?	communication
I had a lot of trouble hearing her, so I asked her to speak louder.	communication
Ah, it sounds like interacting acoustically is problematic for you. Maybe we can check for communication devices later again? 	communication
Yes, that would be nice. Actually, I had trouble hearing the announcements they made in the shop as well.'	communication
How do you typically communicate when background noise or volume causes issues for face-to-face interaction?	communication
I usually prefer reading their lips to make up the information that I missed. And because manual communication goes smoothly with visual input	communication
--------------------	--------------------
Hi there, how have you been doing lately?	communication
Oh, I have been fairly well given my age. I try to stay active and healthy, you know.	general tasks and demands
Sure, I know you do! So, can you tell me about any communication events that happened with you recently?	communication
Well, let's see. I talked to my grandchild last weekend.	communication
That's nice. How did that go? Did you talk on the phone or did they visit you in person?	communication
No, we had a video chat on their tablet machine. I find it astounding the technology we have today!	communication
Yes, communication has developed remarkably fast in recent years. Did you have any difficulty in using that or did	communication
--------------------	--------------------
Hi! How's your day so far?	communication
It's been alright. Pretty typical.	none
What have you been up to today?	none
Well, this morning I called my son to catch up.	interpersonal interactions and relationships
That sounds nice. Are you comfortable using the phone?	communication
For the most part. Sometimes I have to ask people to repeat themselves though.	communication
I understand. Do you feel like your hearing has an impact on your ability to hold conversations over the phone?	communication
Definitely. It can be particularly difficult if there's loud background noise on the other end of the line. 	communication
That makes sense. Have tried any communication devices to help with conversation over the phone?	communication
Yes, a few actually	communication
--------------------	--------------------
So How was your day? What did you do?	communication
takes a deep breath Well, yesterday evening it was my granddaughter's ballet recital.	interpersonal interactions and relationships
Oh really? That sounds lovely. Did you enjoy it?	interpersonal interactions and relationships
Yes I did, although it was hard to follow with my hearing being what it is.	communication
Did you have difficulty hearing anything in particular during the performance?	communication
Yes, definitely. When the music was playing many if the ballerina's footsteps would be quiet to practically inaudible which I couldn't really follow what they were doing just through sight whenever there was any other noise in the theatre particI especially had trouble afterwords when we stayed just so my friends and	communication
with it	none
--------------------	--------------------
