	utterances
177	I am doing fine, thank you. My neighbors invited me to a party next week, so I'm looking forward to that.
178	That sounds like fun. How did they invite you to the party? 
179	They came over to my house and asked me in person if I wanted to come.
180	That's nice of them. How did the conversation go? Were you able to communicate effectively with them?
181	Oh yes, we talked about lots of things. We talked about the party, the food they're going to have, and the neighbors we both know.
182	That's great. So you felt comfortable and confident during the conversation? 
183	--------------------
184	How was your day today?
185	Oh, it was pretty typical.
186	Can you tell me what you did today?
187	Well, Sally came and visited me this morning. She always likes to hear about my grandchildren.
188	That sounds nice. Did you tell her what they've been up to?
189	Yes, I did. They're growing up so fast.
190	Do you often invite visitors here?
191	Yes, I love having people visit. It helps me stay connected with what's going on outside these walls.
192	I bet it does. Do you ever get lonely in here?
193	Sometimes, but I try to keep busy with volunteer work and playing games with the other residents.
194	--------------------
195	How is everything going these days?
196	Not too bad, maybe a little lonely.
197	What's been causing that?
198	Both couple friends had exciting trips planned but I didn't get an invite to either. 
199	That does sound difficult. How do those instances make you feel?
200	I kinda felt left out, like they enjoy each other's company more? 
201	Is this kind of thing usual or remarkable?
202	No, come to think of it I'm usually included, it made me feel deflated.
203	How do you typically cope with these kinds of situations?
204	Usually, jumping over it or distracting myself from thinking about it, a little bit of more procrastination thought.
205	--------------------
206	So, how was your day today?
207	It has been quite nice, do you want to dictate me certain happenings such as why now and reasons for expression based one?'
208	Sure, how did you get along with your friends?
209	Oh, I just came back from meeting them at the local senior center. We talked about our life's experiences and shared stories!
210	Sounds great, did you meet any new friends?
211	Actually, I did, I met one elderly woman who moved to the area around the same time as me so it was nice to see if we were close by!
212	F. That is fantastic to hear, how about your communication then?
213	I asked questions about experience those last
214	--------------------
215	So, did you do anything fun or new yesterday?
216	Actually, I wanted to watch this movie last night, but the seller denied the sale at the counter since I didn't remember my payment card details.
217	Oh, I'm sorry to hear that! Did you end up resolving the issue and seeing the movie?
218	Thankfully, my granddaughter introduced online payment via phone apps, so I found the seller online and used the pint payments app to see it.
219	That's great that you found a solution. I'll keep taking advantange of your granddaughter' help! How did you like the movie? 
220	To be handsome, the plot was good, but damn noisy around halfway as several teagers behind,
221	--------------------
222	Good morning! How was your day yesterday, did anything happen?
223	Well, yes, I had an encounter with Mrs. Johnson at the grocery store.
224	Ok, tell me more about that interaction.
225	I think it didn't go well. I wasn't quite sure how to start the conversation, and I probably came across as excessively serious.
226	Understandable. When did you mention the items you were purchasing to Mrs. Johnson?
227	To be exact? I actually eliminated them after Mrs. Johnson picked up a dozen bagels.
228	That is occasion for a scheme opener! Keep any enquiries like how many people the bagels will feed or the requested zip concentrate amount. Did you give a polite exc
229	--------------------
230	How have things been lately, how was your day yours today?
231	It was an okay day today. But has not been that great most of the week.
232	Oh no, what happened? Is there anything that's got you troubled at the moment?
233	Well, not really anything troubling but my children haven't been picking up my calls much in the past week.
234	That is worrying! What type of calls? Are you okay? Did they reply afterwards?
235	Channeling feelings emotions towards positive responses will always herald the smooth communication methods between dynamic heterogeneous flow problems inter and intrapersonaly without mixing consequensies. Am pretty sure.
236	F : I am not exaggerating when l tell you that not
237	--------------------
238	How was your day today?
239	It was fine, nothing much happened
240	Really? Did you talk to anybody today?
241	Yes, actually I did. I ran into my neighbor this morning.
242	Oh, that's nice! Did you exchange any words with them?
243	Yes, we talked for a little bit. We mostly just discussed the weather!
244	Ah, that's always a good topic. Did you engage in any other interactions throughout the day?
245	Well, I did make a quick stop at the store. I had to ask the cashier for some help finding a particular item I couldn't locate on my own.
246	Good for you
247	--------------------
248	How has your day been going so far?
249	Pretty good, thanks for asking. Did something doozy happen last week that messed up a companionship. 
250	What happened? 
251	Well my neighbor and I usually exchange pleasantries and yesterday, they didn't even acknowledge me when we crossed like no one recent observed me crossing moreover they did not show impressed meeting with me. 
252	Definitely a weird experience. Maybe your neighbor was just having a bad day? 
253	I thought to let go of it at that point however the way of respite gave compleing doubts as met sometimes after hope of neighbors raising hands with greeting but on and similarly happening pulled the trigger horn of major benldowns.
254	--------------------
255	How was your day today?
256	It wasn't bad, thank you for asking. 
257	Was there anything particular that happened?
258	I had to take a trip to the grocery store. 
259	Was it busy there? 
260	Oh yes, I dread going on busy days. 
261	Was anyone helpful or kind to you during your trip?
262	I suppose the cashier was polite and helped bag my groceries, but I ended up throwing fruits into the backyard of their form of laziness.
263	Why did you do that?
264	They won’t be watched over all!
265	Polynomial cut up sentence, coalesced by nltk 'treeent'
266	--------------------
