	utterances
58	Oh No Resting and allowing enough synthesis in your system is might solve this issue slightly, have you noticed what
59	--------------------
60	Do you do any lifting or carrying in your daily life? 
61	Yes, I have to carry groceries whenever I go grocery shopping. 
62	That's understandable, how frequently do you go grocery shopping in a week? 
63	I go two times a week. 
64	I see. During those groceries to reach your place, would you walk carrying or pushing a rolling cart for your purchases? 
65	Usually, I carry them until the cart becomes vacant and I put every item there then commence walking by pushing them.
66	How often do you find yourself kicking any specific object on a regular basis while, for example, you are standing, waiting around, or during leisure activities like playing ball?
67	Actually
68	--------------------
69	Do you feel comfortable with your mobility on a daily basis? 
70	Yes and no. Although I can still walk, but I can't do some things by myself anymore. 
71	What kind of activities do you find difficult? 
72	Well, lifting any weight is out of the question. And I can no longer kick a ball. 
73	When did you first start to notice these limitations? 
74	I suppose it's only been around the last year or two? Came on slowly with being unable to do small things and then got worse. 
75	Do you give piggyback rides to your grandchildren? 
76	Unfortunately, I can't anymore. My daughter or granddaughter now would help assist me
77	--------------------
78	Can you tell me some of the things you do every day?
79	I usually wake up at 7 am and get out of bed.
80	And how do you get out of bed?
81	Sometimes I roll myself off and push myself up onto my knees. Other times, I’ll use my left hand to push myself up.
82	Do you do any exercises after that?
83	Yes, I do some simple exercises to stretch and move my arms and legs while reading the morning news.
84	What do you do for your breakfast later?
85	I usually have a muffin for breakfast, but it is hard to reach it from the counter, so I use a grabber-arm to get it down.
86	--------------------
87	How was your day today?
88	Not too bad, but I had trouble carrying my groceries upstairs.
89	What happened? Did you drop something?
90	No, I just found it difficult to carry the bags up by myself. It's getting harder by the day.
91	Have you tried using a shopping cart or asking someone for help?
92	Yeah, I have a cart, but when it comes to the stairs, I just can't maneuver it on my own. And there's no one around to help me.
93	I see. How about your daily walks?
94	It's going okay, but I slow down at times and also take more stops than I would like.
95	Are there specific types
96	--------------------
97	Hey! How have you been spending your days?
98	Not very active since I had an accident a while ago.
99	Oh no, I'm really sorry to hear that. Does it impact your mobility functions as well?
100	Yes, I struggle especially with carrying items up the stairs.
101	Oh, so you have to carry things often at your living place. How frequently you need to handle it per day?
102	Daily, because there is no elevator, even though I restarted fitness moments ago with help.
103	That can be a lot to manage. Can I ask if there's any assistance that provided through worker or family?
104	Sometimes my sister helps me carry baguals but after her bedtime, nobody
105	--------------------
106	Hi there, how was your day going so far?
107	Oh, it's been okay. A little exhausting.
108	I'm sorry to hear that. Is there anything in particular that's making it more exhausting?
109	Just some general stiffness and fatigue. It seems like anytime I do any activity involving using my hands I have a tough time later on.
110	I can relate to that. Could you tell me more about it? Like, when does it usually happen and how do you feel when it does?
111	Sure. Usually it'll start a little while after I've been doing something. For example this morning it was while I was cleaning my table. Just gripping and moving some
112	--------------------
113	Hey, how's doing today?
114	I'm doing ok, Thanks for asking.
115	Can you tell me what did you do yesterday?
116	Well, let me think...oh, in the morning, I had difficulty walking to the restroom because it's quite far.
117	Why was it?
118	It took me a while because my knee joint persisted pain from standing too much, and plus it was a bit swollen in the morning.
119	I see; what motions were difficult to do?
120	Bending my knee made it tough, which I have to do once to safely get off of the bed and when I walk over the handhold under the ceiling row
121	--------------------
122	What kind of activities do you usually do at home that involve movement?
123	Well, I like to garden in the yard when the weather is nice.
124	That's great! What type of movements do you perform when gardening?
125	I often have to crouch down to fully engage with the soil, and I use a lot of upper and lower body strength to lift heavy things like bags of soil.
126	Do you need to use any tools to assist you with your gardening?
127	Yes, when the yard requires significant upkeep post-autumn there are a lot of leavesstemsagave spikes all interconnected in bundles that the typical landscaper's bag would hardly accomodate Any Wheelbarrow has the tandem balance not to
128	--------------------
129	How was your day, have you done anything exciting recently? 
130	Not really. usual daily thing. 
131	Any physical activity, going out for a walk maybe? 
132	No, not recently. 
133	do you go out for shopping often? that at least requires a bit of walking and carrying grocery bags.
134	Yes, maybe once a week. but I usually ask before going if some relatives needed anything. Carrying grocery I cannot perform anymore in my age. they do it themselves. 
135	understandable! lifting grocery requires strength. do you often ask up to lift other heavy things?
136	seldom but if things only needs lower trunk movement could still do it., lifting box of books
137	--------------------
138	What do you usually do before breakfast every morning?
139	I try to sit on the living room chair and lift my feet from the ground using my hand.
140	And then?
141	I take my therapy weight which looks like a can and lift on slow motion over my head with left then right arms.
142	What about before you sleep at night? Do you do bed mobilization?
143	Yes, I kind of stand desk beside my bed putting pressure on whichever side is pull of strongly.
144	And how about during the day? Is it preferably standing or lifting yourself up but using something to lean on?
145	Oh, I need to stand grab the walking helper and push wondering till for tires. Different roads amount
146	--------------------
147	What did you do today, sir?
148	I watered the flowers in my granddaughters' courtyard.
149	That's great, How did you manage to carry the watering can? 
150	They are only small flower beds, so I could lift and pour quickly and easily.
151	How do you usually handle your laundry and grocery shopping?
152	I use a trolley to carry my items from the store to my decision. And I assign a caregiver or family member now to handle my washing.
153	Do you have your special ways when you water flowers in your own garden?
154	I installed a drip irrigation system using this rubber facata for cleaning. 
155	Is there an affordable
156	--------------------
157	What did you do today, Ms. Anderson? 
158	Well, I woke up and relocated myself from the bed to the couch. 
159	Did you feel any difficulties transferring? 
160	Not really, I did it some minor pain. 
161	How often would you relocate? 
162	Often, like ingevery 3 to am4 hours, giennally speaking. 
163	Do you move anything while you relocate yourself? 
164	I move a couple of pillows with me to support my back. 
165	How about standing and walking around? Tell me a bit? 
166	It hurts more when stand and walking. So not often, no longer walk strength! Very hard thereftar on
167	--------------------
168	What did you do today? 
169	I did some gardening earlier in the morning. 
170	Oh, that sounds nice. How was it? 
171	Weeding wasn't too bad, just a lot of bending and pulling. But scrubbing the dirt off the patio was tiring. 
172	Do you often do physical activities like that? 
173	Yes, gardening weekly and including a walk everyday. 
174	Great to hear, do you feel any difficulty with movements cycling or paddle-boating like before? 
175	Afraid I haven't though handles in towel dispensers or jar lids sometimes give me trouble. 
176	Wow! It's great you're still regularly get moving activities like creating a
177	--------------------
178	Can you tell me about something that you do every day which involves moving your body?
179	Well, I take a walk in the morning.
180	That's great. How far do you walk and for how much time do you usually walk for?
181	I usually try to walk for at least 20 minutes in the neighborhood even if it hurts sometimes.
182	That's impressive. Do you take breaks during your walk or walk steadily through its duration?
183	I try to walk steadily as continuous sparing walks are theoretically and practically promising and will positively vent my mood.
184	That's good to hear. Do you find walking helpful in getting things done during the day or does it cause pain that is immobilising and prevents independence
185	--------------------
186	How was your day yesterday, did you do anything interesting?
187	Well, I did some lifting in the morning. I had to carry couple bags of plants to the garden.
188	That sounds nice. Do you do lifting often?
189	Not necessarily. Sometimes I carry little grocery bags but my bags yesterday were quite heavy.
190	Did you have any difficulty lifting the bags yesterday?
191	Oh, it took me a little longer to prepare for the lift. I made sure my feet were placed in proper position to prevent a fall. 
192	That's a good safety precaution. Did you have any mobility events in the afternoon?
193	Yeah, I enjoyed kicking a ball in the street with our neighbor’s children a
194	--------------------
195	How's your day going, P? Are you feeling okay?
196	Yes, I'm doing well, thanks for asking.
197	Have you been able to stay active? Can you move around easily?
198	Sometimes it's harder than other days, particularly when I have yard work or need to lift things.
199	What seems to be difficult for you when moving around?
200	Mostly lifting and carrying things like groceries or packages from the store. 
201	When does that happen the most? Do you walk with your groceries or drive?
202	I'll either walk over if it's nice out or drive if I have a lot to bring home.I've noticed it gets difficult getting heavy items from the car out and inside
203	--------------------
204	How has your day been so far?
205	Oh, just okay. 
206	I’ve noticed that you’re carrying bags. Do you do that often? 
207	No, I try not to, but unfortunately, I had to go grocery shopping for the week. 
208	How do you cope with carrying multiple bags upon returning all home? 
209	I need maximize transport objects all of my extremeties rellying particularly one using fingers one by one.At current situation of limiting being risk for possible bone fracture,RISK is preference limited balanced at adaptative ability is very slowly. But ijust because i consider repetitive safety.I merely arrange my stuff continuously until I transport once.
210	--------------------
211	Have you been doing anything interesting lately?
212	Not really, just trying to keep myself active.
213	Any movements in particular that you're forced to do multiple times in a day?
214	Well, walking up and down my stairs would rank high up there!
215	How is your balance while walking on the staircase? 
216	Fairly good but realizing that my hands play a great role particularly while gripping onto the staircase railing, in preventing unnecessary turns or overly steep steps. 
217	When forget things Once in a while? It's natural as nobody's spot-on perfect in functioning. 
218	Agreed almost all I supposed people do that increasingly as they get older.Never forget dates an appointments though but memory problem jogging
219	--------------------
220	Can you tell me a bit about your day, and what sorts of activities you participate in?
221	Well, I wake up and start the day slowly. After breakfast, I usually start getting ready.
222	In what ways do you need to adjust movement when getting ready for the day?
223	Well, there's getting dressed, brushing my teeth, putting in my inserts, and finding my shoes all important tasks. That can take a while and the tasks can vary in mobility challenge....
224	Do you walk usually, then, or how do you mostly get around?
225	Normally I take a walkup it done while sanitizing stuffs because bathup environment also is quite unbusy and harbor dust have soiled cat hairs
226	--------------------
227	What are some daily activities that require mobility for you? 
228	Getting up from bed and walking to the bathroom in the morning. 
229	When you're walking from the bed to the bathroom, do you feel any pain? 
230	Yes, my back hurts a lot when I walk and change position. 
231	Ah, that must be difficult to deal with every day. Do you use something to help support yourself, like a cane or a walker? 
232	Yes, I use a cane to balance myself. It helps a bit but doesn't alleviate all the pain. 
233	I see. Are there any activities that are particularly easy or don't cause great discomfort?
234	--------------------
235	Hi there! How have you been? 
236	Well, as good as elderly coulde be. 
237	Right! Can you tell me about your mobility events of the day? 
238	Sure. 
239	What comes ahead to dress or undress yourself every day? 
240	Normally, I tend to do so after woke up, and I pick out each 
241	Because my movement it not fluent enough, I seldom hurry. 
242	So do gardening interests you as alot nowadays? 
243	rephrase Have you had the chance to do any gardening yesterday That involves watching and planting little plants in, special equipments that needed or may torn What kind? 
244	--------------------
245	So, how have you been doing today?
246	Oh, I've had busy afternoon so far. But overall, I'm feeling good. Thank you for asking.
247	Great! What were you up to this afternoon?
248	I had some errands to run at the grocery store. I had to do some lifting throughout shopping, especially for selecting fruits and veggies. Towards the entrance, I also had to carry some shopping goods. 
249	I see, have you been finding it difficult to lift and move objects recently?
250	Yes, more often than not. It can be especially noticeable when putting groceries away.
251	Right, can you specify what causes shoulder joint pain on lifting devices however heavy demands end assistance?
252	--------------------
253	Do you walk around a lot during the day quite a bit?
254	Yes, I do a lot of walking during the day.
255	When do you usually experience difficulties with your mobility?
256	Sometimes I have problems when I have to walk too much when I go grocery shopping.
257	How long do you walk on average during grocery shopping?
258	It depends on the store, but usually 30 to 45 minutes on foot.
259	Do you have a problem climbing the stairs in your house?
260	Yes, it's not easy for me, I have to control the movements a lot.
261	How many floors does your place have? 
262	Not too much, only one staircase, but a relatively
263	--------------------
