	utterances
59	Last week on Monday.
60	How did you travel to the museum?
61	I took a bus and walked there.
62	Did you see anything interesting?
63	Yes, a phenomenal art collection surprised me.
64	Were there many people there on that Monday?
65	Yes, quite a number actually.
66	Did you go to the exhibition try to communicate with others at the museum? 
67	Yes. I talked to a woman about the art history of some finely crafted tribal painted symbols exhibited over there.
68	That's great! How do you feel after that attending the event?
69	--------------------
70	Good afternoon, I'm feeling better today. 
71	That's great to hear! Can you share with me how you communicated with the nurse earlier today? 
72	I looked at her direction and raised my hand slightly to get her attention, then I spoke to her in a normal volume. 
73	That sounds good. When you were resting, did you communicate with your family using a different technique? 
74	Yes, I used writing to let them know when I needed something or how I feel. 
75	That's very helpful. Did you have ever communicate by gestures or sometimes cannot use the appropriate word for what you meant?
76	Yes, I do that sometimes. When I could not think of the right
77	--------------------
78	What do you usually do in your free time?
79	Well, sometimes I read books or I watch TV.
80	Do you watch TV alone or with others?
81	Mostly alone because my hearing is poor so others don't usually want to watch with me.
82	That's tough, do you use anything to help you hear better when you watch TV?
83	Yeah, I have a hearing aid that I usually use.
84	That's better. How about when you communicate with your family or friends?
85	Oh, we usually communicate through texting nowadays, sometimes we still call or use video chat.
86	How do you usually hold conversations when you call or video chat?
87	For video chat, I use
88	--------------------
89	How was your day so far, ma'am?
90	Well, not bad, thanks. I arrange my schedule until where I could feel sufficient.
91	That's really good to hear! How did you tell your family and friends about the new arrangement in your schedule?
92	Oh, I wrote a message to everyone on our family chat.
93	Nice! When do you most prefer sharing your thoughts with others during the day?
94	Early after breakfast, because nobody interfering me during that hour, I setup and follow my schem, also. 
95	Got it, setting a clear schedule helps with setting your time to do certain activities for the day. What about the Social distancing, do do possible phone-calls pre
96	--------------------
97	Can you tell me about an everyday event where you need to use your communications skills? 
98	When I go to the market, I need to talk with the salesperson.
99	Can you give an example?
100	I usually ask which brand of eggs is freshest and how much inventory is in stock.
101	How do you say it?
102	Good morning or afternoon and then ask. 
103	And how do they respond to you? 
104	They have many choices of eggs...and then they answer. Sometimes there's a long conversation about the discussion on trying to get some discount.
105	Great. What do you do if miscommunication happened?
106	Usually we can explain or show the item to
107	--------------------
108	Hi, how have you been doing recently?
109	I've been okay, I spend most of my day alone since my children live far away.
110	I see. Have you been interacting with anyone through technology these days?
111	Yes, I talk to my daughter on the phone every weekend. It's comforting to hear her voice.
112	That's great that you utilize technologies for communication so that you wouldn't feel lonely.
113	During the weekdays, I listen to my favourite radio stations and sing along. 
114	How long have you been listening to radio channels?
115	I listen to the radio every day actually from noon till late evening.I love following talk shows and the music.
116	--------------------
117	How was your day today? What did you do?
118	I woke up early this morning and listened to the news. 
119	Was it on TV or radio? 
120	Radio, I turned on the machine by pressing a button. 
121	Any interesting news today that caught your attention? 
122	There was a story about a dog that saved his owner from drowning. 
123	That's really exciting! How did the story make you feel? 
124	It gave me a chuckle and reminded me of my old dog Jimmy. 
125	Aw, I remember you telling me about Jimmy. How do you usually reminisce about him? 
126	I often look at his pictures and tell stories about
127	--------------------
128	Hi, how did your day go today?
129	It was not bad. I had to a call a taxi for the hospital myself since my granddaughter wasn't available.
130	How did you contact the taxi company?
131	I made a phone call and requested a convenient timing.
132	That sounded convenient. How frequently do you go out during the week?
133	At least twice a week. But due to health problems, sometimes, only stay inside waiting for my healthcare worker to regularly visit.
134	How do you arrange your appointments and emailing friends or family?
135	I usually request pen and book for diary enabled by technology-free communications device provided ion the informed minor technique on my visitors or caregiver. One assigned aware digital
136	--------------------
137	How was your day today, do anything interesting?
138	Yes, I tried to call my granddaughter for her birthday but had trouble with the new smartphone.
139	Did you use a phone application to make the call or just the button on the phone?
140	Just pushing the button did not work as well as voice-to-text messaging.
141	Is anything else different about this phone compared to your previous one?
142	Seemingly more difficult jargon that my daughter, who usually confers on upgrades.
143	How long have you been using it now?
144	Two to three months since repair.
145	Have you had assistance with using this new device at all?
146	Just Helen with everyday tips, but google.
147	--------------------
148	Do you engage in any communication events during the day?
149	Yes, I try to have a conversation.
150	What kind of methods do you use to communicate with others?
151	I talk, use gestures and give them some writings. 
152	When and with whom do you usually communicate?
153	I usually communicate during meal-times with the family.
154	It's great. How is your verbal communication effectiveness while communicating face-to-face?
155	I try to talk energetically and express my methodsfaculties boldly.
156	What kinds of challenges do you usually face while communicating? 
157	: It is very common to misunderstand each other during the conversation which worsions communication efficts zenenhiipp
158	--------------------
159	Hey! How was your day today? 
160	Hi, not so bad for me I guess. But things happen so quickly! 
161	What sort of things did it most relate to? Did you do something new? 
162	Not a new 'something' exactly noteworthy-but oddly trivial sort: lost my cheque card to today's grocery chip lock corner, and my wobbly steps held up mum and Bill in line ready-to-pay attention until I should rather wake my mind up quickly.. so I clumsily wandered through code putting Jane's expected text but really emitting, actually mixing apps. 
163	Oh no! That doesn't sound satisfying in the slightest. Would you verbalisest
164	--------------------
165	How was your day today? Have you had any interesting communication events?
166	Well, I spoke to my friend on the phone this morning and caught up on some news.
167	That's great. Did the conversation go smoothly? 
168	Yes, it did. I didn't have any trouble hearing her on the phone and my voice was clear.
169	I see. That's good to hear. How about communicating with anyone else later in the day?
170	Yes, I paid my gas bill and the employee helped me through the kiosk system. It was easy to understand the instructions.
171	That's wonderful. Did the employee use any gestures to help convey the message? 
172	Yes. She pointed out
173	--------------------
174	What did you do today?
175	I watched TV and cooked for myself.
176	What did you watch on TV?
177	I watched a baseball game.
178	Who was playing?
179	The Dodgers and the Red Sox.
180	Which team do you root for?
181	I root for the Dodgers.
182	Why do you like the Dodgers?
183	I used to live in Los Angeles where they are from. 
184	Was the game exciting?
185	Yes, it was very close. The final score was 3-4 in favor of the Dodgers.
186	Did you cook a special meal for yourself?
187	No, I just made spaghetti and beef meatballs.
188	They sound delicious
189	--------------------
190	Any interesting events happen recently?
191	Yes, actually yesterday I went to visit my granddaughter.
192	That's great! Did she say anything interesting to you?
193	She showed me a drawing she made at school and told me about some news she heard on TV.
194	I bet she's excited to share her experiences with you.
195	Yes, she's always so talkative. Sometimes I have trouble keeping up with her.
196	What language do you speak with your grandchild? 
197	Mostly English but we use some Albanian words too to remind her of her heritage.
198	That's lovely. And how do you communicate with each other?
199	We use a mix of speaking but gesture and drawing
200	--------------------
201	What do you usually do in your spare time?
202	Well, I often watch TV or listen to the radio.
203	That's nice. Do you have favorite programs or music?
204	Yes, I love to listen to classical music and game shows.
205	Sounds great. When do you usually watch TV or listen to music?
206	Mostly in the evening after dinner.
207	How do you turn on or off the TV or radio? 
208	I use the remote. But I do find it difficult sometimes.
209	Have you tried to adjust the volume level by yourself?
210	Yes, I adjusted a few times but the sound was too lowhigh to me.
211	Okay. For any situations or
212	--------------------
213	How was your morning?
214	It was quite rough.
215	Why was it difficult? Anything specific happened?
216	I had trouble communicating with my grandchild over the phone regarding a photograph she'd sent me.
217	Did she email it to you?
218	Yes, it arrived on my tablet, but I couldn't access it.
219	I can provide instructions, if you haven't see that yet.
220	I've been getting tech classes, however connecting messages takes a little getting used to.
221	Should we do lessons together and try conveying messages on new devices through swiping and text checks?
222	Sounds like a good idea to me since I would find it irritating to forget how everything before it starts
223	--------------------
224	So, what did you do yesterday? 
225	I went to see my grandkids. 
226	Oh nice! Did you talk to them or communicate in any way?
227	Yes, we communicated through sign language.
228	That's great! When and how did you learn sign language?
229	I started learning ASL American Sign Language about ten years ago after my daughter encouraged me. Since then, I've been using it when I'm with people who are deaf or hard of hearing.
230	Wow, that's impressive! Are there any other communication devices or techniques that you use regularly?
231	Yes, I also use a communication device on my iPad to speak. I'd be out of luck otherwise
232	--------------------
233	How is your vision lately, have you been able to use any reading techinques? 
234	Yes, news papers with large font are easier to read.
235	That's good! And how about carrying out a conversation? 
236	I found it difficult to have telephone conversations.
237	I understand that might be a hurdle. Do you find texts or emails helpful for communication? 
238	I'm comfortable using iPad to send emails.
239	What do you do when you want to express mood or personality in written words? 
240	Emoji's working fine so far.
241	Great, what do people generally due when having group discussions without knowing that someone has any sort of impairment that affects communication?
242	The
243	--------------------
244	Hey, how was your day today?
245	Oh, hi there. My day was okay, nothing too exciting.
246	Hey, I’ve noticed that whenever I see you around the care home, you're always walking around with somebody and chatting. When do these conversations occur?
247	Yes, I always find nice people to chat during breakfast and lunch time usually. When there are nice traveling memories to exaggerate talk just fills the gaps easily 
248	That's great to hear. Do you ever struggle to communicate with anyone in the care home? 
249	Occasionally, if the person is further afrowsayfl! and mumbles instead of speaking clearly.
250	I understand, do they have a communication device that can
251	--------------------
252	Sounds like you've had to communicate in a lot of different ways.
253	Oh, yes. It's been a challenge to adjust to the times.
254	What are some of the biggest adjustments you've had to make?
255	Learning to use a computer has been especially difficult. I often feel like I'm all fingers and no safety.
256	When do you use a computer?
257	Every time I need to send an email or fill out a form, whether it's for medical purposes or taxes or other needs.
258	How do you navigate different programs and applications?
259	Sometimes I can figure it out as I go, but often times, I need help from experts. They can step by step through the process
260	--------------------
261	What did you do today?
262	Today, I went grocery shopping for myself.
263	That's great! How did you communicate with the cashier?
264	I had a lot of trouble hearing her, so I asked her to speak louder.
265	Ah, it sounds like interacting acoustically is problematic for you. Maybe we can check for communication devices later again? 
266	Yes, that would be nice. Actually, I had trouble hearing the announcements they made in the shop as well.'
267	How do you typically communicate when background noise or volume causes issues for face-to-face interaction?
268	I usually prefer reading their lips to make up the information that I missed. And because manual communication goes smoothly with visual input
269	--------------------
270	Hi there, how have you been doing lately?
271	Oh, I have been fairly well given my age. I try to stay active and healthy, you know.
272	Sure, I know you do! So, can you tell me about any communication events that happened with you recently?
273	Well, let's see. I talked to my grandchild last weekend.
274	That's nice. How did that go? Did you talk on the phone or did they visit you in person?
275	No, we had a video chat on their tablet machine. I find it astounding the technology we have today!
276	Yes, communication has developed remarkably fast in recent years. Did you have any difficulty in using that or did
277	--------------------
278	Hi! How's your day so far?
279	It's been alright. Pretty typical.
280	What have you been up to today?
281	Well, this morning I called my son to catch up.
282	That sounds nice. Are you comfortable using the phone?
283	For the most part. Sometimes I have to ask people to repeat themselves though.
284	I understand. Do you feel like your hearing has an impact on your ability to hold conversations over the phone?
285	Definitely. It can be particularly difficult if there's loud background noise on the other end of the line. 
286	That makes sense. Have tried any communication devices to help with conversation over the phone?
287	Yes, a few actually
288	--------------------
289	So How was your day? What did you do?
290	takes a deep breath Well, yesterday evening it was my granddaughter's ballet recital.
291	Oh really? That sounds lovely. Did you enjoy it?
292	Yes I did, although it was hard to follow with my hearing being what it is.
293	Did you have difficulty hearing anything in particular during the performance?
294	Yes, definitely. When the music was playing many if the ballerina's footsteps would be quiet to practically inaudible which I couldn't really follow what they were doing just through sight whenever there was any other noise in the theatre particI especially had trouble afterwords when we stayed just so my friends and
295	with it
296	--------------------
