	utterances
142	Hey, how's everything going with you these past few days?
143	Oh, it's been okay. I can manage to eat and bathe on my own but I need help in standing up.
144	Really, can you explain when and how it occurs?
145	Every morning after sleeping on my twin-size bed. I will then move over the edge after my small-slumber awaiting sunrise rays to harass my pallid, already-ached self.
146	Have you visited the doctor lately for a check-up on your supposed fracture early on your thirties hooray birthday?
147	Yes, as I understood it from ~ time ≠ life throughout apoks zombies — social butterfly flourishly blebeartic f
148	--------------------
149	What did you do yesterday, anything exciting?
150	Just my usual routine, I spend most of the day figuring out my mobility issues.
151	That must be frustrating – What kind of mobility issues?
152	It's quite a task for me to get in and out of bed in the morning. And lying down normally can also be a challenge.
153	And how do you usually deal with going from a sitting to a standing position?
154	I generally take short steps and sit securely before stopping... then want a second... try pushing off almost wearily looking!
155	How long does it take you to complete these events? 
156	Could be around 5-10 minutes. I could honestly Wish more; especially to
157	--------------------
158	How have you been doing lately? 
159	Oh, I've been okay. Struggling a bit with some daily activities. 
160	What activities do you struggle with? 
161	Mostly getting on and off my bed. These days, I always wait for my daughter because I find it difficult holding on rails. 
162	Have you tried using tools that might be helpful for these tasks? 
163	Yes. I had bed rails installed already. Also, I use crutches so that I can move around independently to at least share a hand or get some snacks. 
164	These must help, alright. May I get curious about these mobility issues. When does this situation happen? Do you require someone’s supervision usually
165	--------------------
166	Hi there, how have you been?
167	Oh, not my best times. I am getting old for doing things, feel stiff in the morning a bit out of breath rest of the times.
168	I see, do you mind telling me more about what types of mobility activities describing that you had difficulty. 
169	Well most mobility activities like standing up provide butt relief,walking or even sitting costs some energy especially during having pain,joint lock issues.Honestly,I really suffer in bathing,it require finishing too slow.
170	Yes, I understand. Have you considering using any assistive methods?
171	With god bless,I taken to manage son much independently however I begun to feel less coordination hence,I got fainted on using
172	--------------------
173	How has your day been?
174	Oh, it's been a pretty normal day for me.
175	As your friend, I'm just checking on how you are managing mobility-wise. How's your day-to-day with tasks like sitting, standing, and walking?
176	I seem to be doing all right with everything, but some things require a little bit more planning and effort on my part these days.
177	Of course, life changes as we age, there's nothing to be ashamed of in needing extra help. What types of things need a little bit more consideration these days?
178	Well, anytime that I have to go up or down the stairs especially with a cane, the struggle becomes real for me. I try
179	--------------------
180	I see you're doing well today. How has your day been? 
181	It's been good although tiring. I've been attending to a few events around the house.
182	What kinds of events did you have today?
183	I did house cleaning which took time, laundry, watering plants, and finishing up documents in the office. 
184	Sounds like you are really active. Can you tell me how good's your mobility?
185	Generally it's okay but my movements occur too slow lately, making me use a lot of my energy.
186	I understand. What activities do you think are proving most difficult right now?
187	Going up and down the stairs can sometimes pose a challenge and also maintaining a
188	--------------------
189	How has your day been so far?
190	It’s been a little difficult as I struggle with some mobility symptoms.
191	I see. Could you tell me more about one of the difficulties you faced today?
192	Sure. With good reason mobile gradually folding vehicle design usually modified racing c38, nowadays requires lower action execution such as deteriorated physique cause me struggles to standing off a lower place.
193	So you had trouble standing up from a lower position. Could you give me an example of when that happened?
194	Yes, in the market this morning, I dropped something on the floor.
195	And how were you able to get back up after bending down to pick up the item you dropped?
196	I had
197	--------------------
198	How do you manage to get out of bed each morning?
199	I first try to turn over and sit up before finally swinging out my legs from the bed.
200	That sounds hard, do you have someone to help you?
201	Thankfully no, it would be embarrassing if somebody always needed to help me.
202	How about getting in and out of chairs as well as walking from one side of the room to another?
203	Walking between places has become quite the difficult feat alright, often my edges harm catching up to pace can just sometimes not be their Quick thoughts aren`t easily concoctable nowadays, making patterns that were automatic decision needing accumulation of brief operational deep masscreases.
204	Are uneven surfaces much tougher for
205	--------------------
206	Hey, how has your day been going so far?
207	It's been alright, just feeling a bit tired today.
208	I'm sorry to hear that. Is it because of any trouble with moving around throughout the day?
209	A little bit, actually. I've been having some difficulty with getting up from sofas or chairs sometimes.
210	I see. Can you tell me a bit more about when it usually occurs and how it feels for you?
211	Well, it seems to happen more in the afternoons when I start feeling more fatigued. It usually just feels like I don't have enough energy to lift myself up.
212	I see. And what about maintaining the seated position? Do you
213	--------------------
214	Have you been feeling more difficulties with your daily walks?
215	Yes, my knees hurts when I walk and it’s harder to lift from sitting now.
216	I see. That sounds tough. When does the pain usually start?
217	It begins whenever I start putting pressure on them. But it stays if I’ve gotten up as well numerous times during the day.
218	Right. Do you have any constructive tactics that helps you tend with the neuropathy?
219	Crouching when grabbing needed thing can aid, as well as appearing when raising during sessions watching out for my back. 
220	Having productive procedures and strain reduction is huge. I’m worried to miss coordination between peculiar routine shaping other routine work a burden.
221	--------------------
222	How are you doing today?
223	I'm always trying to adjust, but today I'm particularly having more trouble moving than my usual day-to-day struggle.
224	What kind of trouble are you going through?
225	Well, I've noticed over the past month that I'm not as confident as normally when it comes to walking around the house or even walking a short distance to the shops. 
226	That sounds frustrating. Can you tell me more?
227	Yeah. Like my walks - I now cannot walk long distances or even those outdoor steps encourage nausea during the day.
228	Since when you've been doing less disturbance than you usually did in things like walks?
229	It was a year as I couldn't do
230	--------------------
231	How has your day been going so far, anything new with your mobility?
232	Well, I still experience difficulty getting up from my chair and maintaining myself standing for an extended period of time.
233	I see, when is it hardest for you to stand up?
234	Mostly during mornings and after long periods of rest.
235	And how about maintaining standing for awhile?
236	Oh usually when I need to make sandwiches or do dishes lately.
237	Understandable. When sitting for the longer duration, is there any difficulty then?
238	No, sitting for awhile doesn't give me an issue.
239	That makes sense. How are transfers when you move from bed to chair or when you drop something and selecting it off
240	--------------------
241	How is your day going so far?
242	It's been alright so far, thank you.
243	Have you had to do any particularly mobility-intensive tasks today?
244	Yes, actually. I had to get up from my chair quite a few times to grab things from different parts of the room.
245	When was the first time you had to get up?
246	I got up about an hour ago to make myself breakfast. Standing there for too long wasn't great for my knees.
247	I see. And have you had to transfer yourself anywhere?
248	I generally try to only go from my chair to my bed as my hip tends to act up a lot after walking distances or too often. 
249	--------------------
