	utterances
54	I understand. What sort of things are you up to these days?
55	Well, usual if you may. Waking up in the morning, getting my clothes out, and starting to dress myself - that starts always makes things challenging sometimes.
56	I imagine so. When do you usually do it and how?
57	Every day when I wake up definitely. I dress-up for loosened up time at home first,no timing around that. ereading-newsor noting days; also trips with Family Kids small. Otherwise Anabell cleaned for t living properly four months deep-cleaning.
58	--------------------
59	Hi, how have you been lately?
60	Oh, just taking it one day at a time.
61	I understand. Do you mind if I ask about some of your daily routines? 
62	Not at all, what do you want to know?
63	How do you feel about getting dressed in the morning? Is it an easy task?
64	Oh, putting on my clothes is much easier than taking them off.
65	Why is that?
66	Well, to put it bluntly, I have trouble with my shoulders. I can get my shirt and pants on without much fuss but taking them off can be quite a struggle.
67	I see. Do you have a particular time of day that getting dressed
68	--------------------
69	Hello! How are you feeling today ?
70	Oh, not too bad. My knee's been a bit sore today.
71	Sorry to hear that. Has it been affecting your daily routine?
72	Actually, yeah, with my sore knee I haven't been taking my phone off the charger at its usual charging spot.
73	Oh, I'm sorry to hear that. How often do you move around your house?
74	Well, I try not to go up and down the stairs soon after waking up or rightit during a respiratory frequency flare-up..
75	Gotcha! But what time do you go down and up the stairs regularly?
76	Normally I accumulate steps on slow steam away experiments evertyday so there
77	--------------------
78	How have you been doing lately?
79	Oh, I'm fine. Just found it harder to do certain things.
80	Let me know what those are.
81	Well, drying and dressing myself has been an ongoing issue lately.
82	When do you usually dress yourself?
83	Generally in the morning after shower; that's when it gets bothering these days,
84	What part exactly is troubling you the most?
85	My back, specially the low back.
86	Have you introduced pillow-placing and bathing method to your shower routine by any chance?
87	Yeah, I strictly manage myself traditional daily intense srevices fortified by softer leisure activities interlaced into my therapy italiens mars, noon walks.
88	--------------------
89	Hi, how have you been lately?
90	I've been okay, just feeling a little tired recently.
91	Have you been keeping up with your meals and self-care activities?
92	Yes, I try to be mindful of it. Sometimes it's hard with my arthritis.
93	Oh, I bet. Can you tell me a bit about how you usually cut your food during meals?
94	Well, I suppose it varies. Sometimes my hands cramp up so much I struggle just to use utensils. Other times it's okay, but I have to take it slow and steady.
95	That sounds difficult. What about using cutlery? Do you have any issues there?
96	Sometimes holding silverware is
97	--------------------
98	How do you usually start your mornings?
99	Hmm..I start the day off by simply bedding already out. sometimes eat my breakfast.
100	Great! Do you easily feed on your own or someone helps you out?
101	I can feed wearly everyday but sometimes somebody assistance . about servemonthsnest when I injured my left sword qualitydifficull.
102	That sounds tough. When do you usually take showers on a daily If the seven days arrive forth-sown the normal causes fur incisions some raceofrestjuli
103	basis? 
104	Sadly I recently trip lay more often on etape to the borSze areaudleroomareplaceany wasaemottthingrodfiprocudd
105	--------------------
106	How's your day going so far? 
107	It's going good. 
108	Good to hear that. Have you eaten anything today? 
109	Yes, I so far have had my breakfast. 
110	Oh that's great! can you walk me through what exactly you had for breakfast? 
111	For breakfast, I had a toast with butter and a cup of coffee. 
112	Did you cut the toast and put butter on it yourself? 
113	Yes, I did everything by myself, I use a butter knife to put butter on the toas. 
114	That's really great. Next, after finishing your breakfast, did you drink your medicine yourself or did someone else help you?
115	--------------------
116	How was your day, did you have a good one? 
117	It was alright, thanks. 
118	That's nice. Have you had breakfast this morning? 
119	Yes, every morning I do. 
120	What's your usual breakfast? Is there something you couldn't prepare? 
121	Today, I had oatmeal, which is something I can prepare for myself if the oats are already prepared, that is. If not, sometimes that turns into a hassle. 
122	Do you ever have trouble cutting or moulding your food on your own? Say... with forks or knives? 
123	It definitely help when half a meal is already preparation: cut down apples rather that ordinary pips!
124	--------------------
125	Hey there, how was your day today?
126	It was okay, not much to mention. I had difficulties with lunchtime.
127	Lunch? what happened?
128	All I had was soup and it was too hot to eat properly.
129	Did you make it yourself or did somebody offer it poorly heated?
130	I had some leftovers from last night. I microwave it longer than usual. 
131	--------------------
132	I noticed how well-dressed you are today! Did you get dressed by yourself this morning?
133	Indeed, I did. With little bit effort alongside some repositions may how hard walking moving can do me. I ware long- sleeve closed pajama tops with black paints.
134	That's great! Was there any difficulty in choosing clothes and buttons?
135	No issue. Round collar held prominent rather stood beside when making sure the top naturally removable coordinated through hood provision and using right starting queue in assembly sequence forth.
136	I see, how about taking a shower earlier at which Batiste fits your wash?
137	Maybe done such refill quickly since wants to work dress farther.
138	That's interesting. So, are meal
139	--------------------
140	Hey, can I sit down and talk with you for a bit?
141	Sure, of course. I'd be happy to. How have you been?
142	Good, good. I've been meaning to check up on you-- how have your daily life events been?
143	Well, not so easy to manage if I'm honest, but I have someone to help out here and it solves half of it. What'd you mean exactly?
144	I wondered whether preparing something really limited your capabilities, such as cutting a rather difficult food for a packed lunch or doing meal started to demands superhuman strength.
145	Yes, there are times when food is not found easily pre-chopped , you won’t see eye-to
146	--------------------
147	How was your day, did you do anything fun today?
148	Not really, just some shopping as usual from the local grocery store and then returned home. 
149	Sounds like a routine, it's important to take care of you as well! Are you able to dress yourself in different clothes or do you stick to comfortable ones only? 
150	Well, mostly I wear gowns or outfits having large buttons due to grip issues with little experience in pairing up clothing items. 
151	That makes sense. Also, do you able to prepare your standard meals themselves sufficient in terms of health?
152	Yeah, I try my best to ensure sound balance while at having my schedule planned which nowadays focus more onto repetitive dishes come breakfast
153	--------------------
154	Hi there, how have you been?
155	I have been okay. Just struggling with some of my daily routine activities.
156	That sounds tough. Can you give me an example?
157	Sure, well, I struggle with eating meals by myself.
158	Oh, when and how does that occur?
159	Mostly at dinner when I am alone, some stuff can be difficult to cut and I tend to spill quite a bit of food while I eat.
160	That can be quite frustrating. Have you tried using smaller cutlery and plates previously?
161	Yeah, I have tried but they seem too awkwardsmall to hold. I am thinking about starting fingerling eating.
162	Have you consulted with your care
163	--------------------
164	Have you been keeping up with your daily routines, like eating and dressing properly? 
165	Oh yes dear, I've been trying my best to take care of myself as well as the event this follows as well during the normal course of my day!
166	That's great to hear! Could you walk me through how your meal times look like? 
167	Well I typically take breakfast before eleven o'clock by pouring cereals neatly into a bowl beforehand with some chopped fruits of preferable suit beside trying not to fill myself too much. Also grabbing the two crystal-covered spoons waiting for use right before moving closer with a toaster readily set for cooking what always satisfies me….. FISH SANDWICHES,milk down and with mass meetings
168	--------------------
169	Have you been doing alright lately?
170	Oh, just living day by day.
171	I hear ya, have you had trouble with eating recently?
172	Actually, now that you mention it, I do feel a bit sluggish sometimes.
173	When is it typically hard for you to eat?
174	I seem to struggle most with dinner. 
175	Hmm, does cuttingusing utensils cause any difficulty?
176	On occasion. But since I started using an adaptive utensil set, that helps.
177	Right, that's great. When do typically take your meals at night time?
178	Usually around 6 PM as per my patterns.
179	That makes sense. What typically gets easier about the nightly
180	--------------------
181	Are you enjoying your meal, Mrs. Johnson?
182	Indeed, but it's getting harder to finish my meal these days. 
183	Is it because of any pain?
184	No. Maybe in my younger days, I had no problem with cutting food into smaller pieces. now with my hands slightly more firm and shaky, it's starting to become a weakness of mine.
185	How long ha sThis problem been bothering you?
186	Only started a Year ag  but food issues like being mannerly roperthe label something Tiff-Biggner that's etloing higherid weai meal-wir laplLuch.eans and cus Itually fincer to lf-my far matl cr
187	--------------------
188	Hi, how are you today?
189	I'm feeling okay, just taking it easy.
190	That's good. I've been wanting to know how you've been handling things at home lately with your self-care activities.
191	Well, some things have become difficult.
192	Can you elaborate? 
193	For example, I cannot cut food into pieces for myself, to cut anything and using utensils has become hard lately, It happens lately since last month 
194	That's understandable .How about bathing? Do you need assistance with that still ?
195	Yes , I have hard time managing stuff during shower and I wander in bathroom due to absence of solid grips. 
196	Have you ever hear about variety of
197	--------------------
198	Hi! How was your day today?
199	Hello! It was going well, thanks for asking.
200	That’s sounds good. How about your self-care activities going on today’s daily routine?
201	Yeah! Actually, I took my shower in last morning. It offers ease to get other things done.
202	How frequently you take showers in a week.
203	It’s mostly twice a week due to using hot water too much weakening the strength of my internal metabolic system, I learned this form when I stuck neck cord from stones during shower in the my foot balance was subtle firm also slightly imbalanced putting next few steps in instability need so support needing fatigued frequently takes so others be honest helped do suggests fix
204	--------------------
205	How have you been managing yourself lately, do you have a routine to take care of yourself?
206	Yes, I have a usual routine to do it.
207	Could you tell me more about that, especially the essential ones?
208	In the morning, I get up early and brush my teeth. After that, I go to have my breakfast.
209	Donna prepares It or do you cook your meal for yourself?
210	For the most important meal of the day, haven't you try the delicious cake i made yesterday?
211	Actually you got me wishing for it now! but let 's stick to the topic. When it comes to having meals, do you experience difficulty with it?
212	Using dimmed light
213	--------------------
214	How have you been doing, lately?
215	Things have generally been good but activities can be challenging these days.
216	What kinds of things have you found difficult? 
217	You know, everyday self-care activities like eating with utensils has proven hard for me. 
218	Why is that way? 
219	Though I can usually manage scoff correctly, It's uneasy for me to manipulate with knife, forks and spoons around one hand. particularly when preparing individual parts of the dish.
220	Oh i see. 
221	 Those types of situations when one carelessly ends up an undersized and unstable creaside while mingling food pieces definitely only augments and leads towards disorder sine one small part will
222	--------------------
223	Hey there! It’s great to see you again.
224	Yes, always happy to see you too.
225	So how have you been taking care of yourself lately?
226	Oh, it has been a bit tough. I can still look after myself, though it’s getting frustrating.
227	Can you tell me more about how what has been bothering you the most?
228	Some ordinary chores, tasks that used to come easy, right now even simple events like tapping cutlery on the table before I use them or dividing dinner into little parts everything becomes sort of inconveniences... 
229	When do these meal changes occur? Breakfast, Lunch or dinner?
230	Honestly, all of them! but especially during lunch
231	--------------------
232	How was your day? Do you wanna share with me about your daily life?
233	Well, it was just an ordinary day. Nothing special to point out.
234	Actually, I really wanna know about your ability to do daily tasks. You have admirable resilience, living alone and away from your family.
235	I try my best to complete my daily tasks without sacrificing on safety and hygiene. 
236	That 's amazing! Which daily task do you feel comfortable with when living alone?
237	Having meals usually counters s difficult task so I do home deliveries. Chopping vegetables and cutting foods into small pieces that require fine motor, e.g just cutting apple makes me feel tired. Spreading butter using table knives worksed
238	--------------------
239	Hey! Looks like it's been ages since we last spoke on the phone. How have you been, my dear friend?
240	Hi there! I am doing fine. Just dealing with some of my old- age problems, you know. Sometimes the simplest and easy- peasy stuff can be mostly dreadful, given all the bits an exercises procedures one has to undergo…
241	May I know more about your day today? What did you do? 
242	Sure thing – well, first the usual early sunny appointment and breakfast catch mentally checking his different actions corresponding events, scruffy beard clad type walk routine with the rapid uncertainty of basic senses held to tackling glasses clothes and coffee while standing at random points throughout the house
243	--------------------
244	Hey, how have you been doing lately?
245	I do not know young one, can’t move as I used to be..these elderly knees!! hmm sorry can you pls reminder about uhm-brey-sfy  what-and-who topic.. it sounds very exiting!br
246	Sure! We were talking about a few events that involve self-care such as eating. Can you tell me more about that? 
247	Why yes, I can talk for hours about these thingers adultz won't guessed it yearsned bring some beef tong huh! To answer honestly young one. I often use teaspoons than hactual forks now.@medialaughned:: 
248	Very interesting. And how about cutting your
249	--------------------
250	How's your day going today?
251	It's been nice thus far.
252	Have you had your usual breakfast this morning?
253	Yes, I usually have a bowl of cereal with milk.
254	Oh, that's great. Do you have any difficulties in pouring the milk?
255	No, the 4-ounce container size is ideal for me.
256	That sounds perfect. Do you use a spoon with your cereal or do you easily hold food now?
257	I tilt the bowl to my mouth now.
258	Thanks for telling me that. Do you manage your clothes nowadays as usual patterns?
259	Yes, I dress myself already.
260	How about tying shoelaces daily? 
261	--------------------
262	How is your daily routine nowadays?
263	Oh, it's the same old thing. Just taking care of myself as usual.
264	That's true. I'm curious though - do you have any challenges with self-care?
265	Well, pouring liquids is not the easiest task these days.
266	Really? How come?
267	My hands shake a bit sometimes and it's hard to stabilize the pitcher or cup.
268	Ah, I see. How do manage to accomplish that task?
269	Usually I ask for help or try bracing myself against like a surface.
270	What kind of liquids are you pouring?
271	Water and juices mainly, I need to get fluids into me of course.
272	--------------------
273	Hi there, how are you feeling today?
274	I'm feeling okay today.
275	That's nice. So do you often drink water throughout the day?
276	Yes, I try to drink a full glass of water with each meal.
277	That's great. And how do you usually refill your water cup?
278	Usually, I scoop the ice into the glass and refill it once I finish the previous glass.
279	Do you ever have difficulty gripping the ice scoop or pouring water into the glass?
280	No, fortunately, drinking, pouring liquids are ok straight fowardself explain this should to continue,
281	Ahh that's pretty smooth. Do you manage to stir drinks well?
282	Yes,
283	--------------------
284	Hey there, how are you doing today?
285	Good, good. It's been an eventful one.
286	Oh yeah? What was planned for today??
287	I had a few errands to run in the morning and then looked after all my activities related to self-care.
288	Ow! Refresive, -By beverage? ... Where, did you refillposture assistance from your armstrength yourself? 
289	Yeah, through breakfast I drink whole-milk and dringed fruit juice. Rather on the begining water first gently loosening the seal twisting and Opeming. Expert hygiene drinkig avoid Don to much using plastic to speed wetly splilled it is important too.—kindly asked wife waking
290	--------------------
291	Have you been taking care of yourself lately?
292	What do you mean by taking care of myself?
293	For instance, do you find it easy to pour liquids into cups and drink water?
294	I’ve been having some trouble with that actually. It strains my hands to have to hold glasses too.
295	And how about dressing yourself?
296	That becomes painful as well, particularly transferring weight in order to put a shirt on
297	And what do you do for drinking liquids now to make it less painful?
298	I usually wait until someone is around to pour drinks out of larger bottles into cups so it can be bit easier for me to drink
299	Anything new you have done for overcoming difficulty accessing beverages
300	--------------------
