	utterances
141	How has your personal functioning in the community been lately?
142	I meet with my neighbor's widow and we go grocery shopping together every week.
143	That's a great activity to stay connected with your neighbors. How often do you two go?
144	Every Thursday morning is made available for senior citizens.
145	Does the event offer a wide selection of goods?
146	With required mark ups for variety purposes we still buy necessary items each time.
147	Have you noticed many people going during these sessions aside from your newly met befriended neighbors?
148	Neighborhood services advertises them frequently in flyers through the regional Senior Community Center regarding distant programs while charity elegeant golf events pitch later the gen before a gala concert perter
149	--------------------
150	Hi! How are you today?
151	Oh, I am feeling all right, thank you for asking.
152	Did you hear anything from the local senior center recently?
153	Yeah, actually, I am looking forward to drop in by there again.
154	Oh really? When and how?
155	Every Monday from 1-4 pm, Fred gives a introduction to philosophy class right after lunch on those days.
156	Sounds amazing! How attending classes is a part of community, social, and civic life for you?
157	Joining like-minded folks has allowed me to share my experience, encouragement,and, most we all learnt your things now. It made delivering week and discuss skills such effective teamwork all within
158	--------------------
159	How have you been keeping yourself engaged lately?
160	I have been visiting my neighbours and chatting with them.
161	That sounds pleasant. When do you usually do this?
162	I usually drop by their house in the evening after having my tea.
163	Nice! Do you do any other communal activities?
164	Yes, our community had an event recently at the local hall, to celebrate a traditional festival. I attended it.
165	Oh, which event was that?
166	It was the annual festival held by the community to mark the success of the harvest. The event is called the tambrahm ablution turmeric bath - one of the Custom of harvest festival.
167	Interesting! Quite a traditional customs
168	--------------------
169	So, how have you been doing lately?
170	Oh, just the same old. Just been keeping up with my garden.
171	Wow, that's impressive. When do you usually tend to your garden?
172	I often go pick weeds in the mornings, as to not be out in the hot sun.
173	How many different types of plants do you have in there?
174	Well, let's see, I have some roses, tomatoes, zucchinis rounds, cilantros, lettuce, and a variety of sweet sinap glowers : 
175	That sounds delightful. Do you often host and show your prize monthly efforts You know it, Jan come over whether one wants it or not and share same
176	--------------------
177	Hi, how have you been?
178	Hi, dear! Through social chit-chat I enjoy my community these days.
179	Oh, that's great to hear! How do you spend time in social conversations?
180	Sometimes my group speak in charity programs, they talk about magic beans, love potions, Harry ...
181	Right. Which time of the year does your church get activethe most socially? Is it rhythmic within all year?
182	Absolutely! Especially summer weeks and mornings makes others more introspective.
183	What days We entertain peopleto signify joyous times We recallhappy memory entertainingbig family get together clean games ...
184	That sounds lovely! We used divers thoughtsmeet up and do brainstorming soup and
185	--------------------
186	Hi, how have you been feeling recently?
187	I've actually been doing pretty well, thanks for asking.
188	That's great! Can you tell me a little bit about what you've been up to?
189	Sure, one thing I've started doing recently is going to the weekly pancake breakfast at my local community center. It's a great chance to get out of the house and meet some new people.
190	That sounds like a lot of fun! When does the pancake breakfast happen?
191	It's every Saturday morning at 8:00. I try to get there early so I can pick a good spot.
192	How long have you been going there?
193	Maybe about three months or
194	--------------------
195	Hi there! How was your day in the care home today? Anything exciting happen?
196	Oh yes, there was this fantastic concert in the activity hall. Every month, they host live music for us and it's incredible.
197	That sounds wonderful! Who was performing this time?
198	A local jazz band played for us, and they were amazing. Even though I don't know much about jazz, I definitely enjoyed it.
199	That's great to hear. When do these events usually happen?
200	The director told us that we can expect a different sort of entertainment each month on every third Sunday, right after lunch.
201	Do you ever engage in any community problem-solving activities such as discussing environmental issues?
202	--------------------
203	How are you feeling today, partner?
204	I'm doing pretty good today. How about you?
205	Everything’s great on my part too. So, what did you do for the squad since the last time we saw each other? 
206	Well, I donated blood two weeks ago. 
207	That’s great! Where did you go for it?
208	I searched for donor banks and registered on this app. As soon an urgent requirement arrives, they inform with detailed meeting spot info. 
209	Thats interesting, do u you plan to go again anytime sooner?
210	Yup, they pinged me for next month end on this app.I suppose higher impact quaran routine is sustaining unaffected, because there
211	--------------------
212	Hello there! How's your day going?
213	Well, hello there! It's been going okay. Just staying busy.
214	That's good to hear. Have you done anything interesting recently?
215	Hmm, not anything too crazy lately. I did, however, attend a Sunday worship service at my church.
216	That sounds nice. How often do you usually attend service?
217	I try to go every week; it's important to me to stay committed to my faith, and that includes participating in community spiritual events.
218	Absolutely, what did you listen to?- any particularly inspiration speechnews ?
219	Sure. Last week we had a wonderful sermon discussing how passion is the cornerstone to success and more important where
220	--------------------
