	utterances
191	Yes, it certainly is, With regards to meal times, how have been eating regularly at present?
192	Hmm, as far as today, when I have not been receiving the effort on schedule waste or having my children identified along with school learning, I have supplanted as opposed persist uniting. When evening involves reducing off
193	--------------------
194	Good afternoon! How have you been lately?
195	Oh hello. I've been alright, nothing new really.
196	Have you been keeping up with your self-care lately?
197	Yes, I always take a bath first thing in the morning to help me start my day.
198	That's great to hear. How do you wash and dry yourself? Do you have any strategies?
199	I use a shower stool and handheld shower to make it a bit easier. For me, that gets the job done.
200	I see. And how do you prepare your meals? 
201	To be honest, sometimes I forget to eat during the day because I often skip breakfast. When I meal plan for my home-cooked
202	--------------------
203	How do you maintain your balanced diet?
204	Well, I usually make sure to eat a lot of fruits for breakfast and snack on some veggies for lunch.
205	That's great, do you also eat meat or fish?
206	Occasionally, but as a senior my daily protein requirements are not that much high.
207	I see, what about keeping warm or cool and exercising? How often do you do it and when?
208	I try my best to walk for around 20 minutes in the morning and afternoon and I wear comfortable and appropriate clothes with additional layers depending on the weather.
209	That's smart, I always forget to adjust clothing or risk finding myself unprepared when temperatures change quite dramatically.
210	It's
211	--------------------
212	I was wondering how your day goes. Can you tell me about a usual day in your life?
213	Yes sure. I always begin my day early in order to do laundry first. 
214	Great to hear. I think putting clothes to wash early is convenient for the rest of the day. 
215	Yes, most definitely. It cuts on dirt later in the day.
216	How do you ensure you have a balanced diet? 
217	I do that by always taking milk and wheat flour porridge thankfully everpresent in the wee ours each day and I also made a habit to have boiled soups and proteins boiled sufleys and grilled rubber and mala wherever possible to balance everything well.
218	That
219	--------------------
220	Hi there! You look well today.
221	Thank you! I'm trying to stay active.
222	That's great to hear! What do you usually do to keep your body moving?
223	I take daily walks outside of my neighborhood to get some fresh air.
224	Oh that's nice. Do you happen to schedule it in the morning, afternoon, during the weekends or on weekdays?
225	Most of the time I walk early in the morning before the sun gets too hot.
226	Got it, I see that. Can you share what usually happens one the walks are finished? 
227	Once I finish the walk I may go back to walking or pick other activities I love such as going to the badm
228	--------------------
229	How are you feeling these days?
230	I'm doing okay, thanks for asking.
231	That's good to hear. Do you find yourself eating healthily?
232	Not really. I tend to have some toast or cereal for breakfast.
233	When do you eat some fruits or vegetables?br
234	Almost never. It's just too difficult to go the grocery store, and I don't make enough meals for it to seem worth it. 
235	Have you thought about ordering fresh food online?
236	No, Is there any such services around here?
237	Sure. Do you readcompose mails?
238	Yes, daily. Additionally, one of my family emails to checkind on me more regularly
239	--------------------
240	How has your week been, have you been keeping up with your self-care routine?
241	Oh I never really pay any attention to that now
242	Well that's okay, but self-care events can really improve your wellbeing. Do you have a regular eating routine?
243	Yes usually I eat breakfast at 8am, after my medication, and then something light around noon. Dinner is at around 6pm, that is if I can cook
244	Cooking can be quite daunting, can I ask a bit more about how your eating habits are influencing how you are currently feeling
245	I have been finding it difficult to find the motivation to cook lately. Everyday is the same for
246	--------------------
247	How are you feeling today?
248	I'm feeling ok today
249	That's good to hear. How do makesure you're keeping yourself healthy and active?
250	Well I try to eat healthy a balanced diet as per doctor's advice. I also do stretching exercises in the morning.
251	That's wonderful! Do you take walks every day?
252	Yes, of course I go out for morning walks for about 20-30 minutes.
253	That's great to get some fresh air and exercise. Do you get any help from your caregivers 
254	 Oh yeah Sometimes I reach out to them if I feel uneasy. Otherwise I prefer to mange things to myself as much
255	--------------------
256	So how’s your day been today?
257	It’s been okay. Just been taking care of some animals poking in my garden.
258	That sounds lovely. Do you cook for yourself?
259	Yes, most of the time. Rarely order something to take away.
260	And where do you to go to get groceries for your home food prep?
261	Oh, well for perishables sometimes with Emmy or I grocery order from Safeway myself.
262	That's great, so cooking and taking care of your garden keep you occupied throughout your day?
263	Not just that, taking a walk in the afternoon stretch, and I regularly do physical exercices indoor.
264	That's fantastic, what days do you go
265	--------------------
266	How are you doing today?
267	I am feeling quite okay. Thank you for asking.
268	That's great to hear! You know how much I care about your health. Have you been keeping up with self-care these days?
269	Sometimes. I have been taking frequent walks to ensure I am getting enough exercise – mostly in the evenings. It relaxes me a lot.
270	That's good to hear. How do your activities of daily life gets refined? 
271	Most bi-weekly self care events starts before my exercises, early mornings weekends are for rest whenever I feel lonely before sunrise keeps my cheeks face – from wishing pale or pink. 
272	Thanks for letting me know. What about for taking balanced
273	--------------------
274	Hey, how are you today?
275	I'm fine, thank you. How are you?
276	Good, good. I was just thinking about self-care and wondering, when do you normally take your medication?
277	Oh, I usually take it after my breakfast in the morning - around 8 o'clock usually.
278	That's great, you always have your dose without worry miss it! Do you take any other supplements or vitamins?
279	Yes, I always takes multivitamins at the another after lunch. It becomes a patturn now.
280	That's a really good routine, compared to the elders As its casuing to makes sure airways function properly. What type os exercises both physical oand
281	--------------------
282	How has your week been so far?
283	It's been good, thank you for asking.
284	That's good to hear. How are you feeling lately?
285	I've been feeling a little more tired than usual.
286	Oh no, have you been sleeping enough?
287	Yes, but I tend to get tired quickly because I haven't been doing much exercise.
288	Are you able to do any exercise at all?
289	Yes, I usually take a short walk around my neighborhood each morning.
290	That's a good start, how do you feel after your walk?
291	I feel energized and alert throughout the day.
292	That's really great! Do you watch your diet as well
293	--------------------
294	Hi there. What have you been up to today?
295	Well, I went for a walk around the block in the morning. 
296	That sounds great. Do you take a walk every day? 
297	Yes. Usually in the morning, I like to take a walk outside to get some fresh air. 
298	That's awesome to hear, getting enough exercise every day is key to self-care. What's been on your mind lately? 
299	My diet, mainly. I've been trying to eat healthier foods recently.
300	That's really impressive. Do you have a specific plan to stick to your diet? 
301	Well, I try to avoid fatty foods and sugars whenever possible,
302	--------------------
