	utterances
183	Well, not really. Nothing exciting at any rate – just the same routine old person stuff really. 
184	Oh, well- perhaps you could briefly walk me through some of the events and routines of yesterday, for instance? That should be easier since yesterdayl is still fresh in your mind would be efficient.
185	Could be….I got up right on getting when I took urine, a sugar sirio into routine fasting then brushing. I always knew' when i i would arrange visit Nurse Jay an he visited sometime later to assert my baseline . The reminder Phone assured fealty… An appeal
186	--------------------
187	How has your week been?
188	It's been quite busy, as usual.
189	What kinds of tasks did you have to complete?
190	Well, I had to schedule a few medical appointments and go to the pharmacy to pick up my medications.
191	That sounds like a lot to manage in one week. How did you handle everything?
192	Truthfully, it was difficult to keep track of everything. I had to make sure I had enough time available to visit each office. Plus, making sure I had enough cash on hand for copays and payments.
193	That definitely doesn't sound easy. Did you have any other tasks to complete during the week?
194	During the week, I also spent some time
195	--------------------
196	What have you been up to these days, how's your day-to-day life? 
197	Well, not much happening, really. But I’ve been struggling to organize my to-do list.
198	What do you usually do?
199	I am, kinda struggling organizing my time as I’m juggling too many activities all at once. 
200	That can be overwhelming for most of us. What methods do you usually use when you don't know where to start?
201	Oh, I usually write things down that way it's there staring right at me demanding my attention.
202	That seems like an efficient way to do that! And, how about pacing your task's performances?
203	I have a harder time
204	--------------------
205	Hi, how have you been feeling lately?
206	Oh, good, good, just trying to keep my routine going.
207	What types of things do you usually do in your daily routine?
208	I wake up at seven o'clock in the morning, make breakfast for myself, and then make sure everything is in order before starting my day.
209	That's very organized of you. Do you find that it helps you with your daily activities?
210	Yes, it certainly does. Sometimes, though, it takes me a little longer to do things than it used to so I have to factor in a bit of extra time
211	I'm sure it's tough to keep up with everything sometimes. Do you
212	--------------------
213	What did you do today, How was your day?
214	I woke up early in the morning, it's a bit cold so I is preventing me from working in our small garden. Gardening is my everyday relaxation activity, but today, I had a difficult time using the small farming tool.
215	Didn't it hurt after having that pick and declumping soil for several hours?
216	Yes, at the later part of this day, my arms felt weaker, perhaps my weekends come and my muscle has still left out to caring yards anymore. 
217	So, Maybe give yourself a little rest for attempting another hard pullouts
218	I was thinking the same those, by noting the it said Today marks a duet
219	--------------------
220	Can you tell me a bit about what you did yesterday, and how you organized your time?
221	Sure, yesterday I woke up at around 7 AM. I like to have a set morning routine, so I always wake up and get up at the same time.
222	That sounds like a good idea. So what did you do next?
223	Oh, my next task was preparing breakfast. It usually takes me 30 minutes to prepare and another half an hour to eat my favorite porridge.
224	Sounds yummy! And then?
225	Later on, at 10 AM, I had an appointment at the hairdresser which usually takes and I highly recommend scheduling some self-image improving activities like that and I concluded
226	--------------------
227	How do you usually organize your daily schedules, John?
228	Well, since I have retired, I have been keeping it quite flexible. I wake up at 7 in the morning, brush my teeth, and have light stretches and breakfast.
229	That sounds nice! What would you typically after?
230	Occasionally I go to the partner therapy for my knee. It dills down on scuba diving for recreation time that I normally like to spend outdoors.
231	Great! How do you usually manage stress?
232	Hmm… let me think… I frequently speed walk at least Once of grass they can volunteer minutes really grateful every mindful interest time wherever possible.Ten do road followed vocal roads recommendations or cycling sinpr self offer word
233	--------------------
234	How was your day today?
235	Oh, it was alright. I got some errands done.
236	That's great. When did you start running your errands?
237	Well, I got up early this morning and took care ofsome tasks around the house before I went out.
238	That's some good planning. How did you approach organizing your tasks?
239	I don't really have a system, but I like to write my tasks on paper, so that I can physically see what I need to do and I can priortize them based on deadlines or importance.
240	Interesting. How about when you're actually carrying out the tasks, how do you keep pace?
241	Depends on the task,
242	--------------------
243	How was your day, did you do anything interesting today?
244	Well, as always, I did my usual tasks.
245	Can you tell me more about your usual tasks?
246	Hmm, every morning I have to wake up early and make breakfast for myself.
247	That sounds like a good routine.
248	Yes, then I clean the dishes and organize the kitchen.
249	When do you start doing this task?
250	I usually start around 7.30-8:00 am after I brush my teeth. Then I save some time to do gardening.
251	Wow, gardening at your age it's very nice.
252	Yes, praise God, and it's a relaxed and satisfying pastime and
253	--------------------
