	utterances
132	What did you today?
133	In the morning, I woke up and tidied my bed.
134	That sounds good, how often do you make your bed?
135	I make it every day after I wake up.
136	What did you do after that?
137	I washed my face and brushed my teeth.
138	Right, and after that did you prepare your breakfast?
139	Yes, first I checked everything I had in the fridge, then I fried an egg and toasted a slice of bread.
140	Sounds simple and delicious! How about after breakfast, is there anything you do then?
141	After breakfast, it's time to clean up the kitchen.
142	--------------------
143	Hi how was your day today? 
144	Hi, it has been quite busy. I had to wake up early today to prepare my breakfast.
145	That sounds like a great start to your day. What did you cook for your breakfast? 
146	Yes, breakfast seems to be the most important part of my day. This morning I made some eggs and brewed some coffee.
147	Oh, nice choice. Don't forget though, eggs are a perishable item, do you remember when you purchased them?
148	Hmm, good point, I always forget when I bought them. I think I got these ones from the market last Wednesday.
149	No worries, maybe recording the purchase date in front of the eggs tray
150	--------------------
151	Do you often cook at home, any recent cooking you've done?
152	Yeah, I'm used to cooking meals twice a day at home. Maybe I cooked a vegetable curry last night for dinner.
153	How do you plan out your mealsmake your grocery list?
154	Unfortunately, I cannot remember and plan that out anymore, I usually run out and lock down foods.
155	Oh ok, do you need help with grocery shopping or meal planning then?
156	Yes, It gets hard sometimes.
157	How about the laundry, do you handle it yourself or do you have someone taking care of it?
158	I usually do it when my attendant falls short, It wouldn't be something else she could easily clue
159	--------------------
160	What did you do throughout the day, sir?
161	I woke up early in the morning and brushed my teeth first. 
162	What's next?
163	I headed to the kitchen and made tea for myself.
164	That sounds great. Did you gut your kitchen clean before cooking?
165	Yes. I did but first finished drying my utensils from yesterday.
166	F; So did you prepare breakfast after that?
167	TypPezly. It's a tradition now to watch favorite news channel every morning during breakfast
168	That sounds like an exceptional idea. Did you have to refill your grocery's stock today?
169	P; Yeah, I got seeds stock from the grocer after the breakfast.
170	Let me
171	--------------------
172	What did you usually do for lunch at home?
173	Normally I would reheat my leftovers or make a  sandwich.
174	What about when you can't find the food that you planned to heat up?
175	Usually then I would cook something fresh.
176	How often do you cook?
177	I usually cook about three times a week, more on weekends.
178	And how do store food when you cook a larger serving?
179	I divide and store them into different packets in the  refrigerator.
180	How about laundry then?
181	I would do it once a week.
182	Could you describe your laundry routine?
183	I collect all our clothes first then put it on the
184	--------------------
185	Hi! It's good to see you again. How are you doing, today?
186	Morning! I am doing good.
187	Have you prepared breakfast this morning?
188	Yeah. As usual, I fried an egg and consumed toast with a small glass of squeezed lemon juice.
189	How do you usually go about making breakfast?
190	Since waking up early as well as scattering and pain when standing too long could happen in the kitchen, I always request my granddaughter to stay with me and prepare Basic demands upon of them rest to accomplish action For my breakfast,specifically; egg and toast throughout cooking With hearing appliances. I'm mainly responsible on Cutting bread and allow granddaughter character usage of hot-plate.
191	--------------------
192	What keeps you busy these days? 
193	Oh, just taking care of things around the house like the houseplants and my pets. 
194	When do you tend to them? 
195	I used to do it in the morning, but now with my arthritis I tend to do it in the afternoon when I feel less stiff. 
196	How do you usually maintain and clean the houseplants , do you have any specific methods? 
197	I usually wipe the dust off the leaves once a week and sprinkle some fertilizr mixed water every spring. 
198	And how do you take care of your pets more specifically? 
199	Making sure they have clean water and a pleasant environment, brushing their teeth so
200	--------------------
201	What do you usually do during these days?
202	I dedicate my time to maintaining household since I live alone.
203	So you're basically required to take care of all the household chores by yourself?
204	Yes, that's true. Recently, I've had a water leak in the kitchen, and it caused damage to some cabinets.
205	Oh, how did that happen?
206	I'm not sure, but when I noticed it, water was already flooding. Some corners of the kitchen still need repairs.
207	Did you try to do anything to solve it on your own, like patching the leak with different materials?
208	I'm not a handy person, and nor do I have tools and stuff needed for
209	--------------------
210	How has your routine been lately?
211	I have been trying to do everyday tasks on my own. 
212	That's wonderful. What specific tasks have you been handling independently? 
213	Well, I clean my dishes, make my own lunch and have been watering my plants for the last few days.
214	Do you require any help doing activities like cleaning or cooking? 
215	Not very often, but some chores do restrict me from carrying them out properly and quickly.
216	Oh, I see. What kind of tasks specifically give you difficulty finishing them? Can you tell me more about how you solve tasks you have problems with?
217	Doing laundry and driving few errands to attend doctors' appointments waste
218	--------------------
219	Hi there. I am happy to hear from you today. How are you doing couple days ago?
220	I am okay. But, last couple days, I must water many new plants because my daughter bought a lot of plants. 
221	Great, as an old plant lover. Can you tell more about how do you normally taking care to those plans? 
222	Well, once a day, I trying to avoid the morning and afternoon streme. After the shade ir just a bit cooler outside, I usually set up hose with light pressure and watering all of the plant one by one and them add soil mat to soluld retain moisture. 
223	So, protecting the plant get an optimal condition is part of delicate job
224	--------------------
225	Do you need any assistance at home?
226	Not really, I can manage most things on my own, but sometimes I do need help with the yard.
227	What type of yard work do you need help with?
228	Just basic gardening, like watering and trimming the plants.
229	How often do you trim the plants?
230	I do it myself once a month, but sometimes I need help towards the end of the year when it gets colder.
231	And what about household repairs? do you need help with those?
232	Yes, sometimes. I recently had a leak in my kitchen sink that took ages to be fixed. I couldn't have used the sink and needless to say, it was a real pain
233	--------------------
234	So, how has life been at home lately?
235	Well, I've been keeping busy. I have to water my plants every other day because they tend to wilt in this heat.
236	Watering plants every other day? How many plants do you have?
237	Oh, just a few around the house. I like having something to take care of.
238	That's nice! Do you enjoy working on other projects around the house as well?
239	Yes, I like fixing what’s broken. The other day, I realized that the kitchen tap was leaking for far too long. I dismantled and fixed the tap during downtime.
240	Lovely on one hand bad other hand, I worry that managing these households needs
241	--------------------
242	Good afternoon! How was your day today, what events happened?
243	The day was normal and busy as my son left cupboards open.I usually look after them and remind moving things either behind them.
244	When do you require to follow-up cupboards?
245	I observe during my routine cleaning time. Once finishing one textile season, next time is the book cups.
246	On the repairing end, how do you take care of maintenance activities?
247	My son is dealing with fixing day-to-day electric and device issues while extra white-collar or small-skilled jobs attract professionals on-demand service technique.Fixed it once.
248	taking care in household seem days I focus too much worry on minor-use remedies telling about experience sh
249	--------------------
250	How did you mend the garden fence yourselves so beautifully though its gap was silly shrubs long spreading on one end?
251	Ah my dear neighbor kid peeled out of their fathers corner many hammer nails and rusted fruits of been living simple citizens. Learning rising tide teaches.
252	That's very impressive!, but what prompted you both to mend it without professional assistance?
253	Umm let's say no professional none time and couple loose screws much wandering need bit attachment smooth endeavor exhausted but times just waited crowdrarrous over a winds heard passage dust across mirror stains sunrise
254	So I understand that you seized an opportunity and made the best out of it but was there any assistance required from anyone to mend
255	--------------------
256	So, how has the household been for you lately?
257	Well, it's been a bit challenging actually.
258	In what way?
259	One of the appliances in the kitchen has been acting up and I'm not sure how to fix it.
260	Do you know if it's a recent problem?
261	It started making strange noises a few days ago and it's only gotten worse since then.
262	Ah, that can be frustrating. Have you considered having someone take a look at it?
263	I actually tried fixing it myself initially, but I didn't seem to get very far.
264	I see. Well, I don't blame you there. While it's good to have a go, appliances
265	--------------------
266	How are you doing today?
267	As usual, but almost every day my mornings get very hectic.
268	Oh really? How so?
269	Well, my cat kept me up late last night and I slept in. I didn't have any clean bowls for cereal, so I had to wash one. And then I noticed that the sink was also dirty so I wore out to do some dishwashing too.
270	That sounds busy
271	Suddenly realized have turned late! so trouble finding my watch while getting dressed added some uneasy five anxious minutes.
272	Do you need any assistance?
273	Fortunately no one shares living room with me they were headed outside for everyday movements, or they would have got frustrated throughout whole hassle
274	--------------------
