	utterances
197	--------------------
198	Hey, how are you today?
199	Oh, hello. I've had a good day, thanks.
200	That's great! What have you been up to today?
201	I had an interaction with the mail carrier today. She stopped by around noon and we had a little chat.
202	That's nice. What did you talk about?
203	She delivered a package for me and I was just asking about her day and any new developments on the block.
204	Did anything interesting happen during the conversation?
205	Not really. It was just a short conversation. She's very efficient and gets about her business.
206	How did you converse? Did she talk clearly?
207	Yeah, I could hear her
208	--------------------
209	Hey there, how's it going today?
210	Oh, you know I’m just living the retired life!
211	I understand. have you had any interactions with people that frustrated or angered you recently? 
212	Yes, my daughter called and asked for something yesterday. I agreed to do what was asked of me, but they kept interrupting while trying to explain so we could optimize function together....
213	they didn’t act respectful while talking with you or took direction well?
214	Exactly ! They needed to understand the significance.....
215	I get what you’re saying. That’s so annoying. what did you do?
216	I told X that they indeed serving me valuable stated my limit deline-cool
217	--------------------
218	Hey, how was your day today?
219	Oh, it was good. I went to the grocery store to get some things.
220	That sounds nice. Did you talk to anyone while you were there? 
221	Yes, I asked a store employee where the milk was.
222	And how did that go? 
223	It went fine. They were polite and showed me where to find it. 
224	That's great to hear. How about yesterday, did you have any social interactions then? 
225	Yes, actually, I talked to my neighbor for a bit when I went outside to check my mail.
226	That's good. Did you talk about anything interesting with them?
227	Not really
228	--------------------
229	So, have you had any interactions with people outside your family lately?
230	Yes, I went to the grocery store yesterday.
231	Oh, that's great! Did you talk to anyone while you were there?
232	Just the cashier, but it was a lovely conversation.
233	That's nice to hear. What did you talk about?
234	We chatted about the beautiful weather we've been having and how crowded the store is lately.
235	A weather chat is always a classic one! Did anyone else approach you while you were there?
236	Yes, a young man asked me if I needed help picking out melons since there were a lot to choose from, but I declined.
237	That's understandable
238	--------------------
239	How was your day yesterday, anything interesting happen? 
240	I went to the grocery store and had a nice talk with the cashier. 
241	That sounds nice, when and how did that happen? 
242	It happened in the afternoon. While the cashier was scanning my items, I suddenly thought that I wanted to cheer up because buying monthly groceries is such a serious business. To make her smile, I said something genuinely funny and she didn't soldier but rather loved it and threw another comeback. 
243	That's great to hear that! It sounds like you are doing well in your social skills recently! But were there any awkward moments during that conversation? 
244	Yeah actually there kind of like were some handful products
245	--------------------
246	Hello, how are you doing today?
247	Doing fine.
248	Were you able to go out yesterday?
249	Actually, I planned to visit my son's house yesterday. 
250	That's lovely! How did you end up meeting your journey?
251	I walked ten blocks down the street to take the cab. 
252	Did you have to talk to the driver and ask him where he could take you?
253	Yes, that is for sure. I had to awkwardly ask him what destinations he was heading in, and had to remember his instructions amidst that taxi noise!
254	Oh, I totally understand the hustle. It makes one’s temperature hike even higher. Well, was the journey comfortable, then
255	--------------------
256	What did you do yesterday?
257	I went to the supermarket to buy groceries in the morning.
258	That's great. Do you like the people you usually meet there?
259	Yes, there is one cashier that is very friendly and helpful. She's always smiling and making small talk with me.
260	That sounds nice. How did you converse with her this time?
261	I asked her how her day was going and commented on the long line-up. She talked about being busy during Christmas season.
262	Wow, it's poignant that you shared an effortless conversation without meaning to buy healthier food, how was cashier's reaction
263	She fullypartpart-than verbally commended my judicious finding of alternatives
264	--------------------
265	Friend: What are some of the events or situations that occur within your daily life that involve some sort of interpersonal interaction?
266	Patient: Well, I encounter people every day who engage with me about everyday activities. Specifically speaking my grocery runs leave me politely asking for prices and best selections. 
267	Friend: And how do you think you typically perform within these informal type-based interactions? Patient: My shoulders sways the joints with grace whilst my facial screws-up the worries: this portray ensures an articulation of clarity in oral and especially prompted expression such as prices pricing for nuts on a daily basis .
268	Friend: Have you found any challenges as per say dealing with strangers in your day to day looking in consideration of your age?
269	Patient: Sometimes stereotypes may lead
270	--------------------
