	utterances
145	That sounds lovely. You mentioned taking a taxi - when did you go?
146	Around mid-morning, I think. Gives me some time to settle down after breakfast,
147	Makes sense. And which taxi company did you use?
148	Which one was it, now...oh I remember - it was called Shannon Cab.
149	Great. And did you use any mobility aids - a cane or other equipment - on your
150	--------------------
151	Do you often run errands outside your house, sir? 
152	Yes, I do. Usually every other day I have to go to the nearby ice-cream parlor where I volunteer. 
153	How do you usually go there? 
154	I go there by walking or sometimes driving my scooter named Jenny. 
155	Biking perhaps can give you more time an uncongested riding season six seasons out of every yearly horizon. Have you ever tried going on a bike to your volunteer activity? 
156	I actually haven't. I'm kinda fine spiking so far to get from to point B from Steadygo grandpas apartments, which hail up on six spectacular floors despite bits of my injellas acting
157	--------------------
158	Hi there, I hope you're doing well today. Can I ask you something?
159	Of course, dear. What would you like to ask me abouut?
160	I'd like to know more about how mobility discomforts impact your life, could you elaborate a bit on that for me?
161	Oh boy, where do I start. About a month ago, I hurt my back quite badly and going back to my normal levels of groove is finally smoothing out gradually. 
162	I see. Does difficulty get in any particular time of the day?
163	usually morning, the pain generally is something I curse at few times to conclude how my next move if I've made the better call continuing till
164	--------------------
165	Good morning! How are you feeling today, Mrs. Jenkins?
166	I am delighted. Thank you. How about you?
167	I am fine too, Mrs. Jenkins. Can I help you with anything today?
168	Well. I have been feeling quite exhausted this recent week.
169	I am sorry to hear that. Can you tell me please when does feeling loss your energy namely breakthrough? 
170	After walking the hallway it Quite u strenuous to reach the stairs in time on these old legs.
171	That sounds frustrating, Mrs. Jenkins. How long have you experienced difficulty reaching the stairs on time?
172	At least six months from prior diminished compatibility breaking routine as to onset elapsed painful variables.
173	--------------------
174	Hi there! How's your day going?
175	Not bad, thank you. I've been keeping quite busy! How about yourself?
176	Yeah I'm good, thanks. Have you planned anything outdoors today?
177	Actually, I did manage to make a short trip to the park earlier this afternoon.
178	That's great! How did you manage to get there?
179	I decided to take a taxi. It always offers me convenience, since I can just sit and relax, while letting the driver navigate the streets.
180	I see. Is taking taxis a common way for you to get around these days?
181	Not really, but it really helps when i just want
182	--------------------
183	How did you get here today?
184	I took the bus this morning.
185	And what about yesterday? Did you go anywhere?
186	Yes, I went to the grocery store in the morning, and later in the day I drove to a doctor’s appointment down the street.
187	How often do you take the bus or drive yourself?
188	It really depends on the day, sometimes I take the bus, but sometimes I would drive to places nearby if I feel confident.
189	That’s good to know. Do you experience any difficulty with carrying objects while you go out?
190	Well, sometimes when carrying heavier bags from the groceries I do feel a bit tired frequent stops drain me so when possible make use of
191	--------------------
192	Have you been going out more frequently lately?
193	No, not really. I've been having more trouble with moving around.
194	Oh no, can you tell me more about that?
195	For example, every time I need to go to the grocery store, I need to take a taxi as home delivery takes too long.
196	I see. How about going to your regular doctor's appointments?
197	The bus stop is too far away from my house. Advancing for a taxi service on a punctilla basis every month would surely leave me out of budget. Sometimes my neighbor takes to me neighbor's car to see him which I really thanks
198	for doing it.
199	That's difficult. How do you usually
200	--------------------
201	Can you tell me about how you get around throughout the day?
202	Sure, I mostly use a walker to get around my house.
203	And outside of the house?
204	When I need to go shopping or run an errand, my daughter takes me.
205	Have you used public transportation before?
206	Only when my daughter isn't able, but it's been a while.
207	Which type of transportation did you use, the bus or subway?
208	Usually the bus, but it was difficult for me to get on and off.
209	Have you considered trying one of the smaller buses that cater specifically to those with mobility issues?
210	That's a good idea! Maybe I'll look into that
211	--------------------
212	How was your day today?
213	Oh, it was fine, not too bad. 
214	What things did you do today?
215	I mostly just stayed home, but I did go out to pick up some groceries. 
216	How did you go to the grocery store?
217	My grandson came over and drove me there in his car. 
218	That's good to hear. Do you go out often? 
219	Not really, my staying home is shucking corn and such. 
220	But do you have the ability to ride bicycles?
221	No, It has been a while after my sone removed security - taking pedals off routinely returned them leads toworrying words but learn
222	--------------------
223	How was your day today?
224	Oh, quite tiring actually. I had to go to the hospital for check-up this morning and go to the grocery store this afternoon.
225	How did you get to the hospital?
226	My son drove me there.
227	And to the grocery store?
228	I took my walking frame to the local offer thrift  store and back,
229	Is it difficult to move around with your walking frame?
230	Well, it can be. But I've been using it for a while now, so I'm used to it.
231	Do you take any other means of transport besides your walking stride? 
232	Sometimes. For longer distances, their on
233	--------------------
234	Hi there, how are you doing today?
235	I'm doing okay. Had a busy week so far, seems like things never slow down anymore!
236	I can understand that, with everything you have going on lately. But I'm just wondering, how have you been getting around these days?
237	Well, I'm still able to drive every once in a while, but I've noticed it's becoming more difficult to manage on my own lately. And sometimes when I need to get somewhere but I'm unable to drive, I'll have to take a bus or a taxi.
238	Those options are always available, that's great! Could you tell me where do you usually go when you ride the bus or take a
239	--------------------
240	How was your day today?
241	Not bad. Still got some grocery shopping done. 
242	Did you reschedule for the doctor's appointments?
243	I did. Managed to catch a Cab around 10AM yesterday. Was on time otherwise I'd miss my appointment.
244	That sounds convenient. Is it your preferred mode of transport?
245	Absolutely, hassle-free, that driver knew safest and advantageous routes. Retinograph test bears stressful for me not 
246	lower-layer of Vision go faded secondary treatment comes decided.
247	Does that mean taking public transport too hard for you? What about trains or subways?
248	Retirement Pension facilitates without insurance scheme suffered broke buses hurled disport left of Station interiors.
249	--------------------
250	What did you do yesterday?
251	I went to the grocery store.
252	How did you get there?
253	I walked there.
254	Was it difficult to walk there?
255	Yes, it was a bit of a challenge because it's a few blocks away and the sidewalks aren't even.
256	Have you considered driving next time?
257	I don't have a car anymore and I'm no longer able to drive.
258	Have you thought about taking the bus instead?
259	I haven't tried that, but I'm not sure which one goes to the grocery store.
260	I can look it up for you and show you which bus to take next time.
261	Oh, that would be
262	--------------------
263	How has your week been going?
264	It's been alright, just dealing with some mobility issues.
265	Would you mind telling me more about that?
266	Sure, some days I find it really difficult to get in and out of the car.
267	When does this usually happen?
268	Mostly after days where I've exerted myself physically, like doing gardening or going for a long walk.
269	Have you ever thought about getting a higher car or lowering yourself into the seat using a slide board or a handrail?
270	Yes, those are both options I've considered. I've also used a mobility standing pad and it has been really helpful too.
271	Do you have any similar issues with accessing public
272	--------------------
